trial_type	correct	response_time
neu	1	0.527
inc	1	0.511
con	1	0.495
inc	1	0.472
inc	1	0.536
neu	1	0.544
con	1	0.52
con	1	0.536
neu	1	0.52
con	1	0.472
inc	1	0.56
neu	1	0.416
con	1	0.528
neu	1	0.488
neu	1	0.641
inc	1	0.553
neu	1	0.481
con	1	0.553
con	1	0.481
inc	1	0.537
con	1	0.449
neu	1	0.593
neu	1	0.513
inc	1	0.577
neu	1	0.593
inc	1	0.593
con	1	0.458
neu	1	0.506
inc	1	0.498
inc	1	0.562
inc	1	0.529
inc	1	0.53
inc	1	0.545
inc	1	0.489
con	1	0.489
neu	1	0.537
con	1	0.522
inc	1	0.618
neu	1	0.538
neu	1	0.458
neu	1	0.458
neu	1	0.57
neu	1	0.466
inc	1	0.61
inc	1	0.53
inc	1	0.578
inc	1	0.571
neu	1	0.523
con	1	0.563
neu	1	0.515
con	1	0.531
inc	1	0.627
con	1	0.627
neu	1	0.579
neu	1	0.651
con	1	0.563
con	1	0.547
inc	1	0.628
inc	1	0.603
con	1	0.563
inc	1	0.595
con	1	0.611
con	1	0.571
con	1	0.667
neu	1	0.587
inc	1	0.507
neu	1	0.588
neu	1	0.54
inc	1	0.596
neu	1	0.612
inc	1	0.572
con	1	0.572
con	1	0.548
neu	1	0.567
inc	1	0.572
neu	1	0.54
inc	1	0.612
neu	1	0.54
con	1	0.605
inc	1	0.605
neu	1	0.517
con	1	0.517
inc	1	0.608
con	1	0.488
con	1	0.616
neu	1	0.56
inc	1	0.703
con	1	0.583
inc	1	0.639
con	1	0.576
neu	1	0.616
inc	1	0.616
neu	1	0.632
inc	1	0.648
con	1	0.592
con	1	0.544
con	1	0.552
neu	1	0.56
con	1	0.624
inc	1	0.704
con	1	0.608
inc	1	0.609
con	1	0.601
inc	1	0.721
neu	1	0.593
neu	1	0.625
inc	1	0.673
neu	1	0.665
con	1	0.617
con	1	0.673
neu	1	0.609
inc	1	0.681
con	1	0.618
con	1	0.602
con	1	0.593
con	1	0.593
neu	1	0.625
neu	1	0.601
inc	1	0.625
neu	1	0.625
