trial_type	correct	response_time
neu	1	0.683
inc	1	0.715
con	1	0.547
inc	1	0.899
inc	1	0.683
neu	1	0.684
con	1	0.684
con	1	0.547
neu	1	0.595
con	1	0.595
inc	1	0.667
neu	1	0.611
con	1	0.619
neu	1	0.627
neu	1	0.603
inc	1	0.755
neu	1	0.579
con	1	0.675
con	1	0.578
inc	1	0.634
con	1	0.57
neu	1	0.642
neu	1	0.586
inc	1	1.075
neu	1	0.667
inc	1	0.731
con	1	0.618
neu	1	0.57
inc	1	0.674
inc	0	0.0
inc	1	0.706
inc	1	0.73
inc	1	0.931
inc	1	0.643
con	1	0.603
neu	1	0.61
con	1	0.674
inc	1	0.794
neu	1	0.643
neu	1	0.579
neu	1	0.587
neu	1	0.562
neu	1	0.634
inc	1	0.786
inc	1	0.69
inc	1	0.674
inc	1	0.826
neu	1	0.554
con	1	0.546
neu	1	0.531
con	1	0.563
inc	1	0.635
con	1	0.563
neu	1	0.594
neu	1	0.586
con	1	0.626
con	1	0.586
inc	1	0.914
inc	1	0.715
con	1	0.611
inc	1	0.675
con	1	0.65
con	1	0.546
con	1	0.738
neu	1	0.602
inc	1	0.731
neu	1	0.595
neu	1	0.579
inc	1	0.651
neu	1	0.563
inc	1	0.562
con	1	0.722
con	1	0.586
neu	1	0.602
inc	1	0.682
neu	1	0.538
inc	1	0.667
neu	1	0.595
con	1	0.674
inc	1	0.858
neu	1	0.722
con	1	0.618
inc	1	0.698
con	1	0.674
con	1	0.659
neu	1	0.635
inc	1	0.97
con	1	0.57
inc	1	0.842
con	1	0.618
neu	1	0.563
inc	1	0.779
neu	1	0.619
inc	1	0.707
con	1	0.627
con	1	0.626
con	1	0.642
neu	1	0.61
con	1	0.554
inc	1	0.746
con	1	0.619
inc	1	0.739
con	1	0.819
inc	1	0.787
neu	1	0.635
neu	1	0.586
inc	1	0.754
neu	1	0.586
con	1	0.61
con	1	0.683
neu	1	0.635
inc	1	0.843
con	1	0.658
con	1	0.634
con	1	0.65
con	1	0.714
neu	1	0.666
neu	1	0.578
inc	1	0.747
neu	1	0.603
