condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,900
inc,images/incR.bmp,1,420
con,images/conR.bmp,0,420
inc,images/incL.bmp,1,652
inc,images/incL.bmp,0,436
null,images/fix.bmp,,
neu,images/neuL.bmp,1,605
con,images/conL.bmp,1,709
con,images/conR.bmp,1,508
neu,images/neuR.bmp,1,636
con,images/conL.bmp,1,524
inc,images/incR.bmp,1,644
neu,images/neuL.bmp,1,516
null,images/fix.bmp,,
con,images/conL.bmp,1,716
neu,images/neuR.bmp,1,740
null,images/fix.bmp,,
neu,images/neuR.bmp,1,557
inc,images/incR.bmp,1,629
neu,images/neuR.bmp,1,541
con,images/conL.bmp,1,581
con,images/conL.bmp,1,636
inc,images/incR.bmp,1,564
con,images/conR.bmp,1,636
null,images/fix.bmp,,
neu,images/neuR.bmp,1,628
null,images/fix.bmp,,
neu,images/neuR.bmp,1,596
null,images/fix.bmp,,
inc,images/incL.bmp,1,797
neu,images/neuR.bmp,1,525
inc,images/incR.bmp,1,757
con,images/conL.bmp,1,621
neu,images/neuR.bmp,1,492
inc,images/incL.bmp,1,596
null,images/fix.bmp,,
inc,images/incL.bmp,1,796
inc,images/incR.bmp,1,572
inc,images/incL.bmp,1,612
null,images/fix.bmp,,
inc,images/incL.bmp,1,748
inc,images/incL.bmp,1,765
con,images/conR.bmp,1,733
null,images/fix.bmp,,
neu,images/neuR.bmp,1,629
null,images/fix.bmp,,
con,images/conL.bmp,1,660
null,images/fix.bmp,,
inc,images/incL.bmp,1,844
null,images/fix.bmp,,
neu,images/neuL.bmp,1,669
neu,images/neuL.bmp,1,725
neu,images/neuL.bmp,1,589
neu,images/neuL.bmp,1,580
neu,images/neuR.bmp,1,500
inc,images/incR.bmp,1,748
inc,images/incR.bmp,1,708
inc,images/incL.bmp,1,620
inc,images/incL.bmp,1,628
neu,images/neuR.bmp,1,548
con,images/conR.bmp,1,620
neu,images/neuR.bmp,1,668
con,images/conR.bmp,1,524
null,images/fix.bmp,,
inc,images/incR.bmp,1,589
con,images/conR.bmp,1,613
null,images/fix.bmp,,
neu,images/neuL.bmp,1,756
neu,images/neuR.bmp,1,820
null,images/fix.bmp,,
con,images/conL.bmp,1,548
con,images/conL.bmp,0,468
inc,images/incL.bmp,1,596
null,images/fix.bmp,,
inc,images/incR.bmp,1,597
con,images/conR.bmp,1,605
null,images/fix.bmp,,
inc,images/incR.bmp,1,597
null,images/fix.bmp,,
con,images/conR.bmp,1,636
con,images/conR.bmp,1,708
con,images/conL.bmp,1,716
neu,images/neuL.bmp,1,908
null,images/fix.bmp,,
inc,images/incR.bmp,1,596
neu,images/neuL.bmp,1,492
neu,images/neuR.bmp,1,589
inc,images/incR.bmp,1,636
neu,images/neuL.bmp,1,605
inc,images/incR.bmp,1,565
null,images/fix.bmp,,
con,images/conL.bmp,1,556
con,images/conR.bmp,1,524
null,images/fix.bmp,,
neu,images/neuL.bmp,1,604
inc,images/incR.bmp,1,644
neu,images/neuR.bmp,1,732
null,images/fix.bmp,,
inc,images/incR.bmp,1,604
null,images/fix.bmp,,
neu,images/neuR.bmp,1,652
null,images/fix.bmp,,
con,images/conL.bmp,1,651
inc,images/incL.bmp,1,1019
neu,images/neuL.bmp,1,699
con,images/conR.bmp,1,595
null,images/fix.bmp,,
inc,images/incR.bmp,1,819
con,images/conL.bmp,1,836
null,images/fix.bmp,,
con,images/conR.bmp,1,612
null,images/fix.bmp,,
neu,images/neuR.bmp,1,604
null,images/fix.bmp,,
inc,images/incL.bmp,1,659
null,images/fix.bmp,,
con,images/conR.bmp,1,555
null,images/fix.bmp,,
inc,images/incL.bmp,1,732
con,images/conL.bmp,1,732
neu,images/neuL.bmp,1,612
inc,images/incR.bmp,1,620
neu,images/neuL.bmp,1,660
inc,images/incL.bmp,1,820
null,images/fix.bmp,,
con,images/conR.bmp,1,532
con,images/conR.bmp,1,756
con,images/conL.bmp,1,707
neu,images/neuR.bmp,1,611
con,images/conL.bmp,1,659
null,images/fix.bmp,,
inc,images/incL.bmp,1,876
con,images/conR.bmp,1,636
inc,images/incR.bmp,1,724
con,images/conL.bmp,1,612
null,images/fix.bmp,,
inc,images/incL.bmp,0,932
neu,images/neuR.bmp,1,660
null,images/fix.bmp,,
neu,images/neuL.bmp,1,603
null,images/fix.bmp,,
inc,images/incL.bmp,1,731
neu,images/neuR.bmp,1,651
con,images/conR.bmp,1,676
null,images/fix.bmp,,
con,images/conL.bmp,1,900
neu,images/neuL.bmp,1,756
inc,images/incR.bmp,1,916
null,images/fix.bmp,,
con,images/conR.bmp,1,619
null,images/fix.bmp,,
con,images/conL.bmp,1,579
con,images/conR.bmp,1,667
null,images/fix.bmp,,
con,images/conL.bmp,1,628
neu,images/neuL.bmp,1,660
neu,images/neuL.bmp,1,764
inc,images/incL.bmp,1,820
null,images/fix.bmp,,
neu,images/neuL.bmp,1,684
null,images/fix.bmp,,
,,,
,,,
