trial_type	correct	response_time
neu	1	0.586
inc	0	1.57
con	1	0.609
inc	1	0.681
inc	1	0.961
neu	1	0.602
con	1	0.65
con	1	1.018
neu	1	1.089
con	1	0.609
inc	0	0.873
neu	1	0.537
con	1	0.553
neu	1	0.569
neu	1	0.978
inc	1	1.145
neu	0	1.657
con	0	0.401
con	1	0.641
inc	0	1.649
con	1	0.705
neu	1	0.841
neu	1	0.769
inc	0	0.0
neu	1	0.705
inc	1	0.986
con	1	0.578
neu	1	0.554
inc	1	1.113
inc	1	0.985
inc	1	0.769
inc	1	1.097
inc	1	0.898
inc	1	0.857
con	1	0.585
neu	1	0.673
con	1	0.665
inc	1	0.889
neu	1	0.586
neu	1	0.578
neu	1	0.45
neu	1	0.561
neu	1	0.777
inc	0	1.945
inc	1	0.753
inc	1	0.977
inc	1	0.769
neu	0	0.626
con	1	0.618
neu	1	0.642
con	1	0.626
inc	0	0.809
con	1	0.593
neu	1	0.594
neu	1	0.65
con	1	0.577
con	0	0.369
inc	1	0.937
inc	0	0.746
con	1	0.642
inc	0	0.673
con	1	0.633
con	1	0.633
con	1	0.457
neu	1	0.569
inc	0	0.416
neu	1	0.64
neu	1	0.464
inc	0	0.689
neu	1	0.521
inc	0	0.489
con	1	0.505
con	1	0.737
neu	1	0.56
inc	0	0.784
neu	1	0.577
inc	0	0.737
neu	1	0.641
con	1	0.544
inc	1	1.673
neu	1	0.713
con	1	0.641
inc	0	0.609
con	1	0.64
con	1	0.697
neu	1	0.633
inc	1	1.809
con	1	0.632
inc	1	1.121
con	1	0.681
neu	1	0.713
inc	1	1.289
neu	1	0.617
inc	1	0.928
con	1	0.632
con	1	0.544
con	1	0.505
neu	1	0.537
con	1	0.489
inc	1	0.96
con	1	0.6
inc	0	0.825
con	1	0.577
inc	1	0.841
neu	1	0.521
neu	1	0.584
inc	1	0.872
neu	1	0.577
con	1	0.665
con	1	0.585
neu	1	0.649
inc	1	1.344
con	1	1.145
con	1	0.513
con	1	0.633
con	1	0.568
neu	1	0.576
neu	1	0.576
inc	1	0.649
neu	1	0.521
