trial_type	correct	response_time
neu	1	0.925
inc	1	0.797
con	1	0.661
inc	1	0.629
inc	1	0.829
neu	1	0.853
con	1	0.774
con	1	0.582
neu	1	0.862
con	1	0.598
inc	1	0.75
neu	1	0.734
con	1	0.862
neu	1	0.558
neu	1	0.542
inc	1	0.766
neu	1	0.621
con	1	0.757
con	1	0.829
inc	1	0.806
con	1	0.718
neu	1	0.63
neu	1	0.654
inc	1	0.766
neu	1	0.558
inc	1	0.798
con	1	0.654
neu	1	0.662
inc	1	0.71
inc	1	0.935
inc	1	0.815
inc	1	0.727
inc	1	0.895
inc	1	0.671
con	1	0.623
neu	1	0.703
con	1	0.76
inc	1	0.823
neu	1	0.687
neu	1	0.703
neu	1	0.655
neu	1	0.615
neu	1	0.594
inc	1	0.991
inc	1	0.823
inc	1	0.879
inc	1	0.871
neu	1	0.704
con	1	0.696
neu	1	0.64
con	1	0.744
inc	1	0.776
con	1	0.712
neu	1	0.792
neu	1	0.84
con	1	0.672
con	1	0.632
inc	1	0.755
inc	1	0.761
con	1	1.344
inc	1	0.737
con	1	0.872
con	1	0.672
con	1	0.712
neu	1	0.64
inc	1	0.841
neu	1	0.721
neu	1	0.553
inc	1	0.729
neu	1	0.809
inc	1	0.737
con	1	0.761
con	1	0.713
neu	1	0.753
inc	1	1.137
neu	1	0.617
inc	1	0.657
neu	1	0.586
con	1	0.682
inc	1	0.773
neu	1	0.573
con	1	0.562
inc	1	0.749
con	1	0.661
con	1	0.673
neu	1	0.812
inc	1	0.764
con	1	0.965
inc	1	0.717
con	1	1.229
neu	1	0.645
inc	1	0.749
neu	1	0.709
inc	1	0.826
con	1	0.789
con	1	1.869
con	1	0.709
neu	1	0.677
con	1	0.597
inc	1	0.854
con	1	0.79
inc	1	0.83
con	1	0.694
inc	1	0.758
neu	1	0.67
neu	1	0.718
inc	1	0.797
neu	1	0.773
con	1	0.694
con	1	0.734
neu	1	0.678
inc	1	0.79
con	1	0.75
con	1	0.67
con	1	0.662
con	1	0.662
neu	1	0.623
neu	1	0.863
inc	1	0.711
neu	1	0.679
