condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,588
inc,images/incR.bmp,1,636
con,images/conR.bmp,1,476
inc,images/incL.bmp,1,564
inc,images/incL.bmp,1,716
null,images/fix.bmp,,
neu,images/neuL.bmp,1,539
con,images/conL.bmp,1,787
con,images/conR.bmp,1,516
neu,images/neuR.bmp,1,548
con,images/conL.bmp,1,532
inc,images/incR.bmp,1,596
neu,images/neuL.bmp,1,492
null,images/fix.bmp,,
con,images/conL.bmp,1,595
neu,images/neuR.bmp,1,595
null,images/fix.bmp,,
neu,images/neuR.bmp,1,723
inc,images/incR.bmp,1,643
neu,images/neuR.bmp,1,612
con,images/conL.bmp,1,548
con,images/conL.bmp,1,572
inc,images/incR.bmp,1,604
con,images/conR.bmp,1,516
null,images/fix.bmp,,
neu,images/neuR.bmp,1,555
null,images/fix.bmp,,
neu,images/neuR.bmp,1,523
null,images/fix.bmp,,
inc,images/incL.bmp,0,444
neu,images/neuR.bmp,1,628
inc,images/incR.bmp,1,1004
con,images/conL.bmp,1,604
neu,images/neuR.bmp,1,772
inc,images/incL.bmp,1,651
null,images/fix.bmp,,
inc,images/incL.bmp,1,691
inc,images/incR.bmp,1,747
inc,images/incL.bmp,1,755
null,images/fix.bmp,,
inc,images/incL.bmp,1,700
inc,images/incL.bmp,1,780
con,images/conR.bmp,1,580
null,images/fix.bmp,,
neu,images/neuR.bmp,1,723
null,images/fix.bmp,,
con,images/conL.bmp,1,548
null,images/fix.bmp,,
inc,images/incL.bmp,1,628
null,images/fix.bmp,,
neu,images/neuL.bmp,1,1035
neu,images/neuL.bmp,1,531
neu,images/neuL.bmp,1,523
neu,images/neuL.bmp,1,516
neu,images/neuR.bmp,1,596
inc,images/incR.bmp,1,820
inc,images/incR.bmp,1,628
inc,images/incL.bmp,1,564
inc,images/incL.bmp,1,612
neu,images/neuR.bmp,1,1099
con,images/conR.bmp,1,491
neu,images/neuR.bmp,1,515
con,images/conR.bmp,1,467
null,images/fix.bmp,,
inc,images/incR.bmp,1,660
con,images/conR.bmp,1,964
null,images/fix.bmp,,
neu,images/neuL.bmp,0,0
neu,images/neuR.bmp,1,572
null,images/fix.bmp,,
con,images/conL.bmp,1,579
con,images/conL.bmp,1,563
inc,images/incL.bmp,1,611
null,images/fix.bmp,,
inc,images/incR.bmp,1,644
con,images/conR.bmp,1,748
null,images/fix.bmp,,
inc,images/incR.bmp,1,659
null,images/fix.bmp,,
con,images/conR.bmp,1,803
con,images/conR.bmp,1,683
con,images/conL.bmp,1,644
neu,images/neuL.bmp,1,564
null,images/fix.bmp,,
inc,images/incR.bmp,1,1292
neu,images/neuL.bmp,1,572
neu,images/neuR.bmp,1,540
inc,images/incR.bmp,1,875
neu,images/neuL.bmp,0,1131
inc,images/incR.bmp,1,787
null,images/fix.bmp,,
con,images/conL.bmp,0,0
con,images/conR.bmp,0,0
null,images/fix.bmp,,
neu,images/neuL.bmp,1,500
inc,images/incR.bmp,1,620
neu,images/neuR.bmp,1,564
null,images/fix.bmp,,
inc,images/incR.bmp,1,659
null,images/fix.bmp,,
neu,images/neuR.bmp,1,643
null,images/fix.bmp,,
con,images/conL.bmp,1,580
inc,images/incL.bmp,1,604
neu,images/neuL.bmp,1,468
con,images/conR.bmp,1,564
null,images/fix.bmp,,
inc,images/incR.bmp,1,619
con,images/conL.bmp,1,555
null,images/fix.bmp,,
con,images/conR.bmp,1,1516
null,images/fix.bmp,,
neu,images/neuR.bmp,1,596
null,images/fix.bmp,,
inc,images/incL.bmp,1,604
null,images/fix.bmp,,
con,images/conR.bmp,0,0
null,images/fix.bmp,,
inc,images/incL.bmp,1,603
con,images/conL.bmp,1,515
neu,images/neuL.bmp,1,516
inc,images/incR.bmp,1,628
neu,images/neuL.bmp,1,564
inc,images/incL.bmp,1,684
null,images/fix.bmp,,
con,images/conR.bmp,1,707
con,images/conR.bmp,1,715
con,images/conL.bmp,1,459
neu,images/neuR.bmp,1,635
con,images/conL.bmp,1,539
null,images/fix.bmp,,
inc,images/incL.bmp,1,596
con,images/conR.bmp,0,1140
inc,images/incR.bmp,1,612
con,images/conL.bmp,1,524
null,images/fix.bmp,,
inc,images/incL.bmp,1,611
neu,images/neuR.bmp,1,547
null,images/fix.bmp,,
neu,images/neuL.bmp,0,0
null,images/fix.bmp,,
inc,images/incL.bmp,1,572
neu,images/neuR.bmp,1,540
con,images/conR.bmp,1,916
null,images/fix.bmp,,
con,images/conL.bmp,1,563
neu,images/neuL.bmp,1,555
inc,images/incR.bmp,1,667
null,images/fix.bmp,,
con,images/conR.bmp,1,724
null,images/fix.bmp,,
con,images/conL.bmp,1,1148
con,images/conR.bmp,0,0
null,images/fix.bmp,,
con,images/conL.bmp,1,579
neu,images/neuL.bmp,1,579
neu,images/neuL.bmp,1,491
inc,images/incL.bmp,1,571
null,images/fix.bmp,,
neu,images/neuL.bmp,1,1555
null,images/fix.bmp,,
,,,
,,,
