trial_type	correct	response_time
neu	1	0.697
inc	1	0.649
con	1	0.584
inc	1	0.624
inc	1	0.648
neu	1	0.584
con	1	0.625
con	1	0.617
neu	1	0.689
con	1	0.552
inc	1	0.656
neu	1	0.512
con	1	0.536
neu	1	0.696
neu	1	0.649
inc	1	0.625
neu	1	0.464
con	1	0.552
con	1	0.584
inc	1	0.552
con	1	0.536
neu	1	0.521
neu	1	0.52
inc	1	0.648
neu	1	0.616
inc	1	0.736
con	1	0.592
neu	1	0.544
inc	1	0.568
inc	1	0.64
inc	1	0.504
inc	1	0.559
inc	1	0.68
inc	1	0.568
con	1	0.512
neu	1	0.655
con	1	0.56
inc	1	0.808
neu	1	0.583
neu	1	0.711
neu	1	0.567
neu	1	0.528
neu	1	0.608
inc	1	0.768
inc	1	0.56
inc	1	0.728
inc	1	0.68
neu	1	0.551
con	1	0.583
neu	1	0.615
con	1	0.591
inc	1	0.704
con	1	0.584
neu	1	0.6
neu	1	0.623
con	1	0.655
con	0	1.232
inc	1	0.656
inc	1	0.712
con	1	0.624
inc	1	0.663
con	1	0.64
con	1	0.656
con	1	0.56
neu	1	0.552
inc	1	0.791
neu	1	0.519
neu	1	0.511
inc	1	0.663
neu	1	0.56
inc	1	0.56
con	1	1.392
con	1	0.624
neu	1	0.575
inc	1	1.015
neu	1	0.575
inc	1	0.608
neu	1	0.528
con	1	0.575
inc	1	0.807
neu	1	0.551
con	1	0.6
inc	1	0.704
con	1	0.552
con	1	0.551
neu	1	0.607
inc	1	0.584
con	1	0.648
inc	1	0.639
con	1	0.703
neu	1	0.583
inc	1	0.639
neu	1	0.528
inc	1	0.576
con	1	0.552
con	1	0.632
con	1	0.616
neu	1	0.583
con	1	0.631
inc	1	0.728
con	0	0.952
inc	1	0.672
con	1	0.624
inc	1	0.631
neu	1	0.567
neu	1	0.544
inc	1	0.6
neu	1	0.576
con	1	0.616
con	1	0.583
neu	1	0.639
inc	1	0.679
con	1	0.712
con	1	0.544
con	1	0.519
con	1	0.519
neu	1	0.623
neu	1	0.48
inc	1	0.664
neu	1	0.552
