trial_type	correct	response_time
neu	1	0.822
inc	1	0.806
con	1	0.646
inc	1	0.654
inc	1	0.598
neu	1	0.63
con	1	0.551
con	1	0.615
neu	1	0.526
con	1	0.518
inc	1	0.55
neu	1	0.462
con	1	0.63
neu	1	0.55
neu	1	0.662
inc	1	0.703
neu	1	0.551
con	1	0.527
con	1	0.614
inc	1	0.598
con	1	0.542
neu	1	0.614
neu	1	0.606
inc	1	0.623
neu	1	0.575
inc	1	0.51
con	1	0.566
neu	1	0.558
inc	1	0.606
inc	1	0.638
inc	1	0.59
inc	1	0.574
inc	1	0.631
inc	1	0.59
con	1	0.582
neu	1	0.614
con	1	0.702
inc	1	0.903
neu	1	0.59
neu	1	0.558
neu	1	0.534
neu	1	0.55
neu	1	0.534
inc	1	0.614
inc	1	0.646
inc	1	0.598
inc	1	0.614
neu	1	0.558
con	1	0.566
neu	1	0.517
con	1	0.445
inc	1	0.981
con	1	0.542
neu	1	0.63
neu	1	0.662
con	1	0.83
con	1	0.541
inc	1	0.541
inc	1	0.733
con	1	0.646
inc	1	0.614
con	1	0.645
con	1	0.493
con	1	0.789
neu	1	0.605
inc	1	0.637
neu	1	0.638
neu	1	0.502
inc	1	0.558
neu	1	0.55
inc	1	0.662
con	1	0.597
con	1	0.565
neu	1	0.597
inc	1	0.653
neu	1	0.557
inc	1	0.766
neu	1	0.67
con	1	0.669
inc	1	0.637
neu	1	0.541
con	1	0.485
inc	1	0.614
con	1	0.582
con	1	0.646
neu	1	0.597
inc	1	0.645
con	1	0.574
inc	1	0.678
con	1	0.598
neu	1	0.622
inc	1	0.606
neu	1	0.614
inc	1	0.597
con	1	0.493
con	1	0.557
con	1	0.509
neu	1	0.446
con	1	0.55
inc	1	0.782
con	1	0.645
inc	1	0.669
con	1	0.621
inc	1	0.701
neu	1	0.565
neu	1	0.622
inc	1	0.622
neu	1	0.502
con	1	0.59
con	1	0.645
neu	1	0.605
inc	1	0.613
con	1	0.662
con	1	0.646
con	1	0.782
con	1	0.573
neu	1	0.613
neu	1	0.589
inc	1	0.645
neu	1	0.678
