trial_type	correct	response_time
neu	1	0.644
inc	1	0.671
con	1	0.631
inc	1	0.615
inc	1	0.599
neu	1	0.615
con	1	0.511
con	1	0.584
neu	1	0.616
con	1	0.584
inc	1	0.68
neu	1	0.592
con	1	0.568
neu	1	0.608
neu	1	0.576
inc	1	0.784
neu	1	0.704
con	1	0.536
con	1	0.68
inc	1	0.584
con	1	0.6
neu	1	0.632
neu	1	0.616
inc	1	0.736
neu	1	0.968
inc	1	0.888
con	1	0.648
neu	1	0.6
inc	1	0.68
inc	1	0.704
inc	1	0.688
inc	1	0.705
inc	1	0.705
inc	1	0.777
con	1	0.641
neu	1	0.833
con	1	0.665
inc	0	0.986
neu	1	0.61
neu	1	0.914
neu	1	0.585
neu	1	0.562
neu	1	0.633
inc	1	0.641
inc	1	0.625
inc	1	0.738
inc	1	0.642
neu	1	0.841
con	1	0.729
neu	1	0.618
con	1	0.506
inc	1	0.674
con	1	0.546
neu	1	0.586
neu	1	0.594
con	1	0.706
con	1	0.61
inc	0	0.954
inc	1	0.739
con	1	0.739
inc	1	0.683
con	1	0.707
con	1	0.483
con	1	0.651
neu	1	0.659
inc	1	0.659
neu	1	0.627
neu	1	0.547
inc	1	0.907
neu	1	0.667
inc	1	0.747
con	1	0.595
con	1	0.787
neu	1	0.699
inc	1	0.747
neu	1	0.715
inc	1	0.819
neu	1	0.507
con	1	0.756
inc	0	1.036
neu	1	0.724
con	1	1.34
inc	1	0.74
con	1	0.66
con	1	0.828
neu	1	0.516
inc	0	1.044
con	1	0.717
inc	1	0.821
con	1	0.805
neu	1	0.757
inc	1	0.725
neu	1	0.701
inc	1	0.749
con	1	0.684
con	1	0.564
con	1	0.668
neu	1	0.564
con	1	0.644
inc	0	0.0
con	1	0.877
inc	1	0.653
con	1	0.677
inc	0	0.877
neu	1	1.269
neu	1	0.637
inc	1	1.213
neu	1	0.646
con	1	0.56
con	1	0.72
neu	1	0.616
inc	1	0.718
con	1	0.574
con	1	0.702
con	1	0.625
con	1	0.694
neu	1	0.71
neu	1	0.647
inc	0	1.118
neu	1	0.593
