trial_type	correct	response_time
neu	1	1.052
inc	0	0.652
con	1	0.548
inc	0	0.371
inc	0	0.539
neu	1	0.779
con	1	0.531
con	1	0.531
neu	1	0.627
con	1	0.628
inc	0	0.404
neu	1	0.627
con	0	0.347
neu	1	0.627
neu	1	0.939
inc	1	0.715
neu	1	0.644
con	1	0.884
con	1	0.515
inc	0	0.787
con	1	0.555
neu	0	0.0
neu	1	0.684
inc	0	0.419
neu	1	0.787
inc	0	0.931
con	1	0.507
neu	1	0.643
inc	0	0.883
inc	0	0.579
inc	0	0.684
inc	0	0.58
inc	0	1.315
inc	0	0.803
con	1	0.619
neu	1	0.764
con	1	0.595
inc	0	0.963
neu	1	0.644
neu	1	0.523
neu	1	0.499
neu	1	0.603
neu	1	0.627
inc	0	1.923
inc	0	0.739
inc	0	1.507
inc	0	0.611
neu	1	0.612
con	1	0.476
neu	1	0.515
con	1	0.419
inc	0	0.819
con	1	0.603
neu	1	0.612
neu	1	0.788
con	1	0.675
con	1	0.691
inc	0	1.179
inc	1	0.475
con	1	0.763
inc	0	0.964
con	1	0.523
con	1	0.539
con	1	0.723
neu	1	0.659
inc	1	0.364
neu	1	0.531
neu	1	0.707
inc	0	1.587
neu	1	1.011
inc	0	1.147
con	1	0.891
con	1	1.131
neu	1	0.868
inc	0	1.075
neu	1	0.795
inc	0	1.283
neu	1	0.651
con	1	0.924
inc	0	0.987
neu	1	1.251
con	1	0.875
inc	0	0.979
con	1	0.619
con	0	0.38
neu	1	0.739
inc	0	0.947
con	1	0.667
inc	0	0.676
con	1	0.7
neu	1	0.595
inc	0	0.931
neu	1	0.507
inc	0	0.827
con	1	0.435
con	1	0.587
con	1	0.7
neu	1	0.804
con	1	0.892
inc	0	0.907
con	1	0.635
inc	0	1.419
con	1	0.643
inc	0	0.916
neu	1	0.699
neu	1	0.867
inc	0	1.155
neu	1	0.723
con	1	0.563
con	1	0.914
neu	1	1.09
inc	0	1.178
con	1	0.899
con	1	1.211
con	1	0.667
con	1	0.458
neu	1	1.058
neu	1	0.578
inc	0	0.53
neu	1	0.747
