trial_type	correct	response_time
neu	1	0.549
inc	1	0.814
con	1	0.478
inc	1	0.534
inc	1	0.59
neu	1	0.437
con	1	0.493
con	1	0.469
neu	1	0.581
con	1	0.422
inc	0	0.406
neu	1	0.478
con	1	0.43
neu	1	0.541
neu	1	0.493
inc	1	0.709
neu	1	0.429
con	1	0.549
con	1	0.398
inc	1	0.55
con	1	0.438
neu	1	0.437
neu	1	0.421
inc	1	0.565
neu	1	0.558
inc	1	0.542
con	1	0.534
neu	1	0.398
inc	0	0.462
inc	1	0.549
inc	1	0.581
inc	1	0.541
inc	1	0.558
inc	1	0.798
con	1	0.614
neu	1	0.485
con	1	0.541
inc	1	0.582
neu	1	0.469
neu	1	0.477
neu	1	0.437
neu	1	0.445
neu	1	0.557
inc	0	0.373
inc	1	0.566
inc	1	0.55
inc	1	0.534
neu	1	0.47
con	1	0.445
neu	1	0.413
con	1	0.413
inc	1	0.565
con	1	0.493
neu	1	0.574
neu	1	0.454
con	1	0.501
con	1	0.445
inc	1	0.549
inc	1	0.582
con	1	0.494
inc	1	0.598
con	1	0.589
con	1	0.421
con	1	0.621
neu	1	0.421
inc	1	0.582
neu	1	0.646
neu	1	0.47
inc	1	0.566
neu	1	0.493
inc	1	0.541
con	1	0.525
con	1	0.493
neu	1	0.494
inc	1	0.486
neu	1	0.598
inc	1	0.549
neu	1	0.429
con	1	0.589
inc	1	1.054
neu	1	0.534
con	1	0.486
inc	1	0.805
con	1	0.581
con	1	0.469
neu	1	0.51
inc	0	0.494
con	1	0.493
inc	1	0.621
con	1	0.485
neu	1	0.501
inc	1	0.813
neu	1	0.598
inc	1	0.662
con	1	0.502
con	1	0.55
con	1	0.557
neu	1	0.485
con	0	0.549
inc	1	0.758
con	1	0.718
inc	1	0.742
con	1	0.614
inc	1	0.701
neu	1	0.621
neu	1	0.493
inc	0	0.533
neu	1	0.637
con	1	0.557
con	1	0.508
neu	1	0.588
inc	0	0.469
con	1	0.461
con	1	0.557
con	1	0.541
con	1	0.54
neu	1	0.564
neu	1	0.532
inc	1	0.645
neu	1	0.485
