trial_type	correct	response_time
neu	1	0.439
inc	1	0.576
con	1	0.44
inc	1	0.512
inc	1	0.568
neu	1	0.431
con	1	0.495
con	1	0.455
neu	1	0.543
con	1	0.391
inc	1	0.616
neu	1	0.432
con	1	0.472
neu	1	0.503
neu	1	0.423
inc	1	0.607
neu	1	0.519
con	1	0.471
con	1	0.456
inc	1	0.568
con	1	0.448
neu	1	0.439
neu	1	0.399
inc	1	0.567
neu	1	0.464
inc	1	0.616
con	1	0.368
neu	1	0.464
inc	1	0.576
inc	1	0.527
inc	1	0.623
inc	1	0.471
inc	1	0.528
inc	1	0.488
con	1	0.6
neu	1	0.511
con	1	0.407
inc	1	0.567
neu	1	0.406
neu	1	0.422
neu	1	0.455
neu	1	0.447
neu	1	0.463
inc	1	0.791
inc	1	0.679
inc	1	0.495
inc	1	0.511
neu	1	0.495
con	1	0.455
neu	1	0.494
con	1	0.454
inc	0	0.375
con	1	0.543
neu	1	0.487
neu	1	0.543
con	1	0.406
con	1	0.502
inc	1	0.647
inc	1	0.591
con	1	0.479
inc	1	0.599
con	1	0.455
con	1	0.471
con	1	0.447
neu	1	0.511
inc	1	0.607
neu	1	0.471
neu	1	0.479
inc	1	0.607
neu	1	0.486
inc	1	0.566
con	1	0.479
con	1	0.431
neu	1	0.447
inc	1	0.607
neu	1	0.503
inc	1	0.575
neu	1	0.478
con	1	0.535
inc	1	0.591
neu	1	0.471
con	1	0.455
inc	1	0.551
con	1	0.486
con	1	0.495
neu	1	0.599
inc	1	0.623
con	1	0.494
inc	1	0.599
con	1	0.495
neu	1	0.431
inc	0	0.471
neu	1	0.495
inc	1	0.479
con	1	0.423
con	1	0.439
con	1	0.494
neu	1	0.502
con	1	0.471
inc	1	0.511
con	1	0.495
inc	1	0.623
con	1	0.471
inc	1	0.558
neu	1	0.47
neu	1	0.439
inc	1	0.639
neu	1	0.535
con	1	0.463
con	1	0.486
neu	1	0.494
inc	0	0.487
con	1	0.487
con	1	0.519
con	1	0.455
con	1	0.486
neu	1	0.534
neu	1	0.446
inc	1	0.679
neu	1	0.479
