trial_type	correct	response_time
neu	1	0.683
inc	1	0.707
con	1	0.628
inc	1	0.676
inc	1	0.62
neu	1	0.604
con	1	0.492
con	1	0.54
neu	1	0.547
con	1	0.523
inc	1	0.708
neu	1	0.5
con	1	0.46
neu	1	0.508
neu	1	0.564
inc	1	0.715
neu	1	0.523
con	1	0.524
con	1	0.5
inc	1	0.652
con	1	0.46
neu	1	0.564
neu	1	0.419
inc	1	0.628
neu	1	0.604
inc	1	0.716
con	1	0.484
neu	1	0.54
inc	1	0.66
inc	1	0.683
inc	1	0.739
inc	1	0.652
inc	1	0.652
inc	1	0.548
con	1	0.724
neu	1	0.603
con	1	0.596
inc	1	0.788
neu	1	0.564
neu	1	0.484
neu	1	0.42
neu	1	0.412
neu	0	0.428
inc	1	0.636
inc	1	0.476
inc	1	0.652
inc	1	0.715
neu	1	0.523
con	1	0.508
neu	0	0.0
con	1	0.532
inc	1	0.772
con	1	0.492
neu	1	0.555
neu	1	0.611
con	1	0.587
con	1	0.515
inc	1	0.771
inc	1	0.804
con	0	0.0
inc	1	0.803
con	1	0.683
con	1	0.587
con	1	0.74
neu	1	0.587
inc	1	1.019
neu	1	0.595
neu	1	0.835
inc	1	0.691
neu	1	0.587
inc	1	0.675
con	1	0.756
con	1	0.659
neu	1	0.515
inc	1	0.627
neu	1	0.587
inc	1	0.715
neu	1	0.483
con	1	0.563
inc	1	1.467
neu	1	0.723
con	1	0.731
inc	1	0.731
con	1	0.596
con	1	0.563
neu	1	0.491
inc	1	0.819
con	1	0.723
inc	1	0.587
con	1	0.531
neu	1	0.451
inc	0	0.467
neu	1	0.579
inc	1	0.683
con	1	0.612
con	1	0.46
con	1	0.547
neu	1	0.467
con	0	0.0
inc	1	0.715
con	1	0.579
inc	1	0.716
con	1	0.563
inc	1	0.707
neu	1	0.507
neu	1	0.547
inc	1	0.667
neu	1	0.588
con	1	0.468
con	1	0.755
neu	1	0.507
inc	1	0.747
con	1	0.692
con	1	0.579
con	1	0.619
con	1	0.563
neu	1	0.603
neu	1	0.667
inc	1	0.723
neu	1	0.596
