trial_type	correct	response_time
neu	1	0.505
inc	1	0.569
con	1	0.441
inc	1	0.457
inc	0	0.409
neu	1	0.544
con	1	0.488
con	1	0.496
neu	1	0.497
con	1	0.401
inc	1	0.489
neu	1	0.465
con	1	0.497
neu	1	0.48
neu	1	0.56
inc	1	0.552
neu	1	0.496
con	1	0.505
con	1	0.441
inc	1	0.433
con	1	0.465
neu	1	0.496
neu	1	0.512
inc	1	0.537
neu	0	0.473
inc	1	0.569
con	1	0.521
neu	1	0.505
inc	1	0.505
inc	1	0.528
inc	1	0.56
inc	1	0.504
inc	1	0.488
inc	1	0.504
con	1	0.528
neu	1	0.488
con	1	0.472
inc	1	0.456
neu	1	0.624
neu	1	0.456
neu	1	0.376
neu	1	0.528
neu	1	0.464
inc	1	0.648
inc	1	0.488
inc	1	0.624
inc	1	0.472
neu	1	0.56
con	1	0.416
neu	1	0.455
con	1	0.376
inc	1	0.496
con	1	0.424
neu	1	0.488
neu	1	0.568
con	0	0.664
con	1	0.576
inc	1	0.552
inc	1	0.56
con	1	0.472
inc	1	0.536
con	1	0.52
con	1	0.536
con	1	0.808
neu	1	0.48
inc	1	0.576
neu	1	0.56
neu	1	0.44
inc	1	0.496
neu	1	0.503
inc	1	0.472
con	1	0.504
con	1	0.464
neu	1	0.496
inc	1	0.472
neu	1	0.416
inc	1	0.496
neu	1	0.416
con	1	0.472
inc	1	0.496
neu	1	0.432
con	1	0.512
inc	1	0.471
con	1	0.583
con	1	0.472
neu	1	0.456
inc	1	0.512
con	1	0.447
inc	1	0.632
con	1	0.472
neu	1	0.416
inc	1	0.688
neu	1	0.504
inc	1	0.52
con	1	0.496
con	1	0.447
con	1	0.463
neu	1	0.448
con	1	0.472
inc	1	0.584
con	1	0.448
inc	1	0.544
con	1	0.64
inc	1	0.575
neu	1	0.52
neu	1	0.576
inc	1	0.536
neu	1	0.504
con	1	0.472
con	1	0.527
neu	1	0.488
inc	1	0.528
con	1	0.472
con	1	0.608
con	1	0.52
con	1	0.575
neu	1	0.656
neu	1	0.512
inc	1	0.584
neu	1	0.528
