trial_type	correct	response_time
neu	1	0.66
inc	1	0.596
con	1	0.531
inc	1	0.619
inc	1	0.596
neu	1	0.62
con	1	0.62
con	1	0.58
neu	1	0.54
con	1	0.515
inc	1	0.595
neu	1	0.508
con	1	0.572
neu	1	0.508
neu	1	0.572
inc	1	0.612
neu	1	0.452
con	1	0.571
con	1	0.532
inc	1	0.524
con	1	0.468
neu	1	0.596
neu	1	0.524
inc	1	0.628
neu	1	0.476
inc	1	0.644
con	1	0.548
neu	1	0.524
inc	1	0.564
inc	1	0.62
inc	1	0.58
inc	1	0.619
inc	1	0.604
inc	1	0.636
con	1	0.604
neu	1	0.587
con	1	0.668
inc	1	0.684
neu	1	0.635
neu	1	0.604
neu	1	0.516
neu	1	0.572
neu	1	0.548
inc	1	0.676
inc	1	0.612
inc	1	0.62
inc	1	0.612
neu	1	0.595
con	1	0.475
neu	1	0.555
con	1	0.548
inc	1	0.708
con	1	0.5
neu	1	0.588
neu	1	0.579
con	1	0.627
con	1	0.611
inc	1	0.579
inc	1	0.684
con	1	0.556
inc	1	0.635
con	1	0.651
con	1	0.555
con	1	0.555
neu	1	0.564
inc	1	0.803
neu	1	0.587
neu	1	0.579
inc	1	0.563
neu	1	0.587
inc	1	0.635
con	1	0.627
con	1	0.548
neu	1	0.667
inc	1	0.627
neu	1	0.571
inc	1	0.635
neu	1	0.555
con	1	0.707
inc	1	0.747
neu	1	0.563
con	1	0.571
inc	1	0.635
con	1	0.627
con	1	0.643
neu	1	0.651
inc	1	0.651
con	1	0.596
inc	1	0.627
con	1	0.547
neu	1	0.539
inc	1	0.667
neu	1	0.539
inc	1	0.619
con	1	0.643
con	1	0.54
con	1	0.532
neu	1	0.563
con	1	0.723
inc	1	0.635
con	1	0.667
inc	1	0.603
con	1	0.524
inc	1	0.651
neu	1	0.635
neu	1	0.555
inc	1	0.627
neu	1	0.595
con	1	0.555
con	1	0.731
neu	1	0.563
inc	1	0.603
con	1	0.659
con	1	0.596
con	1	0.62
con	1	0.579
neu	1	0.579
neu	1	0.579
inc	1	0.587
neu	1	0.635
