trial_type	correct	response_time
neu	1	0.532
inc	1	1.116
con	1	0.484
inc	1	0.611
inc	1	0.515
neu	1	0.603
con	1	0.507
con	1	0.531
neu	1	0.467
con	1	0.483
inc	1	0.683
neu	1	0.523
con	1	0.563
neu	1	0.828
neu	1	0.611
inc	1	0.595
neu	1	0.603
con	1	0.483
con	1	0.443
inc	1	0.819
con	1	0.523
neu	1	0.659
neu	1	0.611
inc	1	0.548
neu	1	0.555
inc	1	0.539
con	1	0.587
neu	1	0.523
inc	1	0.483
inc	1	0.963
inc	1	0.555
inc	1	0.499
inc	1	0.715
inc	1	0.491
con	1	0.587
neu	1	0.612
con	1	0.555
inc	1	0.515
neu	1	0.499
neu	1	0.435
neu	1	0.531
neu	1	0.42
neu	1	0.588
inc	1	0.532
inc	1	0.475
inc	1	0.403
inc	1	0.451
neu	0	0.459
con	1	0.491
neu	1	0.467
con	1	0.419
inc	1	0.563
con	1	0.459
neu	1	0.467
neu	1	0.612
con	1	0.547
con	1	0.491
inc	1	0.515
inc	1	0.475
con	1	0.467
inc	1	0.555
con	1	0.499
con	1	0.452
con	0	0.46
neu	1	0.644
inc	1	0.619
neu	1	0.579
neu	1	0.515
inc	1	0.539
neu	1	0.491
inc	1	0.611
con	1	0.499
con	1	0.499
neu	1	0.515
inc	1	0.531
neu	1	0.483
inc	1	0.46
neu	1	0.539
con	1	0.539
inc	1	0.547
neu	1	0.411
con	1	0.507
inc	1	0.499
con	1	0.499
con	1	0.548
neu	1	0.555
inc	1	0.563
con	1	0.587
inc	1	0.523
con	1	0.451
neu	1	0.427
inc	1	0.571
neu	1	0.483
inc	1	0.531
con	1	0.539
con	1	0.491
con	1	0.49
neu	1	0.522
con	1	0.45
inc	1	0.514
con	1	0.874
inc	0	0.491
con	1	0.499
inc	1	0.499
neu	1	0.571
neu	1	0.563
inc	1	0.586
neu	1	0.578
con	1	0.57
con	1	0.538
neu	1	0.45
inc	1	0.602
con	1	0.531
con	1	0.483
con	1	0.539
con	1	0.53
neu	1	0.45
neu	1	0.506
inc	1	0.586
neu	1	0.602
