trial_type	correct	response_time
neu	1	1.654
inc	1	1.645
con	1	0.989
inc	1	1.885
inc	1	1.333
neu	1	1.677
con	1	0.789
con	1	0.821
neu	1	0.933
con	1	1.445
inc	0	1.285
neu	1	0.894
con	1	1.901
neu	1	1.373
neu	1	0.909
inc	1	1.541
neu	1	1.045
con	1	1.261
con	1	0.877
inc	0	0.0
con	1	1.141
neu	1	0.99
neu	1	0.629
inc	0	0.0
neu	1	0.861
inc	0	1.341
con	1	1.437
neu	1	0.781
inc	0	0.845
inc	1	1.781
inc	1	0.861
inc	1	1.022
inc	0	1.413
inc	0	1.597
con	1	1.069
neu	1	0.909
con	1	1.373
inc	0	0.0
neu	1	0.709
neu	1	0.781
neu	1	0.557
neu	1	0.589
neu	1	0.461
inc	1	0.949
inc	1	1.205
inc	1	0.789
inc	1	1.582
neu	0	0.0
con	1	1.285
neu	1	0.597
con	1	0.701
inc	1	1.245
con	1	0.693
neu	1	0.877
neu	1	1.269
con	0	0.0
con	0	0.0
inc	0	0.0
inc	1	1.197
con	1	0.701
inc	1	1.269
con	1	0.933
con	1	0.814
con	1	0.614
neu	1	0.629
inc	1	0.989
neu	1	1.541
neu	1	0.869
inc	1	1.229
neu	1	1.157
inc	1	1.069
con	1	1.533
con	1	1.117
neu	1	1.077
inc	1	0.998
neu	0	0.925
inc	1	0.821
neu	0	0.0
con	1	1.485
inc	0	0.0
neu	1	1.061
con	1	0.869
inc	1	1.381
con	1	0.845
con	1	1.029
neu	1	0.789
inc	0	0.0
con	1	1.085
inc	0	0.0
con	1	1.157
neu	1	1.901
inc	1	0.821
neu	1	1.013
inc	0	1.685
con	1	0.589
con	1	0.653
con	1	0.645
neu	1	0.781
con	1	0.445
inc	0	0.0
con	1	0.949
inc	0	0.0
con	1	1.333
inc	1	0.973
neu	1	0.789
neu	1	0.989
inc	0	1.781
neu	1	0.941
con	1	0.862
con	0	0.0
neu	0	0.0
inc	0	0.0
con	0	0.0
con	0	0.0
con	0	0.0
con	0	0.0
neu	0	0.0
neu	0	0.0
inc	0	0.0
neu	0	0.0
