trial_type	correct	response_time
neu	1	0.541
inc	1	0.749
con	1	0.59
inc	1	0.622
inc	1	0.566
neu	1	0.566
con	1	0.558
con	1	0.47
neu	1	0.574
con	1	0.462
inc	1	0.55
neu	1	0.495
con	1	0.497
neu	1	0.447
neu	1	0.526
inc	0	0.47
neu	1	0.454
con	1	0.494
con	1	0.55
inc	1	0.51
con	1	0.454
neu	1	0.553
neu	1	0.474
inc	1	0.602
neu	1	0.49
inc	1	0.65
con	1	0.498
neu	1	0.474
inc	1	0.602
inc	1	0.609
inc	1	0.593
inc	1	0.546
inc	1	0.618
inc	1	0.73
con	1	0.49
neu	1	0.53
con	1	0.595
inc	1	0.667
neu	1	0.547
neu	1	0.619
neu	1	0.514
neu	1	0.515
neu	1	0.434
inc	1	0.603
inc	1	0.579
inc	1	0.611
inc	1	0.571
neu	1	0.427
con	1	0.547
neu	1	0.523
con	1	0.491
inc	1	0.643
con	1	0.531
neu	1	0.54
neu	1	0.588
con	1	0.588
con	1	0.612
inc	1	0.62
inc	1	0.571
con	1	0.483
inc	1	0.596
con	1	0.548
con	1	0.548
con	1	0.564
neu	1	0.644
inc	1	0.588
neu	1	0.548
neu	1	0.476
inc	1	0.557
neu	1	0.541
inc	1	0.573
con	1	0.669
con	1	0.485
neu	1	0.517
inc	1	0.54
neu	1	0.476
inc	1	0.716
neu	1	0.493
con	1	0.533
inc	1	0.685
neu	1	0.485
con	1	0.493
inc	1	0.549
con	1	0.534
con	1	0.574
neu	1	0.47
inc	1	0.662
con	1	0.501
inc	1	0.63
con	1	0.734
neu	1	0.718
inc	1	0.982
neu	1	0.59
inc	1	0.646
con	1	0.534
con	1	0.542
con	1	0.518
neu	1	0.454
con	1	0.55
inc	1	0.639
con	1	0.502
inc	1	0.63
con	1	0.518
inc	1	0.598
neu	1	0.55
neu	1	0.478
inc	1	0.631
neu	1	0.487
con	1	0.615
con	1	0.559
neu	1	0.519
inc	1	0.527
con	1	0.688
con	1	0.536
con	1	0.48
con	1	0.575
neu	1	0.623
neu	1	0.551
inc	1	0.695
neu	1	0.543
