trial_type	correct	response_time
neu	1	0.55
inc	1	0.638
con	1	0.654
inc	0	0.798
inc	1	0.533
neu	1	0.558
con	1	0.622
con	0	0.398
neu	1	0.422
con	1	0.334
inc	1	0.398
neu	1	0.382
con	1	0.646
neu	1	0.422
neu	0	0.375
inc	0	0.489
neu	1	0.383
con	1	0.479
con	1	0.53
inc	1	0.49
con	1	0.41
neu	1	1.121
neu	1	0.505
inc	1	0.978
neu	1	0.49
inc	0	0.746
con	1	0.594
neu	1	0.474
inc	0	0.482
inc	1	0.282
inc	1	1.066
inc	0	0.842
inc	1	0.555
inc	0	1.235
con	1	1.043
neu	1	0.474
con	1	0.602
inc	1	0.683
neu	1	0.523
neu	1	0.419
neu	1	0.331
neu	1	0.435
neu	1	0.467
inc	0	0.371
inc	1	0.699
inc	1	0.643
inc	0	0.948
neu	1	0.652
con	1	0.843
neu	1	0.475
con	1	0.515
inc	0	0.619
con	1	0.571
neu	1	0.571
neu	1	0.572
con	1	0.356
con	1	0.572
inc	0	0.476
inc	0	0.284
con	1	0.884
inc	0	0.732
con	1	0.572
con	1	0.548
con	1	0.748
neu	1	0.484
inc	0	1.028
neu	1	0.828
neu	1	0.916
inc	1	1.444
neu	1	0.42
inc	1	0.573
con	1	0.493
con	1	0.885
neu	1	0.349
inc	0	0.405
neu	1	0.381
inc	0	0.613
neu	1	1.157
con	1	0.493
inc	1	0.565
neu	1	0.477
con	1	0.413
inc	1	0.621
con	1	0.613
con	0	0.534
neu	1	0.39
inc	0	0.398
con	1	0.509
inc	1	0.757
con	1	0.734
neu	1	0.43
inc	1	1.03
neu	1	0.414
inc	1	0.486
con	1	0.446
con	1	0.478
con	1	0.446
neu	1	0.446
con	1	0.374
inc	1	0.319
con	0	0.383
inc	1	0.399
con	1	0.519
inc	0	0.374
neu	0	0.398
neu	1	0.598
inc	1	0.559
neu	1	0.663
con	1	0.735
con	1	0.455
neu	1	0.463
inc	0	0.615
con	0	0.432
con	1	0.488
con	1	0.568
con	1	0.535
neu	1	0.402
neu	1	0.387
inc	0	0.418
neu	1	0.386
