trial_type	correct	response_time
neu	1	0.588
inc	1	0.604
con	1	0.524
inc	1	0.612
inc	1	0.612
neu	0	0.411
con	1	0.803
con	1	0.492
neu	1	0.444
con	1	0.54
inc	1	0.548
neu	1	0.5
con	1	0.548
neu	1	0.58
neu	1	0.507
inc	1	0.596
neu	1	0.428
con	1	0.508
con	1	0.46
inc	1	0.668
con	1	0.5
neu	1	0.499
neu	1	0.547
inc	1	0.668
neu	1	0.756
inc	1	0.58
con	1	0.564
neu	1	0.436
inc	1	0.62
inc	1	0.667
inc	1	0.587
inc	1	0.651
inc	1	0.724
inc	1	0.636
con	1	0.508
neu	1	0.563
con	1	0.628
inc	1	0.676
neu	1	0.683
neu	1	0.603
neu	1	0.563
neu	1	0.508
neu	1	0.86
inc	1	0.66
inc	1	0.572
inc	1	0.613
inc	1	0.7
neu	1	0.492
con	1	0.636
neu	1	0.476
con	1	0.475
inc	1	0.572
con	1	0.508
neu	1	0.62
neu	1	0.556
con	1	0.587
con	1	0.683
inc	1	0.691
inc	1	0.58
con	1	0.476
inc	1	0.612
con	1	0.635
con	1	0.499
con	1	0.555
neu	1	0.587
inc	1	0.587
neu	1	0.603
neu	1	0.587
inc	1	0.611
neu	1	0.54
inc	1	0.587
con	1	0.563
con	1	0.619
neu	1	0.611
inc	1	0.611
neu	1	0.515
inc	1	0.667
neu	1	0.539
con	1	0.619
inc	1	0.731
neu	1	0.563
con	1	0.507
inc	1	0.612
con	1	0.491
con	1	0.459
neu	1	0.571
inc	1	0.683
con	1	0.532
inc	1	0.643
con	1	0.547
neu	1	0.579
inc	1	0.619
neu	1	0.595
inc	1	0.659
con	1	0.515
con	1	0.571
con	1	0.628
neu	1	0.467
con	1	0.507
inc	1	0.731
con	1	0.467
inc	1	0.579
con	1	0.555
inc	1	0.635
neu	1	0.523
neu	1	0.539
inc	1	0.659
neu	1	0.579
con	1	0.595
con	1	0.66
neu	1	0.595
inc	1	0.643
con	1	0.587
con	1	0.571
con	1	0.531
con	1	0.58
neu	1	0.524
neu	1	0.555
inc	1	0.891
neu	1	0.835
