trial_type	correct	response_time
neu	1	0.488
inc	0	0.568
con	1	0.432
inc	1	0.632
inc	0	0.44
neu	1	0.56
con	1	0.528
con	1	0.704
neu	1	0.576
con	1	0.44
inc	1	0.536
neu	1	0.409
con	1	0.505
neu	1	0.545
neu	1	0.6
inc	1	0.624
neu	1	0.456
con	1	0.464
con	1	0.504
inc	1	0.576
con	1	0.472
neu	1	0.56
neu	1	0.44
inc	1	0.489
neu	1	0.513
inc	1	0.489
con	1	0.537
neu	1	0.472
inc	1	0.552
inc	1	0.456
inc	1	0.448
inc	1	0.592
inc	1	0.576
inc	1	0.576
con	1	0.584
neu	1	0.568
con	1	0.601
inc	1	0.656
neu	1	0.608
neu	1	0.528
neu	1	0.536
neu	1	0.488
neu	1	0.408
inc	1	0.592
inc	1	0.528
inc	1	0.536
inc	1	0.608
neu	1	0.36
con	1	0.4
neu	1	0.512
con	1	0.384
inc	1	0.592
con	1	0.471
neu	1	0.471
neu	1	0.543
con	1	0.559
con	1	0.576
inc	1	0.608
inc	1	0.544
con	1	0.632
inc	1	0.528
con	1	0.519
con	1	0.663
con	1	0.567
neu	1	0.479
inc	1	0.551
neu	1	0.575
neu	1	0.479
inc	1	0.479
neu	1	0.448
inc	1	0.456
con	1	0.552
con	1	0.472
neu	1	0.536
inc	1	0.496
neu	1	0.512
inc	1	0.511
neu	1	0.463
con	1	0.599
inc	1	0.743
neu	1	0.487
con	1	0.488
inc	1	0.792
con	1	0.592
con	1	0.512
neu	1	0.488
inc	1	0.647
con	1	0.455
inc	1	0.631
con	1	0.559
neu	1	0.519
inc	1	0.584
neu	1	0.488
inc	1	0.56
con	1	0.432
con	1	0.48
con	1	0.464
neu	1	0.4
con	1	0.408
inc	1	0.559
con	1	0.663
inc	1	0.551
con	1	0.567
inc	1	0.591
neu	1	0.511
neu	1	0.552
inc	1	0.64
neu	1	0.576
con	1	0.44
con	1	0.536
neu	1	0.6
inc	1	0.504
con	1	0.527
con	1	0.463
con	1	0.479
con	1	0.455
neu	1	0.544
neu	1	0.496
inc	0	0.472
neu	1	0.528
