trial_type	correct	response_time
neu	1	0.677
inc	1	0.765
con	1	0.637
inc	1	0.661
inc	1	0.701
neu	1	0.621
con	1	0.629
con	1	0.749
neu	1	0.725
con	1	0.726
inc	1	0.798
neu	1	0.63
con	1	0.693
neu	1	0.693
neu	1	0.717
inc	1	0.805
neu	1	0.573
con	1	0.629
con	1	0.597
inc	1	0.933
con	1	0.901
neu	1	0.654
neu	1	0.902
inc	1	0.918
neu	1	0.67
inc	1	0.854
con	1	0.566
neu	1	0.942
inc	1	0.702
inc	1	0.735
inc	1	0.951
inc	1	0.759
inc	1	0.734
inc	1	0.654
con	1	0.87
neu	1	0.726
con	1	0.511
inc	1	0.735
neu	1	0.551
neu	1	0.535
neu	1	0.583
neu	1	0.463
neu	1	0.615
inc	1	0.783
inc	1	0.792
inc	1	0.736
inc	1	0.712
neu	1	0.88
con	1	0.936
neu	1	1.231
con	1	0.76
inc	1	0.847
con	1	0.663
neu	1	0.735
neu	1	0.72
con	0	0.0
con	1	0.744
inc	1	0.712
inc	1	0.76
con	1	0.856
inc	1	0.736
con	1	0.697
con	1	0.625
con	1	0.817
neu	1	0.593
inc	1	0.705
neu	1	0.561
neu	1	0.736
inc	1	0.76
neu	1	0.584
inc	1	0.704
con	1	0.688
con	1	0.529
neu	1	0.513
inc	1	0.657
neu	1	0.625
inc	1	0.785
neu	1	0.697
con	1	0.649
inc	1	0.922
neu	1	0.77
con	1	0.642
inc	1	0.786
con	1	1.034
con	1	0.706
neu	1	0.741
inc	1	0.761
con	1	0.756
inc	1	0.698
con	1	0.653
neu	1	0.565
inc	1	0.722
neu	1	0.525
inc	1	0.749
con	1	0.653
con	1	0.626
con	1	0.565
neu	1	0.629
con	1	0.597
inc	1	0.846
con	1	0.606
inc	1	0.798
con	1	0.558
inc	1	0.702
neu	1	0.638
neu	1	0.541
inc	1	0.693
neu	1	0.477
con	1	0.685
con	1	0.67
neu	1	0.71
inc	1	0.766
con	1	1.134
con	1	0.614
con	1	0.702
con	1	0.758
neu	1	0.551
neu	1	0.511
inc	1	0.791
neu	1	0.575
