trial_type	correct	response_time
neu	1	0.726
inc	1	0.75
con	1	0.655
inc	1	0.639
inc	1	0.679
neu	0	0.375
con	1	0.639
con	1	0.655
neu	1	0.615
con	1	0.551
inc	0	0.679
neu	1	0.735
con	1	0.735
neu	1	0.567
neu	1	0.687
inc	1	0.679
neu	1	0.519
con	1	0.559
con	1	0.711
inc	1	0.679
con	1	0.623
neu	1	0.542
neu	1	0.559
inc	1	0.719
neu	1	0.671
inc	1	0.743
con	1	0.519
neu	1	0.495
inc	1	0.727
inc	1	0.711
inc	1	0.655
inc	1	0.647
inc	1	0.711
inc	1	0.743
con	1	0.823
neu	1	0.583
con	1	0.567
inc	1	0.735
neu	1	0.543
neu	1	0.543
neu	1	0.487
neu	1	0.583
neu	1	0.631
inc	1	0.671
inc	1	0.655
inc	1	0.775
inc	1	0.639
neu	1	0.534
con	1	0.567
neu	1	0.559
con	1	0.511
inc	1	0.719
con	1	0.599
neu	1	0.703
neu	1	0.559
con	1	0.671
con	1	0.678
inc	1	0.735
inc	1	0.719
con	1	0.567
inc	1	0.623
con	1	0.623
con	1	0.607
con	1	0.582
neu	1	0.671
inc	1	0.647
neu	1	0.647
neu	1	0.519
inc	1	0.631
neu	1	0.783
inc	1	0.511
con	1	0.607
con	1	0.519
neu	1	0.551
inc	1	0.71
neu	1	0.534
inc	1	0.703
neu	1	0.527
con	1	0.551
inc	1	0.775
neu	1	0.631
con	1	0.687
inc	1	0.67
con	1	0.655
con	1	0.599
neu	1	0.623
inc	1	0.815
con	1	0.607
inc	1	0.862
con	1	0.775
neu	1	0.631
inc	1	0.639
neu	1	0.711
inc	1	0.687
con	1	0.607
con	1	0.831
con	1	0.591
neu	1	0.575
con	1	0.527
inc	1	0.687
con	1	0.615
inc	1	0.727
con	0	0.0
inc	1	0.687
neu	1	0.639
neu	1	0.623
inc	1	0.719
neu	1	0.527
con	1	0.566
con	1	0.647
neu	1	0.583
inc	1	0.767
con	1	0.623
con	1	0.631
con	1	0.623
con	1	0.566
neu	1	0.614
neu	1	0.758
inc	0	0.43
neu	1	0.574
