condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,626
inc,images/incR.bmp,1,770
con,images/conR.bmp,1,570
inc,images/incL.bmp,1,762
inc,images/incL.bmp,1,633
null,images/fix.bmp,,
neu,images/neuL.bmp,1,577
con,images/conL.bmp,1,585
con,images/conR.bmp,1,633
neu,images/neuR.bmp,1,457
con,images/conL.bmp,1,497
inc,images/incR.bmp,1,690
neu,images/neuL.bmp,1,530
null,images/fix.bmp,,
con,images/conL.bmp,1,674
neu,images/neuR.bmp,1,578
null,images/fix.bmp,,
neu,images/neuR.bmp,1,569
inc,images/incR.bmp,1,705
neu,images/neuR.bmp,1,465
con,images/conL.bmp,1,409
con,images/conL.bmp,1,441
inc,images/incR.bmp,1,753
con,images/conR.bmp,1,561
null,images/fix.bmp,,
neu,images/neuR.bmp,1,642
null,images/fix.bmp,,
neu,images/neuR.bmp,1,618
null,images/fix.bmp,,
inc,images/incL.bmp,1,729
neu,images/neuR.bmp,1,737
inc,images/incR.bmp,1,857
con,images/conL.bmp,1,625
neu,images/neuR.bmp,1,609
inc,images/incL.bmp,1,729
null,images/fix.bmp,,
inc,images/incL.bmp,1,714
inc,images/incR.bmp,1,698
inc,images/incL.bmp,1,618
null,images/fix.bmp,,
inc,images/incL.bmp,1,809
inc,images/incL.bmp,1,697
con,images/conR.bmp,1,617
null,images/fix.bmp,,
neu,images/neuR.bmp,1,689
null,images/fix.bmp,,
con,images/conL.bmp,1,586
null,images/fix.bmp,,
inc,images/incL.bmp,1,882
null,images/fix.bmp,,
neu,images/neuL.bmp,1,569
neu,images/neuL.bmp,1,633
neu,images/neuL.bmp,1,569
neu,images/neuL.bmp,1,505
neu,images/neuR.bmp,1,569
inc,images/incR.bmp,1,657
inc,images/incR.bmp,1,649
inc,images/incL.bmp,1,786
inc,images/incL.bmp,1,866
neu,images/neuR.bmp,1,602
con,images/conR.bmp,1,594
neu,images/neuR.bmp,1,706
con,images/conR.bmp,1,537
null,images/fix.bmp,,
inc,images/incR.bmp,1,689
con,images/conR.bmp,1,569
null,images/fix.bmp,,
neu,images/neuL.bmp,1,585
neu,images/neuR.bmp,1,633
null,images/fix.bmp,,
con,images/conL.bmp,1,810
con,images/conL.bmp,1,418
inc,images/incL.bmp,1,658
null,images/fix.bmp,,
inc,images/incR.bmp,1,305
con,images/conR.bmp,1,745
null,images/fix.bmp,,
inc,images/incR.bmp,1,865
null,images/fix.bmp,,
con,images/conR.bmp,1,578
con,images/conR.bmp,1,514
con,images/conL.bmp,1,594
neu,images/neuL.bmp,1,434
null,images/fix.bmp,,
inc,images/incR.bmp,1,762
neu,images/neuL.bmp,1,609
neu,images/neuR.bmp,1,545
inc,images/incR.bmp,0,529
neu,images/neuL.bmp,1,609
inc,images/incR.bmp,1,665
null,images/fix.bmp,,
con,images/conL.bmp,1,689
con,images/conR.bmp,1,545
null,images/fix.bmp,,
neu,images/neuL.bmp,1,594
inc,images/incR.bmp,1,490
neu,images/neuR.bmp,1,674
null,images/fix.bmp,,
inc,images/incR.bmp,1,818
null,images/fix.bmp,,
neu,images/neuR.bmp,1,641
null,images/fix.bmp,,
con,images/conL.bmp,1,569
inc,images/incL.bmp,1,1337
neu,images/neuL.bmp,1,1273
con,images/conR.bmp,1,746
null,images/fix.bmp,,
inc,images/incR.bmp,1,930
con,images/conL.bmp,1,714
null,images/fix.bmp,,
con,images/conR.bmp,1,633
null,images/fix.bmp,,
neu,images/neuR.bmp,1,617
null,images/fix.bmp,,
inc,images/incL.bmp,1,769
null,images/fix.bmp,,
con,images/conR.bmp,1,706
null,images/fix.bmp,,
inc,images/incL.bmp,1,810
con,images/conL.bmp,1,586
neu,images/neuL.bmp,1,474
inc,images/incR.bmp,1,785
neu,images/neuL.bmp,1,577
inc,images/incL.bmp,1,769
null,images/fix.bmp,,
con,images/conR.bmp,1,681
con,images/conR.bmp,1,681
con,images/conL.bmp,1,577
neu,images/neuR.bmp,1,513
con,images/conL.bmp,1,425
null,images/fix.bmp,,
inc,images/incL.bmp,1,873
con,images/conR.bmp,1,617
inc,images/incR.bmp,1,1752
con,images/conL.bmp,1,520
null,images/fix.bmp,,
inc,images/incL.bmp,1,880
neu,images/neuR.bmp,1,633
null,images/fix.bmp,,
neu,images/neuL.bmp,1,625
null,images/fix.bmp,,
inc,images/incL.bmp,1,1609
neu,images/neuR.bmp,1,777
con,images/conR.bmp,1,665
null,images/fix.bmp,,
con,images/conL.bmp,1,473
neu,images/neuL.bmp,1,616
inc,images/incR.bmp,1,688
null,images/fix.bmp,,
con,images/conR.bmp,1,721
null,images/fix.bmp,,
con,images/conL.bmp,1,593
con,images/conR.bmp,0,337
null,images/fix.bmp,,
con,images/conL.bmp,1,793
neu,images/neuL.bmp,1,617
neu,images/neuL.bmp,1,585
inc,images/incL.bmp,1,865
null,images/fix.bmp,,
neu,images/neuL.bmp,1,584
null,images/fix.bmp,,
,,,
,,,
