condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,925
inc,images/incR.bmp,1,797
con,images/conR.bmp,1,661
inc,images/incL.bmp,1,629
inc,images/incL.bmp,1,829
null,images/fix.bmp,,
neu,images/neuL.bmp,1,853
con,images/conL.bmp,1,774
con,images/conR.bmp,1,582
neu,images/neuR.bmp,1,862
con,images/conL.bmp,1,598
inc,images/incR.bmp,1,750
neu,images/neuL.bmp,1,734
null,images/fix.bmp,,
con,images/conL.bmp,1,862
neu,images/neuR.bmp,1,558
null,images/fix.bmp,,
neu,images/neuR.bmp,1,542
inc,images/incR.bmp,1,766
neu,images/neuR.bmp,1,621
con,images/conL.bmp,1,757
con,images/conL.bmp,1,829
inc,images/incR.bmp,1,806
con,images/conR.bmp,1,718
null,images/fix.bmp,,
neu,images/neuR.bmp,1,630
null,images/fix.bmp,,
neu,images/neuR.bmp,1,654
null,images/fix.bmp,,
inc,images/incL.bmp,1,766
neu,images/neuR.bmp,1,558
inc,images/incR.bmp,1,798
con,images/conL.bmp,1,654
neu,images/neuR.bmp,1,662
inc,images/incL.bmp,1,710
null,images/fix.bmp,,
inc,images/incL.bmp,1,935
inc,images/incR.bmp,1,815
inc,images/incL.bmp,1,727
null,images/fix.bmp,,
inc,images/incL.bmp,1,895
inc,images/incL.bmp,1,671
con,images/conR.bmp,1,623
null,images/fix.bmp,,
neu,images/neuR.bmp,1,703
null,images/fix.bmp,,
con,images/conL.bmp,1,760
null,images/fix.bmp,,
inc,images/incL.bmp,1,823
null,images/fix.bmp,,
neu,images/neuL.bmp,1,687
neu,images/neuL.bmp,1,703
neu,images/neuL.bmp,1,655
neu,images/neuL.bmp,1,615
neu,images/neuR.bmp,1,594
inc,images/incR.bmp,1,991
inc,images/incR.bmp,1,823
inc,images/incL.bmp,1,879
inc,images/incL.bmp,1,871
neu,images/neuR.bmp,1,704
con,images/conR.bmp,1,696
neu,images/neuR.bmp,1,640
con,images/conR.bmp,1,744
null,images/fix.bmp,,
inc,images/incR.bmp,1,776
con,images/conR.bmp,1,712
null,images/fix.bmp,,
neu,images/neuL.bmp,1,792
neu,images/neuR.bmp,1,840
null,images/fix.bmp,,
con,images/conL.bmp,1,672
con,images/conL.bmp,1,632
inc,images/incL.bmp,1,755
null,images/fix.bmp,,
inc,images/incR.bmp,1,761
con,images/conR.bmp,1,1344
null,images/fix.bmp,,
inc,images/incR.bmp,1,737
null,images/fix.bmp,,
con,images/conR.bmp,1,872
con,images/conR.bmp,1,672
con,images/conL.bmp,1,712
neu,images/neuL.bmp,1,640
null,images/fix.bmp,,
inc,images/incR.bmp,1,841
neu,images/neuL.bmp,1,721
neu,images/neuR.bmp,1,553
inc,images/incR.bmp,1,729
neu,images/neuL.bmp,1,809
inc,images/incR.bmp,1,737
null,images/fix.bmp,,
con,images/conL.bmp,1,761
con,images/conR.bmp,1,713
null,images/fix.bmp,,
neu,images/neuL.bmp,1,753
inc,images/incR.bmp,1,1137
neu,images/neuR.bmp,1,617
null,images/fix.bmp,,
inc,images/incR.bmp,1,657
null,images/fix.bmp,,
neu,images/neuR.bmp,1,586
null,images/fix.bmp,,
con,images/conL.bmp,1,682
inc,images/incL.bmp,1,773
neu,images/neuL.bmp,1,573
con,images/conR.bmp,1,562
null,images/fix.bmp,,
inc,images/incR.bmp,1,749
con,images/conL.bmp,1,661
null,images/fix.bmp,,
con,images/conR.bmp,1,673
null,images/fix.bmp,,
neu,images/neuR.bmp,1,812
null,images/fix.bmp,,
inc,images/incL.bmp,1,764
null,images/fix.bmp,,
con,images/conR.bmp,1,965
null,images/fix.bmp,,
inc,images/incL.bmp,1,717
con,images/conL.bmp,1,1229
neu,images/neuL.bmp,1,645
inc,images/incR.bmp,1,749
neu,images/neuL.bmp,1,709
inc,images/incL.bmp,1,826
null,images/fix.bmp,,
con,images/conR.bmp,1,789
con,images/conR.bmp,1,1869
con,images/conL.bmp,1,709
neu,images/neuR.bmp,1,677
con,images/conL.bmp,1,597
null,images/fix.bmp,,
inc,images/incL.bmp,1,854
con,images/conR.bmp,1,790
inc,images/incR.bmp,1,830
con,images/conL.bmp,1,694
null,images/fix.bmp,,
inc,images/incL.bmp,1,758
neu,images/neuR.bmp,1,670
null,images/fix.bmp,,
neu,images/neuL.bmp,1,718
null,images/fix.bmp,,
inc,images/incL.bmp,1,797
neu,images/neuR.bmp,1,773
con,images/conR.bmp,1,694
null,images/fix.bmp,,
con,images/conL.bmp,1,734
neu,images/neuL.bmp,1,678
inc,images/incR.bmp,1,790
null,images/fix.bmp,,
con,images/conR.bmp,1,750
null,images/fix.bmp,,
con,images/conL.bmp,1,670
con,images/conR.bmp,1,662
null,images/fix.bmp,,
con,images/conL.bmp,1,662
neu,images/neuL.bmp,1,623
neu,images/neuL.bmp,1,863
inc,images/incL.bmp,1,711
null,images/fix.bmp,,
neu,images/neuL.bmp,1,679
null,images/fix.bmp,,
,,,
,,,
