trial_type	correct	response_time
neu	1	0.594
inc	0	0.658
con	1	0.873
inc	0	0.737
inc	1	0.754
neu	1	0.594
con	1	0.594
con	1	0.506
neu	1	0.546
con	1	0.473
inc	1	0.921
neu	1	0.506
con	1	0.594
neu	1	0.578
neu	1	0.562
inc	1	1.169
neu	1	0.513
con	1	0.585
con	1	0.561
inc	1	0.737
con	1	0.529
neu	1	0.553
neu	1	0.521
inc	0	1.329
neu	1	0.521
inc	0	0.569
con	1	0.649
neu	1	0.562
inc	1	0.897
inc	1	0.929
inc	1	0.737
inc	1	0.969
inc	1	0.77
inc	1	0.697
con	1	0.633
neu	1	0.609
con	1	0.754
inc	1	0.793
neu	1	0.561
neu	1	0.585
neu	1	0.505
neu	1	0.442
neu	1	0.577
inc	1	0.993
inc	1	0.649
inc	1	0.721
inc	1	0.697
neu	1	0.545
con	1	0.601
neu	1	0.553
con	1	0.546
inc	1	1.529
con	1	0.697
neu	1	0.601
neu	1	0.521
con	1	0.697
con	1	0.521
inc	0	0.0
inc	1	0.785
con	1	0.569
inc	1	0.993
con	1	0.585
con	1	0.529
con	1	0.649
neu	1	0.617
inc	1	0.713
neu	1	1.185
neu	1	0.569
inc	1	0.697
neu	1	0.521
inc	1	0.881
con	1	0.569
con	1	0.562
neu	1	0.561
inc	1	0.865
neu	1	0.545
inc	1	0.761
neu	1	0.505
con	1	0.841
inc	0	0.745
neu	1	1.177
con	1	1.249
inc	1	0.753
con	1	0.689
con	1	0.713
neu	1	0.593
inc	1	0.881
con	1	0.721
inc	1	0.849
con	1	0.745
neu	1	0.641
inc	1	0.769
neu	1	0.649
inc	1	0.722
con	1	0.649
con	1	0.537
con	1	0.617
neu	1	0.561
con	1	0.585
inc	1	1.033
con	1	0.625
inc	1	0.673
con	1	0.617
inc	1	0.721
neu	1	0.537
neu	1	0.681
inc	1	0.737
neu	1	0.593
con	1	0.625
con	1	0.689
neu	1	0.665
inc	1	0.8
con	1	0.568
con	1	0.649
con	1	0.481
con	1	0.8
neu	1	0.648
neu	1	0.568
inc	0	1.728
neu	1	0.617
