trial_type	correct	response_time
neu	1	0.447
inc	0	0.447
con	1	0.431
inc	1	0.566
inc	0	0.422
neu	1	0.471
con	1	0.415
con	1	0.415
neu	1	0.535
con	1	0.463
inc	0	0.414
neu	1	0.382
con	1	0.43
neu	1	0.399
neu	1	0.407
inc	0	0.415
neu	1	0.439
con	1	0.414
con	1	0.422
inc	1	0.526
con	1	0.462
neu	1	0.471
neu	1	0.463
inc	1	0.566
neu	1	0.382
inc	1	0.582
con	1	0.359
neu	1	0.455
inc	1	0.551
inc	1	0.535
inc	0	0.407
inc	1	0.526
inc	1	0.535
inc	1	0.527
con	1	0.487
neu	1	0.407
con	1	0.343
inc	1	0.535
neu	1	0.486
neu	1	0.478
neu	1	0.446
neu	1	0.454
neu	1	0.471
inc	0	0.447
inc	1	0.647
inc	1	0.519
inc	1	0.607
neu	1	0.527
con	1	0.486
neu	1	0.422
con	1	0.478
inc	1	0.623
con	1	0.439
neu	1	0.407
neu	1	0.43
con	1	0.462
con	1	0.43
inc	1	0.575
inc	1	0.599
con	1	0.431
inc	1	0.614
con	1	0.455
con	1	0.439
con	1	0.415
neu	1	0.463
inc	1	0.574
neu	1	0.518
neu	1	0.446
inc	1	0.566
neu	1	0.447
inc	1	0.551
con	1	0.415
con	1	0.431
neu	1	0.406
inc	1	0.55
neu	1	0.43
inc	1	0.614
neu	1	0.511
con	0	0.407
inc	1	0.622
neu	1	0.502
con	1	0.486
inc	1	0.615
con	1	0.471
con	1	0.439
neu	1	0.43
inc	1	0.582
con	1	0.422
inc	1	0.574
con	1	0.462
neu	1	0.438
inc	1	0.598
neu	1	0.462
inc	1	0.598
con	1	0.414
con	1	0.47
con	1	0.478
neu	1	0.533
con	1	0.398
inc	1	0.598
con	1	0.494
inc	1	0.622
con	1	0.438
inc	0	0.406
neu	1	0.71
neu	1	0.406
inc	1	0.558
neu	1	0.406
con	1	0.518
con	1	0.406
neu	1	0.43
inc	1	0.606
con	1	0.47
con	1	0.454
con	1	0.398
con	1	0.454
neu	1	0.486
neu	1	0.518
inc	1	0.598
neu	1	0.494
