trial_type	correct	response_time
neu	1	0.623
inc	0	0.599
con	1	0.648
inc	0	0.648
inc	0	0.568
neu	1	0.703
con	0	0.0
con	1	0.551
neu	1	0.535
con	1	0.648
inc	1	0.8
neu	1	0.616
con	1	0.552
neu	1	0.639
neu	1	0.615
inc	0	0.663
neu	1	0.519
con	1	0.6
con	1	0.56
inc	1	0.648
con	1	0.592
neu	1	0.639
neu	1	0.431
inc	0	0.584
neu	1	0.512
inc	0	0.712
con	1	0.552
neu	1	0.543
inc	0	0.567
inc	1	0.855
inc	0	0.752
inc	0	0.648
inc	0	0.608
inc	0	0.583
con	1	0.567
neu	1	0.479
con	1	0.583
inc	0	0.622
neu	0	0.551
neu	1	0.607
neu	1	0.599
neu	1	0.591
neu	1	0.647
inc	0	0.718
inc	0	0.663
inc	1	0.927
inc	0	0.543
neu	1	0.775
con	1	0.503
neu	1	0.455
con	1	0.519
inc	0	0.71
con	1	0.51
neu	1	0.639
neu	1	0.647
con	1	0.631
con	1	0.623
inc	0	0.647
inc	0	0.631
con	1	0.623
inc	0	0.703
con	1	0.646
con	1	0.567
con	1	0.575
neu	1	0.655
inc	0	0.591
neu	1	0.607
neu	1	0.607
inc	0	0.615
neu	1	0.655
inc	0	0.67
con	1	0.583
con	1	0.671
neu	1	0.519
inc	0	0.639
neu	1	0.711
inc	0	0.615
neu	1	0.463
con	1	0.615
inc	0	0.639
neu	1	0.663
con	1	0.711
inc	0	0.583
con	1	0.583
con	1	0.599
neu	1	0.735
inc	0	0.639
con	1	0.551
inc	0	0.591
con	1	0.639
neu	1	0.807
inc	0	0.639
neu	1	0.615
inc	0	0.662
con	1	0.615
con	1	0.559
con	1	0.591
neu	1	0.631
con	1	0.559
inc	0	0.67
con	1	0.607
inc	0	0.679
con	1	0.631
inc	0	0.639
neu	1	0.647
neu	1	0.647
inc	0	0.718
neu	1	0.719
con	1	0.719
con	1	0.655
neu	1	0.671
inc	0	0.671
con	1	0.615
con	1	0.655
con	1	0.687
con	1	0.663
neu	1	0.679
neu	1	0.679
inc	0	0.806
neu	1	0.599
