trial_type	correct	response_time
neu	1	1.019
inc	1	0.739
con	1	0.683
inc	1	0.691
inc	1	0.667
neu	1	0.716
con	1	0.836
con	1	0.747
neu	1	0.779
con	1	0.851
inc	1	0.603
neu	1	0.755
con	1	0.787
neu	1	0.707
neu	1	0.723
inc	1	1.043
neu	1	0.819
con	1	0.907
con	1	1.628
inc	1	0.636
con	1	0.692
neu	1	0.74
neu	1	0.668
inc	1	1.108
neu	1	0.34
inc	1	0.652
con	1	1.02
neu	1	0.692
inc	1	0.933
inc	1	0.765
inc	1	0.653
inc	1	0.701
inc	1	0.86
inc	1	0.668
con	0	1.516
neu	1	0.948
con	0	0.957
inc	1	1.237
neu	1	1.085
neu	1	0.829
neu	1	0.669
neu	1	0.669
neu	1	0.645
inc	1	0.749
inc	1	0.725
inc	1	1.054
inc	0	1.494
neu	1	0.95
con	1	0.814
neu	1	0.752
con	1	0.737
inc	1	0.665
con	1	0.745
neu	1	0.777
neu	1	0.985
con	1	1.408
con	1	1.032
inc	1	0.793
inc	1	0.785
con	1	0.849
inc	1	0.793
con	1	0.865
con	1	0.985
con	1	1.081
neu	1	0.849
inc	1	0.689
neu	1	0.625
neu	1	0.537
inc	1	0.778
neu	1	0.498
inc	1	0.642
con	1	1.202
con	1	0.642
neu	1	1.042
inc	1	0.658
neu	1	0.714
inc	1	0.738
neu	1	0.666
con	0	0.0
inc	0	0.946
neu	1	0.658
con	1	0.89
inc	1	0.738
con	1	1.97
con	1	0.666
neu	1	0.778
inc	1	1.131
con	1	0.811
inc	1	0.787
con	1	0.827
neu	1	0.851
inc	1	0.667
neu	1	0.787
inc	1	0.939
con	1	0.907
con	1	0.819
con	0	1.3
neu	1	0.628
con	1	0.812
inc	1	1.451
con	1	0.595
inc	1	0.667
con	1	0.827
inc	1	0.779
neu	1	0.884
neu	1	1.676
inc	1	0.708
neu	1	0.948
con	1	1.004
con	1	0.836
neu	1	0.9
inc	1	0.796
con	1	0.668
con	1	1.957
con	1	0.613
con	1	1.085
neu	0	0.941
neu	1	0.581
inc	1	0.845
neu	1	0.773
