trial_type	correct	response_time
neu	1	1.132
inc	0	1.451
con	0	0.571
inc	1	0.675
inc	1	0.867
neu	1	0.771
con	1	0.611
con	0	0.459
neu	0	0.627
con	1	0.53
inc	0	0.691
neu	1	0.619
con	1	0.707
neu	0	0.699
neu	0	0.603
inc	0	0.851
neu	0	0.627
con	1	0.491
con	1	0.618
inc	0	0.963
con	0	0.619
neu	0	0.611
neu	0	0.603
inc	1	1.291
neu	0	0.61
inc	0	0.803
con	1	0.547
neu	0	0.571
inc	1	0.795
inc	1	0.787
inc	0	0.803
inc	1	0.555
inc	1	0.739
inc	1	0.659
con	0	0.555
neu	0	0.707
con	1	0.667
inc	1	0.899
neu	1	0.715
neu	1	0.659
neu	1	0.483
neu	1	0.579
neu	0	0.683
inc	0	0.915
inc	0	0.811
inc	1	1.027
inc	0	0.563
neu	0	0.611
con	0	0.563
neu	0	0.699
con	0	0.595
inc	0	0.955
con	0	0.595
neu	1	0.603
neu	0	0.595
con	1	0.595
con	0	0.555
inc	1	0.595
inc	0	0.826
con	0	0.0
inc	0	0.651
con	0	0.683
con	0	0.643
con	1	0.555
neu	1	0.667
inc	0	0.739
neu	1	0.667
neu	0	0.667
inc	0	0.707
neu	1	0.683
inc	0	0.739
con	1	0.595
con	0	0.587
neu	1	0.651
inc	0	0.643
neu	0	0.699
inc	0	0.651
neu	0	0.627
con	1	0.722
inc	1	1.474
neu	1	0.707
con	0	0.515
inc	0	0.787
con	1	0.643
con	0	0.587
neu	0	0.707
inc	1	0.875
con	0	0.691
inc	1	0.891
con	1	0.675
neu	1	0.611
inc	0	0.802
neu	1	0.57
inc	0	0.491
con	0	0.747
con	0	0.643
con	1	0.635
neu	0	0.619
con	1	0.603
inc	1	1.139
con	0	0.667
inc	0	0.851
con	1	0.619
inc	1	0.763
neu	0	0.627
neu	1	0.651
inc	1	0.978
neu	0	0.539
con	0	0.635
con	1	0.611
neu	1	0.723
inc	0	0.891
con	0	0.602
con	1	0.643
con	0	0.571
con	1	0.587
neu	1	0.795
neu	1	0.643
inc	1	0.859
neu	1	0.643
