trial_type	correct	response_time
neu	1	0.978
inc	1	0.881
con	1	0.601
inc	1	0.625
inc	1	0.625
neu	1	0.593
con	1	0.473
con	1	0.626
neu	1	0.482
con	1	0.53
inc	1	0.705
neu	1	0.465
con	1	0.593
neu	1	0.457
neu	1	0.641
inc	1	1.37
neu	1	0.53
con	1	0.594
con	1	0.657
inc	1	0.713
con	1	0.465
neu	1	0.601
neu	1	0.561
inc	1	0.722
neu	1	0.585
inc	1	0.673
con	1	0.489
neu	1	0.505
inc	1	0.665
inc	1	0.697
inc	1	0.689
inc	1	0.633
inc	1	0.689
inc	1	0.561
con	1	0.601
neu	1	0.641
con	1	0.578
inc	1	0.681
neu	1	0.545
neu	1	0.425
neu	1	0.401
neu	1	0.458
neu	1	0.538
inc	1	0.674
inc	1	0.569
inc	1	0.689
inc	1	0.609
neu	1	0.569
con	1	0.457
neu	1	0.473
con	1	0.489
inc	1	0.77
con	1	0.778
neu	1	0.617
neu	1	0.657
con	1	0.649
con	1	0.473
inc	1	0.649
inc	1	0.722
con	1	0.521
inc	1	0.745
con	1	0.689
con	1	0.506
con	1	0.642
neu	1	0.706
inc	1	0.865
neu	1	0.529
neu	1	0.513
inc	1	0.729
neu	1	0.521
inc	1	0.721
con	1	0.609
con	1	0.618
neu	1	0.505
inc	1	0.729
neu	1	0.609
inc	1	0.729
neu	1	0.585
con	1	0.633
inc	1	0.768
neu	1	0.472
con	1	0.608
inc	1	0.753
con	1	0.673
con	1	0.585
neu	1	0.568
inc	1	0.664
con	1	0.641
inc	1	0.641
con	1	0.593
neu	1	0.473
inc	1	0.785
neu	1	0.64
inc	1	0.576
con	1	0.616
con	1	0.496
con	1	0.505
neu	1	0.537
con	1	0.457
inc	1	0.712
con	1	0.56
inc	1	0.768
con	1	0.624
inc	1	0.689
neu	1	0.473
neu	1	0.625
inc	1	0.688
neu	1	0.664
con	1	0.504
con	1	0.593
neu	1	0.569
inc	1	0.761
con	1	0.592
con	1	0.816
con	1	0.576
con	1	0.577
neu	1	0.577
neu	1	0.505
inc	1	0.673
neu	1	0.657
