trial_type	correct	response_time
neu	1	0.676
inc	1	0.668
con	1	0.564
inc	1	0.604
inc	1	0.58
neu	1	0.603
con	1	0.555
con	1	0.563
neu	1	0.619
con	1	0.603
inc	1	0.603
neu	1	0.588
con	1	0.572
neu	1	0.564
neu	1	0.612
inc	1	0.571
neu	1	0.571
con	1	0.563
con	1	0.563
inc	1	0.611
con	1	0.523
neu	1	0.652
neu	1	0.572
inc	1	0.684
neu	1	0.651
inc	1	0.579
con	1	0.595
neu	1	0.675
inc	1	0.579
inc	1	0.603
inc	1	0.596
inc	1	0.588
inc	1	0.644
inc	1	0.564
con	1	0.563
neu	1	0.619
con	1	0.676
inc	1	0.604
neu	1	0.587
neu	1	0.595
neu	1	0.475
neu	1	0.443
neu	1	0.491
inc	1	0.643
inc	1	0.603
inc	1	0.563
inc	1	0.476
neu	1	0.796
con	1	0.588
neu	1	0.572
con	1	0.516
inc	1	0.595
con	1	0.459
neu	1	0.539
neu	1	0.555
con	1	0.556
con	1	0.476
inc	1	0.58
inc	1	0.652
con	1	0.595
inc	1	0.611
con	1	0.651
con	1	0.476
con	0	0.5
neu	1	0.508
inc	1	0.676
neu	1	0.548
neu	1	0.644
inc	1	0.636
neu	1	0.515
inc	1	0.579
con	1	0.579
con	1	0.563
neu	1	0.563
inc	1	0.588
neu	1	0.532
inc	1	0.612
neu	1	0.556
con	1	0.579
inc	1	0.659
neu	1	0.531
con	1	0.523
inc	1	0.675
con	1	0.531
con	1	0.635
neu	1	0.626
inc	1	0.627
con	1	0.651
inc	1	0.627
con	1	0.563
neu	1	0.547
inc	1	0.659
neu	1	0.547
inc	1	0.619
con	1	0.602
con	1	0.547
con	1	0.627
neu	1	0.619
con	1	0.579
inc	1	0.715
con	1	0.587
inc	1	0.627
con	1	0.547
inc	1	0.626
neu	1	0.738
neu	1	0.555
inc	1	0.627
neu	1	0.547
con	1	0.555
con	1	0.587
neu	1	0.483
inc	1	0.571
con	1	0.667
con	1	0.547
con	1	0.651
con	1	0.619
neu	1	0.523
neu	1	0.483
inc	1	0.627
neu	1	0.563
