trial_type	correct	response_time
neu	1	0.494
inc	1	0.285
con	0	0.261
inc	0	0.398
inc	0	0.35
neu	1	0.438
con	0	0.374
con	1	0.357
neu	1	0.349
con	1	0.358
inc	0	0.39
neu	1	0.406
con	1	0.31
neu	1	0.406
neu	1	0.581
inc	1	0.566
neu	1	0.318
con	1	0.342
con	1	0.462
inc	1	0.478
con	0	0.294
neu	1	0.381
neu	1	0.462
inc	1	0.566
neu	1	0.342
inc	0	0.366
con	1	0.398
neu	1	0.365
inc	0	0.398
inc	1	0.598
inc	1	0.574
inc	0	0.406
inc	0	0.453
inc	1	0.518
con	1	0.366
neu	1	0.43
con	1	0.493
inc	1	0.606
neu	1	0.534
neu	1	0.462
neu	1	0.405
neu	1	0.373
neu	0	0.334
inc	0	0.39
inc	0	0.39
inc	1	0.494
inc	1	0.55
neu	1	0.382
con	1	0.39
neu	1	0.389
con	1	0.421
inc	1	0.582
con	1	0.406
neu	1	0.446
neu	1	0.374
con	1	0.302
con	1	0.526
inc	0	0.406
inc	1	0.678
con	1	0.462
inc	1	0.621
con	1	0.566
con	1	0.582
con	1	0.51
neu	1	0.462
inc	1	0.55
neu	1	0.486
neu	1	0.382
inc	0	0.446
neu	1	0.446
inc	1	0.542
con	1	0.454
con	1	0.365
neu	1	0.494
inc	1	0.526
neu	1	0.478
inc	1	0.558
neu	1	0.445
con	1	0.534
inc	0	0.446
neu	1	0.43
con	1	0.478
inc	1	0.622
con	1	0.477
con	1	0.565
neu	1	0.557
inc	1	0.589
con	1	0.629
inc	1	0.637
con	1	0.541
neu	1	0.437
inc	1	0.558
neu	1	0.502
inc	0	0.381
con	1	0.477
con	1	0.477
con	1	0.397
neu	1	0.421
con	1	0.477
inc	1	0.637
con	1	0.493
inc	1	0.581
con	1	0.461
inc	1	0.573
neu	1	0.47
neu	1	0.445
inc	1	0.549
neu	1	0.469
con	1	0.557
con	1	0.461
neu	1	0.541
inc	1	0.597
con	1	0.469
con	1	0.494
con	1	0.454
con	1	0.541
neu	1	0.541
neu	1	0.493
inc	1	0.621
neu	1	0.517
