trial_type	correct	response_time
neu	1	0.58
inc	1	0.572
con	1	0.476
inc	1	0.595
inc	1	0.524
neu	0	0.372
con	1	0.42
con	1	0.492
neu	1	0.532
con	1	0.532
inc	1	0.62
neu	1	0.46
con	1	0.484
neu	1	0.46
neu	1	0.5
inc	1	0.644
neu	1	0.476
con	1	0.46
con	1	0.476
inc	1	0.524
con	1	0.467
neu	1	0.516
neu	1	0.532
inc	1	0.7
neu	1	0.468
inc	1	0.604
con	1	0.461
neu	1	0.436
inc	1	0.516
inc	1	0.588
inc	1	0.524
inc	1	0.572
inc	1	0.636
inc	1	0.643
con	1	0.444
neu	1	0.42
con	1	0.532
inc	1	0.636
neu	1	0.572
neu	1	0.492
neu	1	0.452
neu	1	0.508
neu	1	0.436
inc	1	1.028
inc	1	0.644
inc	1	0.627
inc	1	0.548
neu	1	0.412
con	1	0.476
neu	1	0.46
con	1	0.46
inc	1	0.788
con	1	0.516
neu	1	0.549
neu	1	0.468
con	1	0.604
con	1	0.516
inc	1	0.716
inc	1	0.596
con	1	0.508
inc	1	0.699
con	1	0.739
con	1	0.523
con	1	0.523
neu	1	0.452
inc	1	0.628
neu	1	0.523
neu	1	0.459
inc	1	0.627
neu	1	0.467
inc	1	0.579
con	1	0.515
con	1	0.467
neu	1	0.548
inc	1	0.596
neu	1	0.508
inc	1	0.715
neu	1	0.515
con	1	0.596
inc	1	0.964
neu	1	0.54
con	1	0.475
inc	1	0.747
con	1	0.491
con	1	0.531
neu	1	0.508
inc	1	0.603
con	1	0.531
inc	1	0.627
con	1	0.539
neu	1	0.484
inc	1	0.612
neu	1	0.468
inc	1	0.556
con	1	0.499
con	1	0.459
con	1	0.475
neu	1	0.411
con	1	0.435
inc	0	1.004
con	1	0.484
inc	1	0.683
con	1	0.419
inc	1	0.915
neu	1	0.443
neu	1	0.507
inc	1	0.692
neu	1	0.452
con	1	0.507
con	1	0.531
neu	1	0.427
inc	1	0.595
con	1	0.572
con	1	0.547
con	1	0.443
con	1	0.539
neu	1	0.507
neu	1	0.459
inc	1	0.659
neu	1	0.532
