trial_type	correct	response_time
neu	1	0.766
inc	0	0.982
con	1	0.646
inc	1	0.534
inc	0	0.462
neu	1	0.567
con	1	0.535
con	1	0.487
neu	1	0.463
con	1	0.439
inc	1	0.519
neu	1	0.447
con	1	0.51
neu	1	0.478
neu	1	0.67
inc	0	0.0
neu	1	0.583
con	1	0.983
con	1	0.607
inc	1	0.559
con	1	0.583
neu	1	0.663
neu	1	0.503
inc	1	0.702
neu	1	0.558
inc	1	0.614
con	1	0.574
neu	1	0.399
inc	1	0.615
inc	1	0.655
inc	1	0.655
inc	1	0.607
inc	1	0.791
inc	1	0.695
con	1	0.406
neu	1	0.582
con	1	0.831
inc	1	0.767
neu	1	0.759
neu	1	0.743
neu	1	0.503
neu	1	0.63
neu	1	0.606
inc	1	0.558
inc	1	0.502
inc	1	0.758
inc	1	0.639
neu	1	0.391
con	1	0.615
neu	1	0.479
con	1	0.463
inc	1	0.583
con	1	0.527
neu	1	0.462
neu	1	0.614
con	1	0.638
con	1	0.614
inc	1	0.879
inc	1	0.439
con	1	0.527
inc	1	0.527
con	1	0.526
con	1	0.486
con	1	0.822
neu	1	0.67
inc	0	0.55
neu	1	0.671
neu	1	0.431
inc	1	0.607
neu	0	0.759
inc	1	0.711
con	1	0.575
con	1	0.623
neu	1	0.703
inc	1	0.567
neu	1	0.534
inc	1	0.606
neu	1	0.67
con	1	0.743
inc	1	0.807
neu	1	0.679
con	1	0.607
inc	1	0.591
con	0	0.655
con	1	0.478
neu	1	0.59
inc	1	0.791
con	1	0.743
inc	1	0.839
con	1	0.783
neu	1	0.679
inc	1	0.839
neu	1	0.615
inc	1	0.75
con	1	0.718
con	1	0.566
con	1	0.678
neu	1	0.414
con	1	0.535
inc	1	0.743
con	1	0.567
inc	1	0.679
con	1	0.743
inc	1	0.767
neu	1	0.631
neu	1	0.598
inc	1	0.814
neu	1	0.639
con	1	0.551
con	1	0.815
neu	1	0.783
inc	0	0.0
con	1	0.671
con	0	1.19
con	1	1.278
con	1	0.662
neu	1	0.542
neu	1	0.423
inc	0	0.463
neu	1	0.695
