trial_type	correct	response_time
neu	1	0.581
inc	0	1.045
con	1	0.516
inc	0	0.884
inc	1	0.676
neu	1	0.509
con	1	0.597
con	1	0.677
neu	1	0.461
con	1	0.541
inc	0	0.805
neu	1	0.557
con	1	0.564
neu	1	0.588
neu	1	0.628
inc	0	0.845
neu	1	0.557
con	1	0.573
con	1	0.525
inc	0	1.077
con	1	0.525
neu	1	0.636
neu	1	0.644
inc	1	0.757
neu	1	0.517
inc	0	1.101
con	1	0.605
neu	1	0.653
inc	1	0.693
inc	1	0.668
inc	1	0.7
inc	1	0.668
inc	1	1.309
inc	1	0.637
con	1	0.613
neu	1	0.661
con	1	0.652
inc	1	0.677
neu	1	0.653
neu	1	0.565
neu	1	0.444
neu	1	0.564
neu	1	0.604
inc	0	1.14
inc	0	1.268
inc	1	0.701
inc	1	0.693
neu	1	0.621
con	1	0.629
neu	1	0.621
con	1	0.645
inc	1	1.292
con	1	0.628
neu	1	0.676
neu	1	0.725
con	1	0.757
con	1	0.941
inc	1	0.677
inc	1	1.54
con	1	0.572
inc	1	1.444
con	1	0.676
con	1	0.652
con	1	1.3
neu	1	0.572
inc	0	1.46
neu	1	0.572
neu	1	0.596
inc	1	1.34
neu	1	0.596
inc	1	0.692
con	1	0.684
con	1	1.036
neu	1	0.884
inc	1	1.292
neu	1	0.555
inc	1	1.212
neu	1	0.652
con	1	1.14
inc	0	0.804
neu	1	0.572
con	1	0.579
inc	1	1.532
con	1	0.612
con	1	0.804
neu	1	0.66
inc	1	0.732
con	1	0.988
inc	1	1.268
con	1	0.644
neu	1	0.716
inc	1	0.724
neu	1	1.084
inc	1	0.804
con	1	1.02
con	1	0.644
con	1	0.635
neu	1	0.788
con	1	0.844
inc	1	1.332
con	1	0.596
inc	1	1.316
con	1	0.732
inc	1	1.204
neu	1	0.795
neu	1	0.716
inc	1	1.18
neu	1	0.62
con	1	0.588
con	1	0.78
neu	1	0.636
inc	1	1.371
con	1	0.7
con	1	1.484
con	1	0.58
con	1	0.676
neu	1	0.588
neu	1	0.492
inc	1	0.868
neu	1	0.628
