condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,1077
inc,images/incR.bmp,1,869
con,images/conR.bmp,1,717
inc,images/incL.bmp,1,734
inc,images/incL.bmp,1,790
null,images/fix.bmp,,
neu,images/neuL.bmp,1,1030
con,images/conL.bmp,1,678
con,images/conR.bmp,1,630
neu,images/neuR.bmp,1,693
con,images/conL.bmp,1,605
inc,images/incR.bmp,1,733
neu,images/neuL.bmp,1,758
null,images/fix.bmp,,
con,images/conL.bmp,1,766
neu,images/neuR.bmp,1,630
null,images/fix.bmp,,
neu,images/neuR.bmp,1,742
inc,images/incR.bmp,1,838
neu,images/neuR.bmp,1,614
con,images/conL.bmp,1,614
con,images/conL.bmp,1,565
inc,images/incR.bmp,1,709
con,images/conR.bmp,1,606
null,images/fix.bmp,,
neu,images/neuR.bmp,1,694
null,images/fix.bmp,,
neu,images/neuR.bmp,1,910
null,images/fix.bmp,,
inc,images/incL.bmp,1,781
neu,images/neuR.bmp,1,829
inc,images/incR.bmp,1,726
con,images/conL.bmp,1,662
neu,images/neuR.bmp,1,566
inc,images/incL.bmp,1,726
null,images/fix.bmp,,
inc,images/incL.bmp,1,854
inc,images/incR.bmp,1,750
inc,images/incL.bmp,1,734
null,images/fix.bmp,,
inc,images/incL.bmp,1,957
inc,images/incL.bmp,1,726
con,images/conR.bmp,1,614
null,images/fix.bmp,,
neu,images/neuR.bmp,1,726
null,images/fix.bmp,,
con,images/conL.bmp,1,893
null,images/fix.bmp,,
inc,images/incL.bmp,1,846
null,images/fix.bmp,,
neu,images/neuL.bmp,1,798
neu,images/neuL.bmp,1,678
neu,images/neuL.bmp,1,694
neu,images/neuL.bmp,1,654
neu,images/neuR.bmp,1,709
inc,images/incR.bmp,1,837
inc,images/incR.bmp,1,853
inc,images/incL.bmp,1,806
inc,images/incL.bmp,1,718
neu,images/neuR.bmp,1,670
con,images/conR.bmp,1,598
neu,images/neuR.bmp,1,646
con,images/conR.bmp,1,686
null,images/fix.bmp,,
inc,images/incR.bmp,1,702
con,images/conR.bmp,1,589
null,images/fix.bmp,,
neu,images/neuL.bmp,1,822
neu,images/neuR.bmp,1,654
null,images/fix.bmp,,
con,images/conL.bmp,1,710
con,images/conL.bmp,1,750
inc,images/incL.bmp,1,702
null,images/fix.bmp,,
inc,images/incR.bmp,1,853
con,images/conR.bmp,1,717
null,images/fix.bmp,,
inc,images/incR.bmp,1,766
null,images/fix.bmp,,
con,images/conR.bmp,1,758
con,images/conR.bmp,1,726
con,images/conL.bmp,1,710
neu,images/neuL.bmp,1,613
null,images/fix.bmp,,
inc,images/incR.bmp,1,782
neu,images/neuL.bmp,1,678
neu,images/neuR.bmp,1,654
inc,images/incR.bmp,1,774
neu,images/neuL.bmp,1,798
inc,images/incR.bmp,1,758
null,images/fix.bmp,,
con,images/conL.bmp,1,806
con,images/conR.bmp,1,710
null,images/fix.bmp,,
neu,images/neuL.bmp,1,653
inc,images/incR.bmp,1,781
neu,images/neuR.bmp,1,686
null,images/fix.bmp,,
inc,images/incR.bmp,1,782
null,images/fix.bmp,,
neu,images/neuR.bmp,1,774
null,images/fix.bmp,,
con,images/conL.bmp,1,981
inc,images/incL.bmp,1,813
neu,images/neuL.bmp,1,686
con,images/conR.bmp,1,670
null,images/fix.bmp,,
inc,images/incR.bmp,1,750
con,images/conL.bmp,1,734
null,images/fix.bmp,,
con,images/conR.bmp,1,718
null,images/fix.bmp,,
neu,images/neuR.bmp,1,733
null,images/fix.bmp,,
inc,images/incL.bmp,1,1270
null,images/fix.bmp,,
con,images/conR.bmp,1,798
null,images/fix.bmp,,
inc,images/incL.bmp,1,1126
con,images/conL.bmp,1,758
neu,images/neuL.bmp,1,813
inc,images/incR.bmp,1,917
neu,images/neuL.bmp,1,765
inc,images/incL.bmp,1,894
null,images/fix.bmp,,
con,images/conR.bmp,1,718
con,images/conR.bmp,1,734
con,images/conL.bmp,1,774
neu,images/neuR.bmp,1,734
con,images/conL.bmp,1,854
null,images/fix.bmp,,
inc,images/incL.bmp,1,965
con,images/conR.bmp,1,789
inc,images/incR.bmp,1,861
con,images/conL.bmp,1,701
null,images/fix.bmp,,
inc,images/incL.bmp,1,973
neu,images/neuR.bmp,1,717
null,images/fix.bmp,,
neu,images/neuL.bmp,1,942
null,images/fix.bmp,,
inc,images/incL.bmp,1,829
neu,images/neuR.bmp,1,813
con,images/conR.bmp,1,773
null,images/fix.bmp,,
con,images/conL.bmp,1,853
neu,images/neuL.bmp,1,773
inc,images/incR.bmp,1,805
null,images/fix.bmp,,
con,images/conR.bmp,1,821
null,images/fix.bmp,,
con,images/conL.bmp,1,965
con,images/conR.bmp,1,805
null,images/fix.bmp,,
con,images/conL.bmp,1,693
neu,images/neuL.bmp,1,701
neu,images/neuL.bmp,1,717
inc,images/incL.bmp,1,821
null,images/fix.bmp,,
neu,images/neuL.bmp,0,0
null,images/fix.bmp,,
,,,
,,,
