trial_type	correct	response_time
neu	1	0.689
inc	1	0.831
con	1	0.679
inc	1	0.681
inc	1	0.719
neu	1	0.663
con	1	0.647
con	1	0.647
neu	1	0.775
con	1	0.719
inc	1	0.807
neu	1	0.609
con	1	0.655
neu	1	0.583
neu	1	0.714
inc	1	0.786
neu	1	0.506
con	1	0.826
con	1	0.698
inc	1	0.73
con	1	0.594
neu	1	0.594
neu	1	0.594
inc	1	0.643
neu	1	0.547
inc	1	0.675
con	1	0.603
neu	1	0.563
inc	1	0.715
inc	1	0.715
inc	1	0.699
inc	1	0.699
inc	1	0.73
inc	1	0.651
con	1	1.027
neu	1	0.619
con	1	0.675
inc	1	0.851
neu	1	0.652
neu	1	0.732
neu	1	0.652
neu	1	0.532
neu	1	1.148
inc	1	0.7
inc	1	0.62
inc	1	0.628
inc	1	0.668
neu	1	0.612
con	1	0.644
neu	1	0.604
con	1	0.555
inc	1	0.716
con	1	0.684
neu	1	0.588
neu	1	0.564
con	1	0.66
con	1	0.54
inc	1	0.756
inc	1	0.661
con	1	0.597
inc	1	0.733
con	1	0.613
con	1	0.637
con	1	0.597
neu	1	0.637
inc	1	0.701
neu	1	0.605
neu	1	0.749
inc	1	0.798
neu	1	0.717
inc	1	0.741
con	1	0.597
con	1	0.605
neu	1	0.621
inc	1	0.741
neu	1	0.685
inc	1	0.717
neu	1	0.534
con	1	0.694
inc	1	0.79
neu	1	0.606
con	1	0.526
inc	1	0.726
con	1	0.574
con	1	0.575
neu	1	0.526
inc	1	0.742
con	1	0.622
inc	1	0.766
con	1	0.598
neu	1	0.606
inc	1	0.663
neu	1	0.623
inc	1	0.735
con	1	0.511
con	1	0.615
con	1	0.615
neu	1	0.599
con	1	0.495
inc	1	0.767
con	1	0.608
inc	1	0.792
con	1	0.68
inc	1	0.736
neu	1	0.583
neu	1	0.607
inc	1	0.775
neu	1	1.063
con	1	0.583
con	1	0.664
neu	1	0.602
inc	1	0.738
con	1	0.632
con	1	0.691
con	1	0.64
con	1	0.576
neu	1	0.832
neu	1	0.635
inc	1	1.067
neu	1	0.667
