condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,889
inc,images/incR.bmp,1,1017
con,images/conR.bmp,1,625
inc,images/incL.bmp,1,577
inc,images/incL.bmp,1,593
null,images/fix.bmp,,
neu,images/neuL.bmp,1,825
con,images/conL.bmp,1,753
con,images/conR.bmp,1,504
neu,images/neuR.bmp,1,568
con,images/conL.bmp,1,576
inc,images/incR.bmp,1,824
neu,images/neuL.bmp,1,505
null,images/fix.bmp,,
con,images/conL.bmp,1,609
neu,images/neuR.bmp,1,457
null,images/fix.bmp,,
neu,images/neuR.bmp,1,689
inc,images/incR.bmp,0,425
neu,images/neuR.bmp,1,481
con,images/conL.bmp,1,513
con,images/conL.bmp,1,1264
inc,images/incR.bmp,1,576
con,images/conR.bmp,1,600
null,images/fix.bmp,,
neu,images/neuR.bmp,1,449
null,images/fix.bmp,,
neu,images/neuR.bmp,1,881
null,images/fix.bmp,,
inc,images/incL.bmp,1,969
neu,images/neuR.bmp,1,793
inc,images/incR.bmp,1,793
con,images/conL.bmp,1,857
neu,images/neuR.bmp,1,616
inc,images/incL.bmp,1,872
null,images/fix.bmp,,
inc,images/incL.bmp,1,872
inc,images/incR.bmp,1,784
inc,images/incL.bmp,1,873
null,images/fix.bmp,,
inc,images/incL.bmp,1,897
inc,images/incL.bmp,1,865
con,images/conR.bmp,1,633
null,images/fix.bmp,,
neu,images/neuR.bmp,1,776
null,images/fix.bmp,,
con,images/conL.bmp,1,673
null,images/fix.bmp,,
inc,images/incL.bmp,1,1017
null,images/fix.bmp,,
neu,images/neuL.bmp,1,761
neu,images/neuL.bmp,1,913
neu,images/neuL.bmp,1,505
neu,images/neuL.bmp,1,529
neu,images/neuR.bmp,1,1024
inc,images/incR.bmp,1,1080
inc,images/incR.bmp,1,624
inc,images/incL.bmp,1,608
inc,images/incL.bmp,1,761
neu,images/neuR.bmp,1,545
con,images/conR.bmp,1,601
neu,images/neuR.bmp,1,569
con,images/conR.bmp,1,513
null,images/fix.bmp,,
inc,images/incR.bmp,1,729
con,images/conR.bmp,1,585
null,images/fix.bmp,,
neu,images/neuL.bmp,1,776
neu,images/neuR.bmp,1,584
null,images/fix.bmp,,
con,images/conL.bmp,1,785
con,images/conL.bmp,1,737
inc,images/incL.bmp,1,1401
null,images/fix.bmp,,
inc,images/incR.bmp,1,1081
con,images/conR.bmp,1,553
null,images/fix.bmp,,
inc,images/incR.bmp,1,1137
null,images/fix.bmp,,
con,images/conR.bmp,1,704
con,images/conR.bmp,1,681
con,images/conL.bmp,1,561
neu,images/neuL.bmp,1,689
null,images/fix.bmp,,
inc,images/incR.bmp,0,1057
neu,images/neuL.bmp,1,609
neu,images/neuR.bmp,1,521
inc,images/incR.bmp,1,729
neu,images/neuL.bmp,1,601
inc,images/incR.bmp,1,801
null,images/fix.bmp,,
con,images/conL.bmp,1,768
con,images/conR.bmp,1,472
null,images/fix.bmp,,
neu,images/neuL.bmp,1,704
inc,images/incR.bmp,1,721
neu,images/neuR.bmp,1,681
null,images/fix.bmp,,
inc,images/incR.bmp,1,673
null,images/fix.bmp,,
neu,images/neuR.bmp,1,585
null,images/fix.bmp,,
con,images/conL.bmp,1,801
inc,images/incL.bmp,1,1712
neu,images/neuL.bmp,1,512
con,images/conR.bmp,1,512
null,images/fix.bmp,,
inc,images/incR.bmp,1,889
con,images/conL.bmp,1,1217
null,images/fix.bmp,,
con,images/conR.bmp,1,497
null,images/fix.bmp,,
neu,images/neuR.bmp,1,681
null,images/fix.bmp,,
inc,images/incL.bmp,1,864
null,images/fix.bmp,,
con,images/conR.bmp,1,488
null,images/fix.bmp,,
inc,images/incL.bmp,1,865
con,images/conL.bmp,1,801
neu,images/neuL.bmp,1,633
inc,images/incR.bmp,1,561
neu,images/neuL.bmp,1,617
inc,images/incL.bmp,1,705
null,images/fix.bmp,,
con,images/conR.bmp,1,601
con,images/conR.bmp,1,529
con,images/conL.bmp,1,800
neu,images/neuR.bmp,1,520
con,images/conL.bmp,1,632
null,images/fix.bmp,,
inc,images/incL.bmp,1,1033
con,images/conR.bmp,1,561
inc,images/incR.bmp,1,1337
con,images/conL.bmp,1,537
null,images/fix.bmp,,
inc,images/incL.bmp,1,961
neu,images/neuR.bmp,1,521
null,images/fix.bmp,,
neu,images/neuL.bmp,1,688
null,images/fix.bmp,,
inc,images/incL.bmp,1,872
neu,images/neuR.bmp,1,672
con,images/conR.bmp,1,568
null,images/fix.bmp,,
con,images/conL.bmp,1,616
neu,images/neuL.bmp,1,608
inc,images/incR.bmp,1,680
null,images/fix.bmp,,
con,images/conR.bmp,1,696
null,images/fix.bmp,,
con,images/conL.bmp,1,648
con,images/conR.bmp,1,512
null,images/fix.bmp,,
con,images/conL.bmp,1,664
neu,images/neuL.bmp,1,624
neu,images/neuL.bmp,1,688
inc,images/incL.bmp,1,808
null,images/fix.bmp,,
neu,images/neuL.bmp,1,768
null,images/fix.bmp,,
,,,
,,,
