trial_type	correct	response_time
neu	0	0.725
inc	1	0.669
con	0	0.677
inc	0	0.526
inc	0	0.83
neu	1	1.598
con	1	1.91
con	1	0.75
neu	1	0.502
con	1	1.03
inc	1	1.078
neu	0	0.718
con	1	0.574
neu	1	0.63
neu	1	0.541
inc	1	0.773
neu	1	0.605
con	1	1.053
con	1	0.534
inc	1	0.662
con	1	0.566
neu	1	0.582
neu	1	0.446
inc	1	0.758
neu	1	0.654
inc	1	0.662
con	1	0.734
neu	1	0.461
inc	1	0.621
inc	1	0.669
inc	0	1.333
inc	1	0.718
inc	0	0.502
inc	1	0.614
con	1	0.438
neu	1	0.614
con	1	0.638
inc	1	0.685
neu	1	0.582
neu	1	0.598
neu	1	0.558
neu	1	0.43
neu	1	0.39
inc	0	0.518
inc	1	0.814
inc	1	0.694
inc	1	0.566
neu	1	0.438
con	1	0.526
neu	1	0.43
con	1	0.534
inc	1	0.574
con	1	0.509
neu	1	0.541
neu	1	0.43
con	1	0.558
con	1	0.534
inc	0	0.47
inc	1	0.726
con	1	0.526
inc	1	0.678
con	1	0.566
con	1	0.525
con	1	0.645
neu	1	0.605
inc	1	0.71
neu	1	0.622
neu	1	0.414
inc	1	0.574
neu	1	0.662
inc	1	0.494
con	1	0.446
con	1	0.582
neu	1	0.55
inc	1	0.598
neu	1	0.494
inc	1	0.646
neu	1	0.477
con	0	0.766
inc	1	0.758
neu	1	0.47
con	1	0.478
inc	1	0.63
con	1	0.822
con	1	0.582
neu	1	0.494
inc	0	0.541
con	1	0.629
inc	1	0.774
con	1	0.71
neu	1	0.542
inc	1	0.654
neu	1	0.598
inc	1	0.622
con	1	0.462
con	1	0.454
con	1	0.566
neu	1	0.494
con	1	0.47
inc	1	0.685
con	1	0.493
inc	1	0.581
con	1	0.645
inc	0	0.446
neu	1	0.55
neu	1	0.59
inc	1	0.558
neu	1	0.614
con	1	0.598
con	1	0.446
neu	1	0.518
inc	0	0.478
con	1	0.573
con	1	0.83
con	1	0.598
con	1	0.566
neu	1	0.574
neu	1	0.534
inc	0	0.502
neu	1	0.502
