condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,612
inc,images/incR.bmp,0,804
con,images/conR.bmp,1,476
inc,images/incL.bmp,1,996
inc,images/incL.bmp,1,684
null,images/fix.bmp,,
neu,images/neuL.bmp,1,620
con,images/conL.bmp,1,597
con,images/conR.bmp,1,581
neu,images/neuR.bmp,1,661
con,images/conL.bmp,1,853
inc,images/incR.bmp,0,1149
neu,images/neuL.bmp,1,645
null,images/fix.bmp,,
con,images/conL.bmp,1,653
neu,images/neuR.bmp,1,573
null,images/fix.bmp,,
neu,images/neuR.bmp,1,565
inc,images/incR.bmp,0,1053
neu,images/neuR.bmp,1,637
con,images/conL.bmp,1,637
con,images/conL.bmp,1,573
inc,images/incR.bmp,1,742
con,images/conR.bmp,1,574
null,images/fix.bmp,,
neu,images/neuR.bmp,1,606
null,images/fix.bmp,,
neu,images/neuR.bmp,1,560
null,images/fix.bmp,,
inc,images/incL.bmp,1,750
neu,images/neuR.bmp,1,637
inc,images/incR.bmp,0,1096
con,images/conL.bmp,1,653
neu,images/neuR.bmp,1,448
inc,images/incL.bmp,1,686
null,images/fix.bmp,,
inc,images/incL.bmp,1,710
inc,images/incR.bmp,0,1248
inc,images/incL.bmp,1,656
null,images/fix.bmp,,
inc,images/incL.bmp,1,761
inc,images/incL.bmp,1,1569
con,images/conR.bmp,1,521
null,images/fix.bmp,,
neu,images/neuR.bmp,1,718
null,images/fix.bmp,,
con,images/conL.bmp,1,665
null,images/fix.bmp,,
inc,images/incL.bmp,1,1113
null,images/fix.bmp,,
neu,images/neuL.bmp,1,618
neu,images/neuL.bmp,1,1170
neu,images/neuL.bmp,1,538
neu,images/neuL.bmp,1,530
neu,images/neuR.bmp,1,610
inc,images/incR.bmp,0,1306
inc,images/incR.bmp,1,681
inc,images/incL.bmp,1,761
inc,images/incL.bmp,1,674
neu,images/neuR.bmp,1,625
con,images/conR.bmp,1,745
neu,images/neuR.bmp,1,633
con,images/conR.bmp,1,673
null,images/fix.bmp,,
inc,images/incR.bmp,1,986
con,images/conR.bmp,1,1002
null,images/fix.bmp,,
neu,images/neuL.bmp,1,722
neu,images/neuR.bmp,1,730
null,images/fix.bmp,,
con,images/conL.bmp,1,706
con,images/conL.bmp,1,826
inc,images/incL.bmp,1,1298
null,images/fix.bmp,,
inc,images/incR.bmp,1,1178
con,images/conR.bmp,1,843
null,images/fix.bmp,,
inc,images/incR.bmp,1,1139
null,images/fix.bmp,,
con,images/conR.bmp,1,971
con,images/conR.bmp,1,635
con,images/conL.bmp,1,683
neu,images/neuL.bmp,1,587
null,images/fix.bmp,,
inc,images/incR.bmp,1,1067
neu,images/neuL.bmp,1,699
neu,images/neuR.bmp,1,650
inc,images/incR.bmp,1,1019
neu,images/neuL.bmp,1,595
inc,images/incR.bmp,1,740
null,images/fix.bmp,,
con,images/conL.bmp,1,747
con,images/conR.bmp,1,667
null,images/fix.bmp,,
neu,images/neuL.bmp,1,611
inc,images/incR.bmp,1,899
neu,images/neuR.bmp,1,579
null,images/fix.bmp,,
inc,images/incR.bmp,1,1027
null,images/fix.bmp,,
neu,images/neuR.bmp,1,707
null,images/fix.bmp,,
con,images/conL.bmp,1,652
inc,images/incL.bmp,1,1460
neu,images/neuL.bmp,1,572
con,images/conR.bmp,1,572
null,images/fix.bmp,,
inc,images/incR.bmp,1,1044
con,images/conL.bmp,1,740
null,images/fix.bmp,,
con,images/conR.bmp,1,868
null,images/fix.bmp,,
neu,images/neuR.bmp,1,580
null,images/fix.bmp,,
inc,images/incL.bmp,1,885
null,images/fix.bmp,,
con,images/conR.bmp,1,813
null,images/fix.bmp,,
inc,images/incL.bmp,1,1421
con,images/conL.bmp,1,604
neu,images/neuL.bmp,1,556
inc,images/incR.bmp,1,972
neu,images/neuL.bmp,1,788
inc,images/incL.bmp,1,964
null,images/fix.bmp,,
con,images/conR.bmp,1,652
con,images/conR.bmp,1,596
con,images/conL.bmp,1,644
neu,images/neuR.bmp,1,613
con,images/conL.bmp,1,661
null,images/fix.bmp,,
inc,images/incL.bmp,1,741
con,images/conR.bmp,0,1189
inc,images/incR.bmp,1,645
con,images/conL.bmp,1,533
null,images/fix.bmp,,
inc,images/incL.bmp,1,749
neu,images/neuR.bmp,1,613
null,images/fix.bmp,,
neu,images/neuL.bmp,1,637
null,images/fix.bmp,,
inc,images/incL.bmp,1,902
neu,images/neuR.bmp,1,622
con,images/conR.bmp,1,670
null,images/fix.bmp,,
con,images/conL.bmp,1,774
neu,images/neuL.bmp,1,590
inc,images/incR.bmp,1,1054
null,images/fix.bmp,,
con,images/conR.bmp,1,646
null,images/fix.bmp,,
con,images/conL.bmp,1,662
con,images/conR.bmp,1,637
null,images/fix.bmp,,
con,images/conL.bmp,1,862
neu,images/neuL.bmp,1,526
neu,images/neuL.bmp,1,606
inc,images/incL.bmp,1,1366
null,images/fix.bmp,,
neu,images/neuL.bmp,1,598
null,images/fix.bmp,,
,,,
,,,
