trial_type	correct	response_time
neu	1	0.952
inc	1	0.76
con	1	0.624
inc	1	0.544
inc	1	0.672
neu	1	0.736
con	1	0.576
con	1	0.608
neu	1	0.519
con	1	0.615
inc	1	0.655
neu	1	0.543
con	1	0.631
neu	1	0.503
neu	0	0.319
inc	1	0.751
neu	1	0.615
con	1	0.768
con	1	0.736
inc	1	0.72
con	1	0.696
neu	1	0.616
neu	1	0.544
inc	0	0.855
neu	1	0.655
inc	1	0.743
con	1	0.711
neu	1	0.615
inc	1	0.679
inc	1	0.815
inc	1	1.759
inc	1	0.831
inc	1	0.888
inc	1	0.744
con	1	0.648
neu	1	0.68
con	1	0.624
inc	1	0.735
neu	1	0.671
neu	1	0.575
neu	1	0.511
neu	1	0.511
neu	1	0.719
inc	1	0.751
inc	1	0.743
inc	1	0.551
inc	1	0.736
neu	1	0.688
con	1	0.648
neu	1	0.712
con	1	0.528
inc	1	0.728
con	1	0.656
neu	1	0.679
neu	1	0.535
con	1	0.663
con	1	0.647
inc	1	0.695
inc	1	0.703
con	1	0.903
inc	1	0.663
con	1	0.72
con	1	0.6
con	1	0.656
neu	1	0.656
inc	1	0.672
neu	1	0.68
neu	1	0.52
inc	1	0.679
neu	1	0.607
inc	1	0.623
con	1	0.631
con	1	0.607
neu	1	0.703
inc	1	0.567
neu	1	0.631
inc	1	0.679
neu	1	0.584
con	1	0.784
inc	1	1.616
neu	1	0.736
con	1	0.664
inc	1	0.68
con	1	1.415
con	1	0.551
neu	1	0.615
inc	1	0.759
con	1	0.639
inc	1	0.823
con	1	0.904
neu	1	0.72
inc	1	0.616
neu	1	0.52
inc	1	0.76
con	1	0.584
con	1	0.624
con	1	0.672
neu	1	0.592
con	1	0.72
inc	1	0.799
con	1	0.615
inc	0	0.967
con	1	0.663
inc	1	0.727
neu	1	1.639
neu	1	0.607
inc	1	0.648
neu	1	0.552
con	1	0.52
con	1	0.656
neu	1	0.552
inc	1	0.64
con	1	0.559
con	1	0.623
con	1	0.623
con	1	0.607
neu	1	1.463
neu	1	0.615
inc	1	0.703
neu	1	0.615
