condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,903
inc,images/incR.bmp,0,807
con,images/conR.bmp,1,559
inc,images/incL.bmp,1,751
inc,images/incL.bmp,1,639
null,images/fix.bmp,,
neu,images/neuL.bmp,1,551
con,images/conL.bmp,1,583
con,images/conR.bmp,1,575
neu,images/neuR.bmp,1,831
con,images/conL.bmp,1,471
inc,images/incR.bmp,1,639
neu,images/neuL.bmp,1,519
null,images/fix.bmp,,
con,images/conL.bmp,1,472
neu,images/neuR.bmp,1,496
null,images/fix.bmp,,
neu,images/neuR.bmp,0,487
inc,images/incR.bmp,1,607
neu,images/neuR.bmp,1,535
con,images/conL.bmp,1,599
con,images/conL.bmp,1,487
inc,images/incR.bmp,1,567
con,images/conR.bmp,1,575
null,images/fix.bmp,,
neu,images/neuR.bmp,1,551
null,images/fix.bmp,,
neu,images/neuR.bmp,1,487
null,images/fix.bmp,,
inc,images/incL.bmp,1,711
neu,images/neuR.bmp,1,479
inc,images/incR.bmp,1,639
con,images/conL.bmp,1,599
neu,images/neuR.bmp,1,663
inc,images/incL.bmp,1,640
null,images/fix.bmp,,
inc,images/incL.bmp,1,599
inc,images/incR.bmp,1,623
inc,images/incL.bmp,1,623
null,images/fix.bmp,,
inc,images/incL.bmp,1,583
inc,images/incL.bmp,1,607
con,images/conR.bmp,1,647
null,images/fix.bmp,,
neu,images/neuR.bmp,1,567
null,images/fix.bmp,,
con,images/conL.bmp,1,735
null,images/fix.bmp,,
inc,images/incL.bmp,1,663
null,images/fix.bmp,,
neu,images/neuL.bmp,1,382
neu,images/neuL.bmp,1,566
neu,images/neuL.bmp,1,518
neu,images/neuL.bmp,1,398
neu,images/neuR.bmp,1,422
inc,images/incR.bmp,1,639
inc,images/incR.bmp,1,607
inc,images/incL.bmp,0,583
inc,images/incL.bmp,1,551
neu,images/neuR.bmp,1,527
con,images/conR.bmp,1,631
neu,images/neuR.bmp,1,542
con,images/conR.bmp,1,574
null,images/fix.bmp,,
inc,images/incR.bmp,1,638
con,images/conR.bmp,1,558
null,images/fix.bmp,,
neu,images/neuL.bmp,1,543
neu,images/neuR.bmp,1,439
null,images/fix.bmp,,
con,images/conL.bmp,1,574
con,images/conL.bmp,1,630
inc,images/incL.bmp,1,606
null,images/fix.bmp,,
inc,images/incR.bmp,1,687
con,images/conR.bmp,1,607
null,images/fix.bmp,,
inc,images/incR.bmp,1,671
null,images/fix.bmp,,
con,images/conR.bmp,1,630
con,images/conR.bmp,1,566
con,images/conL.bmp,1,502
neu,images/neuL.bmp,1,566
null,images/fix.bmp,,
inc,images/incR.bmp,1,663
neu,images/neuL.bmp,1,559
neu,images/neuR.bmp,0,607
inc,images/incR.bmp,1,703
neu,images/neuL.bmp,1,599
inc,images/incR.bmp,1,599
null,images/fix.bmp,,
con,images/conL.bmp,1,566
con,images/conR.bmp,1,502
null,images/fix.bmp,,
neu,images/neuL.bmp,1,559
inc,images/incR.bmp,1,639
neu,images/neuR.bmp,1,551
null,images/fix.bmp,,
inc,images/incR.bmp,1,663
null,images/fix.bmp,,
neu,images/neuR.bmp,1,582
null,images/fix.bmp,,
con,images/conL.bmp,1,630
inc,images/incL.bmp,0,623
neu,images/neuL.bmp,1,687
con,images/conR.bmp,1,671
null,images/fix.bmp,,
inc,images/incR.bmp,1,695
con,images/conL.bmp,1,559
null,images/fix.bmp,,
con,images/conR.bmp,1,686
null,images/fix.bmp,,
neu,images/neuR.bmp,1,783
null,images/fix.bmp,,
inc,images/incL.bmp,1,639
null,images/fix.bmp,,
con,images/conR.bmp,1,654
null,images/fix.bmp,,
inc,images/incL.bmp,1,710
con,images/conL.bmp,1,598
neu,images/neuL.bmp,1,550
inc,images/incR.bmp,1,630
neu,images/neuL.bmp,1,631
inc,images/incL.bmp,1,591
null,images/fix.bmp,,
con,images/conR.bmp,1,655
con,images/conR.bmp,1,591
con,images/conL.bmp,1,567
neu,images/neuR.bmp,1,622
con,images/conL.bmp,1,574
null,images/fix.bmp,,
inc,images/incL.bmp,1,615
con,images/conR.bmp,1,583
inc,images/incR.bmp,1,727
con,images/conL.bmp,1,575
null,images/fix.bmp,,
inc,images/incL.bmp,1,599
neu,images/neuR.bmp,1,646
null,images/fix.bmp,,
neu,images/neuL.bmp,1,510
null,images/fix.bmp,,
inc,images/incL.bmp,1,711
neu,images/neuR.bmp,1,623
con,images/conR.bmp,1,599
null,images/fix.bmp,,
con,images/conL.bmp,1,607
neu,images/neuL.bmp,1,526
inc,images/incR.bmp,1,670
null,images/fix.bmp,,
con,images/conR.bmp,1,615
null,images/fix.bmp,,
con,images/conL.bmp,1,551
con,images/conR.bmp,1,567
null,images/fix.bmp,,
con,images/conL.bmp,1,551
neu,images/neuL.bmp,1,638
neu,images/neuL.bmp,1,518
inc,images/incL.bmp,1,646
null,images/fix.bmp,,
neu,images/neuL.bmp,1,574
null,images/fix.bmp,,
,,,
,,,
