condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,583
inc,images/incR.bmp,0,0
con,images/conR.bmp,1,551
inc,images/incL.bmp,1,607
inc,images/incL.bmp,1,615
null,images/fix.bmp,,
neu,images/neuL.bmp,1,584
con,images/conL.bmp,1,624
con,images/conR.bmp,1,408
neu,images/neuR.bmp,1,528
con,images/conL.bmp,1,520
inc,images/incR.bmp,1,512
neu,images/neuL.bmp,1,496
null,images/fix.bmp,,
con,images/conL.bmp,1,575
neu,images/neuR.bmp,1,567
null,images/fix.bmp,,
neu,images/neuR.bmp,1,495
inc,images/incR.bmp,1,895
neu,images/neuR.bmp,1,616
con,images/conL.bmp,1,520
con,images/conL.bmp,1,536
inc,images/incR.bmp,1,528
con,images/conR.bmp,1,472
null,images/fix.bmp,,
neu,images/neuR.bmp,1,535
null,images/fix.bmp,,
neu,images/neuR.bmp,1,519
null,images/fix.bmp,,
inc,images/incL.bmp,1,631
neu,images/neuR.bmp,1,1023
inc,images/incR.bmp,1,688
con,images/conL.bmp,1,544
neu,images/neuR.bmp,1,536
inc,images/incL.bmp,1,552
null,images/fix.bmp,,
inc,images/incL.bmp,1,592
inc,images/incR.bmp,1,576
inc,images/incL.bmp,1,583
null,images/fix.bmp,,
inc,images/incL.bmp,1,671
inc,images/incL.bmp,1,679
con,images/conR.bmp,1,551
null,images/fix.bmp,,
neu,images/neuR.bmp,1,648
null,images/fix.bmp,,
con,images/conL.bmp,1,704
null,images/fix.bmp,,
inc,images/incL.bmp,1,647
null,images/fix.bmp,,
neu,images/neuL.bmp,1,575
neu,images/neuL.bmp,1,687
neu,images/neuL.bmp,1,543
neu,images/neuL.bmp,1,503
neu,images/neuR.bmp,1,423
inc,images/incR.bmp,1,703
inc,images/incR.bmp,1,703
inc,images/incL.bmp,1,615
inc,images/incL.bmp,1,590
neu,images/neuR.bmp,1,534
con,images/conR.bmp,1,534
neu,images/neuR.bmp,1,511
con,images/conR.bmp,1,463
null,images/fix.bmp,,
inc,images/incR.bmp,1,671
con,images/conR.bmp,1,527
null,images/fix.bmp,,
neu,images/neuL.bmp,1,439
neu,images/neuR.bmp,1,519
null,images/fix.bmp,,
con,images/conL.bmp,1,566
con,images/conL.bmp,1,566
inc,images/incL.bmp,1,663
null,images/fix.bmp,,
inc,images/incR.bmp,1,695
con,images/conR.bmp,1,567
null,images/fix.bmp,,
inc,images/incR.bmp,1,559
null,images/fix.bmp,,
con,images/conR.bmp,1,727
con,images/conR.bmp,1,510
con,images/conL.bmp,1,526
neu,images/neuL.bmp,1,526
null,images/fix.bmp,,
inc,images/incR.bmp,1,591
neu,images/neuL.bmp,1,671
neu,images/neuR.bmp,1,551
inc,images/incR.bmp,1,583
neu,images/neuL.bmp,1,535
inc,images/incR.bmp,1,567
null,images/fix.bmp,,
con,images/conL.bmp,1,543
con,images/conR.bmp,1,535
null,images/fix.bmp,,
neu,images/neuL.bmp,1,511
inc,images/incR.bmp,1,534
neu,images/neuR.bmp,1,622
null,images/fix.bmp,,
inc,images/incR.bmp,1,583
null,images/fix.bmp,,
neu,images/neuR.bmp,1,503
null,images/fix.bmp,,
con,images/conL.bmp,1,607
inc,images/incL.bmp,1,799
neu,images/neuL.bmp,1,487
con,images/conR.bmp,1,503
null,images/fix.bmp,,
inc,images/incR.bmp,1,654
con,images/conL.bmp,1,599
null,images/fix.bmp,,
con,images/conR.bmp,1,599
null,images/fix.bmp,,
neu,images/neuR.bmp,1,591
null,images/fix.bmp,,
inc,images/incL.bmp,1,895
null,images/fix.bmp,,
con,images/conR.bmp,1,511
null,images/fix.bmp,,
inc,images/incL.bmp,1,670
con,images/conL.bmp,1,599
neu,images/neuL.bmp,1,591
inc,images/incR.bmp,0,0
neu,images/neuL.bmp,1,583
inc,images/incL.bmp,1,599
null,images/fix.bmp,,
con,images/conR.bmp,1,543
con,images/conR.bmp,1,567
con,images/conL.bmp,1,567
neu,images/neuR.bmp,1,575
con,images/conL.bmp,1,543
null,images/fix.bmp,,
inc,images/incL.bmp,1,655
con,images/conR.bmp,1,583
inc,images/incR.bmp,1,655
con,images/conL.bmp,1,583
null,images/fix.bmp,,
inc,images/incL.bmp,1,663
neu,images/neuR.bmp,1,663
null,images/fix.bmp,,
neu,images/neuL.bmp,1,559
null,images/fix.bmp,,
inc,images/incL.bmp,1,615
neu,images/neuR.bmp,1,542
con,images/conR.bmp,1,718
null,images/fix.bmp,,
con,images/conL.bmp,1,647
neu,images/neuL.bmp,1,575
inc,images/incR.bmp,1,615
null,images/fix.bmp,,
con,images/conR.bmp,1,527
null,images/fix.bmp,,
con,images/conL.bmp,1,551
con,images/conR.bmp,1,567
null,images/fix.bmp,,
con,images/conL.bmp,1,574
neu,images/neuL.bmp,1,518
neu,images/neuL.bmp,1,519
inc,images/incL.bmp,1,615
null,images/fix.bmp,,
neu,images/neuL.bmp,1,479
null,images/fix.bmp,,
,,,
,,,
