trial_type	correct	response_time
neu	1	0.759
inc	0	1.487
con	1	0.927
inc	1	1.015
inc	1	0.767
neu	1	0.64
con	1	0.736
con	1	0.872
neu	1	1.224
con	1	0.624
inc	1	1.088
neu	1	0.584
con	1	0.568
neu	1	0.936
neu	1	0.743
inc	1	1.703
neu	1	0.615
con	1	0.543
con	1	0.631
inc	0	0.527
con	1	0.64
neu	1	0.688
neu	1	0.552
inc	1	0.912
neu	1	0.608
inc	1	0.752
con	1	0.591
neu	1	0.463
inc	1	0.831
inc	1	0.727
inc	1	0.623
inc	1	0.791
inc	1	0.776
inc	1	0.736
con	1	0.68
neu	1	0.688
con	1	0.576
inc	1	0.807
neu	1	0.615
neu	1	0.551
neu	1	0.576
neu	1	0.536
neu	1	0.568
inc	0	0.504
inc	1	0.928
inc	1	0.832
inc	1	0.832
neu	1	0.784
con	1	0.632
neu	1	0.712
con	1	0.76
inc	1	0.735
con	1	0.631
neu	1	0.631
neu	1	0.647
con	1	0.6
con	1	0.624
inc	1	0.744
inc	1	0.856
con	1	0.648
inc	1	0.872
con	1	0.615
con	1	0.655
con	1	0.719
neu	1	0.663
inc	1	0.695
neu	1	0.567
neu	1	0.64
inc	1	0.944
neu	1	0.576
inc	1	0.744
con	1	0.56
con	1	0.584
neu	1	0.592
inc	1	0.68
neu	1	0.68
inc	1	0.695
neu	1	0.591
con	1	0.623
inc	1	0.952
neu	1	0.608
con	1	0.616
inc	1	0.76
con	1	0.624
con	1	0.992
neu	1	0.719
inc	1	0.911
con	1	0.887
inc	1	0.823
con	1	0.632
neu	1	0.568
inc	1	0.84
neu	1	0.512
inc	1	0.84
con	1	0.632
con	1	0.624
con	1	0.528
neu	1	0.56
con	1	0.592
inc	0	1.087
con	1	0.679
inc	1	1.463
con	1	0.599
inc	1	0.823
neu	1	0.584
neu	1	0.872
inc	1	0.776
neu	1	0.744
con	1	0.552
con	1	0.504
neu	1	0.527
inc	1	0.991
con	1	0.591
con	1	0.559
con	1	0.551
con	1	0.528
neu	1	0.536
neu	1	0.472
inc	0	0.648
neu	1	0.528
