condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,716
inc,images/incR.bmp,0,708
con,images/conR.bmp,1,540
inc,images/incL.bmp,1,844
inc,images/incL.bmp,0,700
null,images/fix.bmp,,
neu,images/neuL.bmp,1,740
con,images/conL.bmp,1,868
con,images/conR.bmp,1,580
neu,images/neuR.bmp,1,644
con,images/conL.bmp,1,572
inc,images/incR.bmp,0,660
neu,images/neuL.bmp,1,636
null,images/fix.bmp,,
con,images/conL.bmp,1,580
neu,images/neuR.bmp,1,564
null,images/fix.bmp,,
neu,images/neuR.bmp,1,573
inc,images/incR.bmp,0,557
neu,images/neuR.bmp,1,604
con,images/conL.bmp,1,596
con,images/conL.bmp,1,604
inc,images/incR.bmp,1,732
con,images/conR.bmp,1,548
null,images/fix.bmp,,
neu,images/neuR.bmp,1,484
null,images/fix.bmp,,
neu,images/neuR.bmp,1,516
null,images/fix.bmp,,
inc,images/incL.bmp,1,861
neu,images/neuR.bmp,1,517
inc,images/incR.bmp,1,724
con,images/conL.bmp,1,596
neu,images/neuR.bmp,1,524
inc,images/incL.bmp,1,788
null,images/fix.bmp,,
inc,images/incL.bmp,1,772
inc,images/incR.bmp,1,652
inc,images/incL.bmp,1,620
null,images/fix.bmp,,
inc,images/incL.bmp,1,716
inc,images/incL.bmp,1,645
con,images/conR.bmp,1,517
null,images/fix.bmp,,
neu,images/neuR.bmp,1,484
null,images/fix.bmp,,
con,images/conL.bmp,1,628
null,images/fix.bmp,,
inc,images/incL.bmp,1,884
null,images/fix.bmp,,
neu,images/neuL.bmp,1,549
neu,images/neuL.bmp,1,653
neu,images/neuL.bmp,1,652
neu,images/neuL.bmp,1,572
neu,images/neuR.bmp,1,572
inc,images/incR.bmp,1,820
inc,images/incR.bmp,0,692
inc,images/incL.bmp,1,668
inc,images/incL.bmp,1,924
neu,images/neuR.bmp,1,572
con,images/conR.bmp,1,556
neu,images/neuR.bmp,1,492
con,images/conR.bmp,1,476
null,images/fix.bmp,,
inc,images/incR.bmp,1,845
con,images/conR.bmp,1,580
null,images/fix.bmp,,
neu,images/neuL.bmp,1,628
neu,images/neuR.bmp,1,644
null,images/fix.bmp,,
con,images/conL.bmp,1,628
con,images/conL.bmp,1,724
inc,images/incL.bmp,0,804
null,images/fix.bmp,,
inc,images/incR.bmp,1,709
con,images/conR.bmp,1,573
null,images/fix.bmp,,
inc,images/incR.bmp,1,660
null,images/fix.bmp,,
con,images/conR.bmp,1,876
con,images/conR.bmp,1,604
con,images/conL.bmp,1,636
neu,images/neuL.bmp,1,612
null,images/fix.bmp,,
inc,images/incR.bmp,1,724
neu,images/neuL.bmp,1,620
neu,images/neuR.bmp,1,565
inc,images/incR.bmp,1,637
neu,images/neuL.bmp,1,581
inc,images/incR.bmp,1,708
null,images/fix.bmp,,
con,images/conL.bmp,1,652
con,images/conR.bmp,1,612
null,images/fix.bmp,,
neu,images/neuL.bmp,1,652
inc,images/incR.bmp,1,1364
neu,images/neuR.bmp,1,596
null,images/fix.bmp,,
inc,images/incR.bmp,1,724
null,images/fix.bmp,,
neu,images/neuR.bmp,1,468
null,images/fix.bmp,,
con,images/conL.bmp,1,1355
inc,images/incL.bmp,0,683
neu,images/neuL.bmp,1,779
con,images/conR.bmp,1,675
null,images/fix.bmp,,
inc,images/incR.bmp,1,732
con,images/conL.bmp,1,612
null,images/fix.bmp,,
con,images/conR.bmp,1,708
null,images/fix.bmp,,
neu,images/neuR.bmp,1,499
null,images/fix.bmp,,
inc,images/incL.bmp,1,995
null,images/fix.bmp,,
con,images/conR.bmp,1,619
null,images/fix.bmp,,
inc,images/incL.bmp,0,868
con,images/conL.bmp,1,620
neu,images/neuL.bmp,1,684
inc,images/incR.bmp,1,780
neu,images/neuL.bmp,1,636
inc,images/incL.bmp,1,772
null,images/fix.bmp,,
con,images/conR.bmp,1,643
con,images/conR.bmp,1,803
con,images/conL.bmp,1,627
neu,images/neuR.bmp,1,587
con,images/conL.bmp,1,659
null,images/fix.bmp,,
inc,images/incL.bmp,1,844
con,images/conR.bmp,1,676
inc,images/incR.bmp,1,804
con,images/conL.bmp,1,636
null,images/fix.bmp,,
inc,images/incL.bmp,1,916
neu,images/neuR.bmp,1,587
null,images/fix.bmp,,
neu,images/neuL.bmp,1,739
null,images/fix.bmp,,
inc,images/incL.bmp,1,1051
neu,images/neuR.bmp,1,627
con,images/conR.bmp,1,700
null,images/fix.bmp,,
con,images/conL.bmp,1,676
neu,images/neuL.bmp,1,732
inc,images/incR.bmp,1,700
null,images/fix.bmp,,
con,images/conR.bmp,1,667
null,images/fix.bmp,,
con,images/conL.bmp,1,627
con,images/conR.bmp,1,579
null,images/fix.bmp,,
con,images/conL.bmp,1,660
neu,images/neuL.bmp,1,708
neu,images/neuL.bmp,1,612
inc,images/incL.bmp,0,828
null,images/fix.bmp,,
neu,images/neuL.bmp,1,676
null,images/fix.bmp,,
,,,
,,,
