trial_type	correct	response_time
neu	1	0.788
inc	0	1.348
con	1	0.644
inc	1	0.588
inc	1	0.684
neu	1	0.66
con	1	0.596
con	1	0.651
neu	1	0.475
con	1	0.508
inc	1	0.732
neu	1	0.396
con	1	0.588
neu	1	0.572
neu	1	0.652
inc	0	0.436
neu	1	0.412
con	1	0.572
con	1	0.692
inc	1	0.612
con	1	0.54
neu	1	0.572
neu	1	0.596
inc	1	0.668
neu	1	0.492
inc	1	0.652
con	1	0.54
neu	1	0.468
inc	1	0.652
inc	1	0.684
inc	1	1.06
inc	1	0.555
inc	1	0.66
inc	1	0.644
con	1	0.468
neu	1	0.612
con	1	0.676
inc	1	0.827
neu	1	0.652
neu	1	0.564
neu	1	0.548
neu	1	0.58
neu	1	0.548
inc	1	0.684
inc	1	0.596
inc	1	0.668
inc	1	0.604
neu	1	0.572
con	1	0.62
neu	1	0.628
con	1	0.556
inc	1	0.644
con	1	0.54
neu	1	0.596
neu	1	0.516
con	1	0.7
con	1	0.716
inc	1	0.74
inc	1	0.708
con	1	0.572
inc	1	0.691
con	1	0.612
con	1	0.572
con	1	0.7
neu	1	0.508
inc	1	0.7
neu	1	0.548
neu	1	0.66
inc	1	0.676
neu	1	0.724
inc	1	0.62
con	1	0.619
con	1	0.636
neu	1	0.844
inc	1	0.692
neu	1	0.644
inc	1	0.684
neu	1	0.588
con	1	0.836
inc	1	0.692
neu	1	0.555
con	1	0.579
inc	1	0.676
con	1	0.676
con	1	0.604
neu	1	0.652
inc	1	0.732
con	1	0.572
inc	1	0.747
con	1	0.683
neu	1	0.475
inc	1	0.875
neu	1	0.547
inc	1	0.675
con	1	0.571
con	1	0.475
con	1	0.611
neu	1	0.411
con	1	0.475
inc	1	0.644
con	1	0.611
inc	1	1.019
con	1	0.499
inc	1	0.643
neu	1	0.667
neu	1	0.539
inc	1	0.667
neu	1	0.579
con	1	0.571
con	1	0.644
neu	1	0.644
inc	1	0.819
con	1	0.731
con	1	0.603
con	1	0.611
con	1	0.595
neu	1	0.659
neu	1	0.555
inc	1	0.652
neu	1	0.548
