condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,952
inc,images/incR.bmp,1,760
con,images/conR.bmp,1,624
inc,images/incL.bmp,1,544
inc,images/incL.bmp,1,672
null,images/fix.bmp,,
neu,images/neuL.bmp,1,736
con,images/conL.bmp,1,576
con,images/conR.bmp,1,608
neu,images/neuR.bmp,1,519
con,images/conL.bmp,1,615
inc,images/incR.bmp,1,655
neu,images/neuL.bmp,1,543
null,images/fix.bmp,,
con,images/conL.bmp,1,631
neu,images/neuR.bmp,1,503
null,images/fix.bmp,,
neu,images/neuR.bmp,0,319
inc,images/incR.bmp,1,751
neu,images/neuR.bmp,1,615
con,images/conL.bmp,1,768
con,images/conL.bmp,1,736
inc,images/incR.bmp,1,720
con,images/conR.bmp,1,696
null,images/fix.bmp,,
neu,images/neuR.bmp,1,616
null,images/fix.bmp,,
neu,images/neuR.bmp,1,544
null,images/fix.bmp,,
inc,images/incL.bmp,0,855
neu,images/neuR.bmp,1,655
inc,images/incR.bmp,1,743
con,images/conL.bmp,1,711
neu,images/neuR.bmp,1,615
inc,images/incL.bmp,1,679
null,images/fix.bmp,,
inc,images/incL.bmp,1,815
inc,images/incR.bmp,1,1759
inc,images/incL.bmp,1,831
null,images/fix.bmp,,
inc,images/incL.bmp,1,888
inc,images/incL.bmp,1,744
con,images/conR.bmp,1,648
null,images/fix.bmp,,
neu,images/neuR.bmp,1,680
null,images/fix.bmp,,
con,images/conL.bmp,1,624
null,images/fix.bmp,,
inc,images/incL.bmp,1,735
null,images/fix.bmp,,
neu,images/neuL.bmp,1,671
neu,images/neuL.bmp,1,575
neu,images/neuL.bmp,1,511
neu,images/neuL.bmp,1,511
neu,images/neuR.bmp,1,719
inc,images/incR.bmp,1,751
inc,images/incR.bmp,1,743
inc,images/incL.bmp,1,551
inc,images/incL.bmp,1,736
neu,images/neuR.bmp,1,688
con,images/conR.bmp,1,648
neu,images/neuR.bmp,1,712
con,images/conR.bmp,1,528
null,images/fix.bmp,,
inc,images/incR.bmp,1,728
con,images/conR.bmp,1,656
null,images/fix.bmp,,
neu,images/neuL.bmp,1,679
neu,images/neuR.bmp,1,535
null,images/fix.bmp,,
con,images/conL.bmp,1,663
con,images/conL.bmp,1,647
inc,images/incL.bmp,1,695
null,images/fix.bmp,,
inc,images/incR.bmp,1,703
con,images/conR.bmp,1,903
null,images/fix.bmp,,
inc,images/incR.bmp,1,663
null,images/fix.bmp,,
con,images/conR.bmp,1,720
con,images/conR.bmp,1,600
con,images/conL.bmp,1,656
neu,images/neuL.bmp,1,656
null,images/fix.bmp,,
inc,images/incR.bmp,1,672
neu,images/neuL.bmp,1,680
neu,images/neuR.bmp,1,520
inc,images/incR.bmp,1,679
neu,images/neuL.bmp,1,607
inc,images/incR.bmp,1,623
null,images/fix.bmp,,
con,images/conL.bmp,1,631
con,images/conR.bmp,1,607
null,images/fix.bmp,,
neu,images/neuL.bmp,1,703
inc,images/incR.bmp,1,567
neu,images/neuR.bmp,1,631
null,images/fix.bmp,,
inc,images/incR.bmp,1,679
null,images/fix.bmp,,
neu,images/neuR.bmp,1,584
null,images/fix.bmp,,
con,images/conL.bmp,1,784
inc,images/incL.bmp,1,1616
neu,images/neuL.bmp,1,736
con,images/conR.bmp,1,664
null,images/fix.bmp,,
inc,images/incR.bmp,1,680
con,images/conL.bmp,1,1415
null,images/fix.bmp,,
con,images/conR.bmp,1,551
null,images/fix.bmp,,
neu,images/neuR.bmp,1,615
null,images/fix.bmp,,
inc,images/incL.bmp,1,759
null,images/fix.bmp,,
con,images/conR.bmp,1,639
null,images/fix.bmp,,
inc,images/incL.bmp,1,823
con,images/conL.bmp,1,904
neu,images/neuL.bmp,1,720
inc,images/incR.bmp,1,616
neu,images/neuL.bmp,1,520
inc,images/incL.bmp,1,760
null,images/fix.bmp,,
con,images/conR.bmp,1,584
con,images/conR.bmp,1,624
con,images/conL.bmp,1,672
neu,images/neuR.bmp,1,592
con,images/conL.bmp,1,720
null,images/fix.bmp,,
inc,images/incL.bmp,1,799
con,images/conR.bmp,1,615
inc,images/incR.bmp,0,967
con,images/conL.bmp,1,663
null,images/fix.bmp,,
inc,images/incL.bmp,1,727
neu,images/neuR.bmp,1,1639
null,images/fix.bmp,,
neu,images/neuL.bmp,1,607
null,images/fix.bmp,,
inc,images/incL.bmp,1,648
neu,images/neuR.bmp,1,552
con,images/conR.bmp,1,520
null,images/fix.bmp,,
con,images/conL.bmp,1,656
neu,images/neuL.bmp,1,552
inc,images/incR.bmp,1,640
null,images/fix.bmp,,
con,images/conR.bmp,1,559
null,images/fix.bmp,,
con,images/conL.bmp,1,623
con,images/conR.bmp,1,623
null,images/fix.bmp,,
con,images/conL.bmp,1,607
neu,images/neuL.bmp,1,1463
neu,images/neuL.bmp,1,615
inc,images/incL.bmp,1,703
null,images/fix.bmp,,
neu,images/neuL.bmp,1,615
null,images/fix.bmp,,
,,,
,,,
