condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,980
inc,images/incR.bmp,1,636
con,images/conR.bmp,1,444
inc,images/incL.bmp,1,452
inc,images/incL.bmp,1,516
null,images/fix.bmp,,
neu,images/neuL.bmp,1,780
con,images/conL.bmp,1,444
con,images/conR.bmp,1,396
neu,images/neuR.bmp,1,468
con,images/conL.bmp,1,419
inc,images/incR.bmp,1,547
neu,images/neuL.bmp,1,595
null,images/fix.bmp,,
con,images/conL.bmp,1,931
neu,images/neuR.bmp,1,483
null,images/fix.bmp,,
neu,images/neuR.bmp,1,484
inc,images/incR.bmp,0,404
neu,images/neuR.bmp,1,468
con,images/conL.bmp,1,628
con,images/conL.bmp,1,444
inc,images/incR.bmp,1,476
con,images/conR.bmp,1,404
null,images/fix.bmp,,
neu,images/neuR.bmp,1,579
null,images/fix.bmp,,
neu,images/neuR.bmp,1,475
null,images/fix.bmp,,
inc,images/incL.bmp,0,1291
neu,images/neuR.bmp,1,524
inc,images/incR.bmp,1,964
con,images/conL.bmp,1,540
neu,images/neuR.bmp,1,612
inc,images/incL.bmp,1,692
null,images/fix.bmp,,
inc,images/incL.bmp,1,644
inc,images/incR.bmp,1,580
inc,images/incL.bmp,1,564
null,images/fix.bmp,,
inc,images/incL.bmp,1,739
inc,images/incL.bmp,1,571
con,images/conR.bmp,1,475
null,images/fix.bmp,,
neu,images/neuR.bmp,1,596
null,images/fix.bmp,,
con,images/conL.bmp,1,556
null,images/fix.bmp,,
inc,images/incL.bmp,1,748
null,images/fix.bmp,,
neu,images/neuL.bmp,1,547
neu,images/neuL.bmp,1,483
neu,images/neuL.bmp,1,483
neu,images/neuL.bmp,1,467
neu,images/neuR.bmp,1,499
inc,images/incR.bmp,1,796
inc,images/incR.bmp,1,572
inc,images/incL.bmp,1,596
inc,images/incL.bmp,1,740
neu,images/neuR.bmp,1,460
con,images/conR.bmp,1,436
neu,images/neuR.bmp,1,404
con,images/conR.bmp,1,340
null,images/fix.bmp,,
inc,images/incR.bmp,1,844
con,images/conR.bmp,1,459
null,images/fix.bmp,,
neu,images/neuL.bmp,1,579
neu,images/neuR.bmp,1,419
null,images/fix.bmp,,
con,images/conL.bmp,1,596
con,images/conL.bmp,1,380
inc,images/incL.bmp,1,516
null,images/fix.bmp,,
inc,images/incR.bmp,1,548
con,images/conR.bmp,1,388
null,images/fix.bmp,,
inc,images/incR.bmp,1,556
null,images/fix.bmp,,
con,images/conR.bmp,1,539
con,images/conR.bmp,1,427
con,images/conL.bmp,1,451
neu,images/neuL.bmp,1,460
null,images/fix.bmp,,
inc,images/incR.bmp,1,564
neu,images/neuL.bmp,1,516
neu,images/neuR.bmp,1,420
inc,images/incR.bmp,1,452
neu,images/neuL.bmp,1,476
inc,images/incR.bmp,1,460
null,images/fix.bmp,,
con,images/conL.bmp,1,548
con,images/conR.bmp,1,404
null,images/fix.bmp,,
neu,images/neuL.bmp,1,427
inc,images/incR.bmp,1,459
neu,images/neuR.bmp,1,531
null,images/fix.bmp,,
inc,images/incR.bmp,1,499
null,images/fix.bmp,,
neu,images/neuR.bmp,1,428
null,images/fix.bmp,,
con,images/conL.bmp,1,780
inc,images/incL.bmp,1,1052
neu,images/neuL.bmp,1,644
con,images/conR.bmp,1,516
null,images/fix.bmp,,
inc,images/incR.bmp,1,675
con,images/conL.bmp,1,643
null,images/fix.bmp,,
con,images/conR.bmp,1,595
null,images/fix.bmp,,
neu,images/neuR.bmp,1,444
null,images/fix.bmp,,
inc,images/incL.bmp,1,964
null,images/fix.bmp,,
con,images/conR.bmp,1,572
null,images/fix.bmp,,
inc,images/incL.bmp,1,1284
con,images/conL.bmp,1,772
neu,images/neuL.bmp,1,595
inc,images/incR.bmp,1,819
neu,images/neuL.bmp,1,523
inc,images/incL.bmp,1,619
null,images/fix.bmp,,
con,images/conR.bmp,1,603
con,images/conR.bmp,1,476
con,images/conL.bmp,1,628
neu,images/neuR.bmp,1,404
con,images/conL.bmp,1,620
null,images/fix.bmp,,
inc,images/incL.bmp,1,812
con,images/conR.bmp,1,452
inc,images/incR.bmp,1,628
con,images/conL.bmp,1,483
null,images/fix.bmp,,
inc,images/incL.bmp,1,611
neu,images/neuR.bmp,1,483
null,images/fix.bmp,,
neu,images/neuL.bmp,1,596
null,images/fix.bmp,,
inc,images/incL.bmp,1,924
neu,images/neuR.bmp,1,436
con,images/conR.bmp,1,492
null,images/fix.bmp,,
con,images/conL.bmp,1,812
neu,images/neuL.bmp,1,476
inc,images/incR.bmp,1,540
null,images/fix.bmp,,
con,images/conR.bmp,1,475
null,images/fix.bmp,,
con,images/conL.bmp,1,579
con,images/conR.bmp,1,443
null,images/fix.bmp,,
con,images/conL.bmp,1,564
neu,images/neuL.bmp,1,516
neu,images/neuL.bmp,1,444
inc,images/incL.bmp,1,676
null,images/fix.bmp,,
neu,images/neuL.bmp,1,500
null,images/fix.bmp,,
,,,
,,,
