trial_type	correct	response_time
neu	1	0.735
inc	1	0.919
con	1	0.535
inc	1	0.567
inc	1	0.599
neu	1	0.56
con	1	0.704
con	1	0.56
neu	1	0.632
con	1	0.584
inc	1	0.92
neu	1	0.512
con	1	0.6
neu	1	0.472
neu	1	0.536
inc	1	0.712
neu	1	0.496
con	1	0.591
con	1	0.624
inc	1	0.608
con	1	0.568
neu	1	0.568
neu	1	0.6
inc	1	0.704
neu	1	0.52
inc	1	0.632
con	1	0.504
neu	1	0.449
inc	1	0.609
inc	1	1.121
inc	1	0.553
inc	1	0.649
inc	1	0.737
inc	1	0.601
con	1	0.649
neu	1	0.601
con	1	0.594
inc	1	0.682
neu	1	0.569
neu	1	0.537
neu	1	0.521
neu	1	0.601
neu	1	0.585
inc	1	0.705
inc	1	0.657
inc	1	0.61
inc	0	0.474
neu	1	0.538
con	1	0.49
neu	1	0.434
con	1	0.506
inc	1	0.666
con	1	0.762
neu	1	0.666
neu	1	0.634
con	1	0.699
con	1	0.747
inc	1	0.795
inc	1	0.651
con	1	0.563
inc	1	0.595
con	1	0.539
con	1	0.491
con	1	0.579
neu	1	0.666
inc	1	0.563
neu	1	0.571
neu	1	0.563
inc	1	0.699
neu	1	0.531
inc	1	0.667
con	1	0.715
con	1	0.699
neu	1	0.555
inc	1	0.595
neu	1	0.539
inc	1	0.595
neu	1	0.508
con	1	0.596
inc	1	0.684
neu	1	0.516
con	1	0.844
inc	1	0.684
con	1	0.524
con	1	0.532
neu	1	0.597
inc	1	0.709
con	1	0.565
inc	1	0.692
con	1	0.605
neu	1	0.517
inc	1	0.589
neu	1	0.5
inc	1	0.684
con	1	0.655
con	1	0.549
con	1	0.605
neu	1	0.597
con	1	0.573
inc	1	0.797
con	1	0.621
inc	1	0.648
con	1	0.533
inc	1	0.629
neu	1	0.581
neu	1	0.566
inc	1	0.662
neu	1	0.654
con	1	0.598
con	1	0.558
neu	1	0.55
inc	1	0.59
con	1	0.542
con	1	0.534
con	1	0.583
con	1	0.703
neu	1	0.758
neu	1	0.558
inc	1	0.678
neu	1	0.606
