trial_type	correct	response_time
neu	0	1.068
inc	1	0.828
con	1	0.564
inc	1	0.78
inc	1	0.996
neu	1	0.636
con	1	0.548
con	1	0.565
neu	1	0.509
con	1	0.589
inc	1	0.717
neu	1	0.685
con	1	0.596
neu	1	0.549
neu	1	0.628
inc	1	0.764
neu	1	0.596
con	1	0.605
con	1	0.469
inc	1	0.621
con	1	0.653
neu	1	0.661
neu	1	0.533
inc	1	0.765
neu	1	0.742
inc	1	0.71
con	1	0.614
neu	1	0.622
inc	1	0.782
inc	1	0.75
inc	1	0.598
inc	1	0.749
inc	1	0.701
inc	1	0.782
con	1	0.662
neu	1	0.609
con	1	0.601
inc	1	0.905
neu	1	0.601
neu	1	0.537
neu	1	0.562
neu	1	0.49
neu	1	0.586
inc	1	1.073
inc	1	0.578
inc	1	0.649
inc	1	0.657
neu	1	0.593
con	1	0.609
neu	1	0.625
con	1	0.577
inc	1	0.714
con	1	0.49
neu	1	0.626
neu	1	0.602
con	1	0.746
con	1	0.586
inc	1	0.666
inc	1	0.763
con	1	0.675
inc	1	0.627
con	1	0.594
con	1	0.41
con	0	0.29
neu	1	0.914
inc	1	0.731
neu	1	0.611
neu	1	0.715
inc	1	0.731
neu	1	0.643
inc	1	0.675
con	1	0.827
con	1	0.643
neu	1	0.651
inc	1	0.795
neu	1	0.683
inc	1	0.772
neu	1	0.572
con	1	0.843
inc	1	0.867
neu	1	0.723
con	1	0.603
inc	1	0.708
con	1	0.628
con	1	0.604
neu	1	0.596
inc	1	0.788
con	1	0.605
inc	1	0.885
con	1	0.565
neu	1	0.533
inc	1	0.733
neu	1	0.605
inc	1	1.021
con	1	0.588
con	1	0.54
con	1	0.652
neu	1	0.644
con	1	0.868
inc	1	0.757
con	1	0.685
inc	1	0.829
con	0	1.133
inc	1	1.069
neu	1	0.765
neu	1	0.83
inc	1	0.83
neu	1	0.646
con	1	0.67
con	1	0.677
neu	1	0.669
inc	1	0.693
con	1	0.768
con	1	0.926
con	1	0.886
con	1	0.913
neu	1	0.654
neu	1	0.582
inc	1	0.822
neu	1	0.83
