trial_type	correct	response_time
neu	1	0.677
inc	1	0.829
con	1	0.557
inc	1	1.005
inc	1	0.597
neu	1	0.678
con	1	0.838
con	1	0.646
neu	1	0.558
con	1	0.734
inc	1	0.678
neu	1	0.718
con	1	0.686
neu	1	0.645
neu	1	0.597
inc	1	0.797
neu	1	0.573
con	1	0.733
con	1	0.613
inc	1	0.613
con	1	0.573
neu	1	0.614
neu	1	0.518
inc	1	1.198
neu	1	0.558
inc	1	0.742
con	1	0.654
neu	1	0.478
inc	1	0.83
inc	0	0.0
inc	1	1.317
inc	1	0.821
inc	1	0.837
inc	1	0.693
con	1	0.581
neu	1	0.597
con	1	0.75
inc	1	0.75
neu	1	0.662
neu	0	0.0
neu	1	0.574
neu	1	0.55
neu	1	0.493
inc	1	1.109
inc	1	0.501
inc	1	0.749
inc	1	0.605
neu	1	0.613
con	1	0.469
neu	1	0.445
con	1	0.493
inc	1	0.606
con	1	0.502
neu	0	0.0
neu	1	0.686
con	1	0.734
con	1	0.582
inc	1	0.662
inc	1	0.766
con	1	0.645
inc	1	0.765
con	1	0.629
con	1	0.557
con	1	0.645
neu	1	0.558
inc	1	0.726
neu	1	0.598
neu	1	0.518
inc	1	0.734
neu	1	0.582
inc	1	0.622
con	1	0.622
con	1	0.478
neu	1	0.622
inc	1	0.734
neu	1	0.701
inc	1	0.653
neu	1	0.557
con	1	0.677
inc	1	0.821
neu	1	0.574
con	1	0.59
inc	1	0.766
con	1	0.622
con	1	0.59
neu	1	0.678
inc	1	0.838
con	1	0.525
inc	1	0.813
con	1	0.597
neu	1	0.557
inc	1	0.733
neu	1	0.613
inc	1	0.709
con	1	0.55
con	1	0.574
con	1	0.798
neu	1	0.598
con	1	0.646
inc	1	0.822
con	1	0.678
inc	1	0.702
con	1	0.654
inc	1	0.781
neu	1	0.605
neu	1	0.589
inc	1	0.749
neu	1	0.613
con	1	0.853
con	1	0.71
neu	1	0.71
inc	1	0.718
con	1	0.59
con	1	0.582
con	1	0.614
con	1	0.75
neu	1	0.973
neu	1	0.613
inc	1	0.693
neu	1	0.589
