trial_type	correct	response_time
neu	1	0.804
inc	0	0.476
con	0	0.572
inc	0	0.452
inc	1	0.564
neu	1	0.789
con	1	0.565
con	1	1.005
neu	1	0.588
con	1	0.58
inc	1	0.652
neu	1	0.652
con	1	0.604
neu	1	0.637
neu	1	0.685
inc	1	0.709
neu	1	0.613
con	1	0.548
con	1	0.524
inc	1	0.684
con	1	0.524
neu	1	0.573
neu	1	0.605
inc	1	0.772
neu	1	0.58
inc	1	0.652
con	1	0.548
neu	1	0.5
inc	1	0.741
inc	0	0.461
inc	1	0.661
inc	1	0.773
inc	1	0.772
inc	1	0.652
con	1	0.724
neu	1	0.541
con	1	0.524
inc	1	0.676
neu	1	0.645
neu	1	0.741
neu	1	0.541
neu	1	0.573
neu	1	0.596
inc	1	0.724
inc	1	0.596
inc	1	0.676
inc	1	0.612
neu	1	0.525
con	1	0.469
neu	1	0.485
con	1	0.469
inc	1	0.613
con	1	0.452
neu	1	0.475
neu	1	0.476
con	1	0.668
con	1	0.612
inc	1	0.66
inc	1	0.715
con	1	0.468
inc	1	0.532
con	1	0.812
con	1	0.476
con	0	0.428
neu	1	0.619
inc	1	0.636
neu	1	0.644
neu	1	0.612
inc	1	0.572
neu	1	0.548
inc	1	0.74
con	1	0.716
con	1	0.5
neu	1	0.483
inc	1	0.532
neu	1	0.564
inc	1	0.668
neu	1	0.588
con	1	0.811
inc	0	0.548
neu	1	0.668
con	1	0.516
inc	1	0.836
con	1	0.636
con	1	0.54
neu	1	0.58
inc	1	0.804
con	1	0.588
inc	1	0.78
con	1	0.652
neu	1	0.628
inc	1	0.675
neu	1	0.668
inc	0	0.508
con	1	0.556
con	1	0.508
con	1	0.612
neu	1	0.532
con	1	0.596
inc	1	0.764
con	1	0.54
inc	1	0.66
con	1	0.636
inc	1	0.708
neu	1	0.644
neu	1	0.564
inc	1	0.772
neu	1	0.548
con	1	0.5
con	1	0.572
neu	1	0.604
inc	0	0.588
con	1	0.644
con	1	0.66
con	1	0.612
con	1	0.556
neu	1	0.62
neu	1	0.62
inc	1	0.724
neu	1	0.643
