trial_type	correct	response_time
neu	1	0.627
inc	1	0.355
con	1	0.587
inc	0	0.467
inc	1	0.611
neu	0	0.459
con	1	0.411
con	1	0.683
neu	1	0.499
con	1	0.571
inc	1	0.764
neu	1	0.532
con	1	1.548
neu	1	0.468
neu	0	0.332
inc	1	0.516
neu	1	0.444
con	1	0.475
con	1	0.683
inc	1	0.667
con	1	0.595
neu	1	0.427
neu	1	0.755
inc	0	0.547
neu	1	0.635
inc	1	0.747
con	1	0.516
neu	1	0.428
inc	0	0.492
inc	0	0.524
inc	1	0.772
inc	1	0.716
inc	1	0.803
inc	1	0.747
con	1	0.619
neu	1	0.531
con	1	0.595
inc	1	0.755
neu	1	0.684
neu	0	0.0
neu	1	0.596
neu	1	0.492
neu	1	0.468
inc	1	0.732
inc	1	0.684
inc	1	0.724
inc	1	0.683
neu	1	0.531
con	1	0.939
neu	1	0.475
con	1	0.915
inc	0	0.443
con	1	0.723
neu	1	0.691
neu	1	0.467
con	1	0.924
con	1	0.62
inc	1	0.82
inc	0	1.372
con	1	0.636
inc	1	0.756
con	1	0.683
con	1	1.451
con	1	0.771
neu	1	0.827
inc	1	0.787
neu	0	0.0
neu	1	0.443
inc	1	0.683
neu	1	0.651
inc	1	0.635
con	1	0.396
con	1	0.62
neu	1	0.492
inc	1	0.772
neu	1	0.556
inc	1	0.7
neu	1	0.395
con	1	0.483
inc	0	0.707
neu	1	0.899
con	1	0.619
inc	0	0.611
con	1	0.747
con	1	0.532
neu	1	0.644
inc	1	0.932
con	1	0.54
inc	1	0.811
con	1	0.731
neu	1	1.259
inc	1	0.675
neu	1	0.651
inc	1	0.875
con	1	0.763
con	1	0.667
con	1	0.707
neu	1	0.467
con	0	0.0
inc	1	1.124
con	1	0.708
inc	1	0.764
con	1	0.724
inc	1	0.868
neu	1	0.644
neu	1	0.484
inc	1	0.843
neu	1	0.579
con	1	0.619
con	1	0.515
neu	1	0.611
inc	1	0.755
con	1	0.563
con	1	0.94
con	1	0.476
con	1	0.596
neu	1	0.66
neu	1	0.652
inc	1	0.844
neu	1	0.619
