trial_type	correct	response_time
neu	1	0.421
inc	1	1.069
con	1	0.493
inc	1	0.549
inc	1	0.486
neu	1	0.462
con	1	0.438
con	1	0.39
neu	1	0.509
con	1	0.406
inc	1	0.614
neu	1	0.366
con	1	0.469
neu	1	0.469
neu	1	0.502
inc	0	0.414
neu	1	0.55
con	1	0.422
con	1	0.43
inc	1	0.598
con	1	0.47
neu	1	0.502
neu	1	0.462
inc	1	0.59
neu	1	0.431
inc	1	0.607
con	1	0.495
neu	1	0.423
inc	1	0.567
inc	1	0.559
inc	1	0.519
inc	1	0.615
inc	1	0.535
inc	1	0.567
con	1	0.486
neu	1	0.487
con	1	0.655
inc	1	0.559
neu	1	0.519
neu	1	0.591
neu	1	0.472
neu	1	0.424
neu	1	0.52
inc	0	0.432
inc	1	0.608
inc	1	0.547
inc	1	0.512
neu	1	0.616
con	1	0.544
neu	1	0.56
con	1	0.44
inc	1	0.608
con	1	0.472
neu	1	0.555
neu	1	0.427
con	1	0.64
con	1	0.528
inc	0	0.459
inc	1	0.692
con	1	0.584
inc	1	0.584
con	1	0.555
con	1	0.587
con	1	0.58
neu	1	0.58
inc	1	0.596
neu	1	0.46
neu	1	0.468
inc	1	0.492
neu	1	0.492
inc	1	0.484
con	1	0.548
con	1	0.388
neu	1	0.412
inc	1	0.476
neu	1	0.492
inc	1	0.501
neu	1	0.509
con	1	0.54
inc	0	0.644
neu	1	0.476
con	1	0.428
inc	1	0.556
con	1	0.532
con	1	0.421
neu	1	0.573
inc	1	0.565
con	1	0.525
inc	1	0.589
con	1	0.517
neu	1	0.509
inc	1	0.55
neu	1	0.47
inc	1	0.526
con	1	0.47
con	1	0.47
con	1	0.446
neu	1	0.43
con	1	0.43
inc	1	0.541
con	1	0.453
inc	1	0.67
con	1	0.422
inc	1	0.606
neu	1	0.454
neu	1	0.83
inc	1	0.566
neu	1	0.398
con	1	0.47
con	1	0.502
neu	0	0.0
inc	1	0.663
con	1	0.535
con	1	0.447
con	1	0.455
con	1	0.575
neu	1	0.471
neu	1	0.454
inc	1	0.638
neu	1	0.478
