trial_type	correct	response_time
neu	0	0.0
inc	0	0.0
con	0	0.0
inc	0	0.0
inc	1	0.761
neu	1	1.097
con	1	0.889
con	0	0.0
neu	0	0.0
con	1	0.609
inc	0	0.0
neu	1	0.561
con	1	0.529
neu	0	0.0
neu	0	0.0
inc	0	0.833
neu	0	0.0
con	1	0.577
con	1	0.513
inc	0	0.0
con	0	0.0
neu	0	0.0
neu	0	0.0
inc	1	0.673
neu	0	0.0
inc	0	0.0
con	1	0.609
neu	0	0.0
inc	1	0.633
inc	1	0.625
inc	0	0.0
inc	1	0.609
inc	1	0.601
inc	1	0.633
con	0	0.0
neu	0	0.0
con	1	0.609
inc	1	0.857
neu	1	0.577
neu	0	0.0
neu	1	0.593
neu	1	0.569
neu	0	0.0
inc	0	0.961
inc	0	0.0
inc	1	0.561
inc	1	0.625
neu	0	0.0
con	0	0.0
neu	0	0.0
con	0	0.0
inc	0	0.0
con	0	0.0
neu	1	0.577
neu	0	0.0
con	1	0.713
con	1	0.577
inc	1	0.625
inc	0	0.0
con	0	0.0
inc	0	0.0
con	0	0.0
con	0	0.0
con	1	0.593
neu	1	0.449
inc	0	0.0
neu	1	0.457
neu	0	0.0
inc	0	0.0
neu	1	0.625
inc	0	0.0
con	1	0.553
con	0	0.0
neu	1	0.529
inc	0	0.0
neu	0	0.0
inc	0	0.0
neu	0	0.0
con	1	0.577
inc	1	0.697
neu	1	0.465
con	0	0.0
inc	0	0.0
con	1	0.577
con	0	0.0
neu	0	0.0
inc	1	0.697
con	0	0.0
inc	1	0.665
con	1	0.625
neu	1	0.497
inc	0	0.0
neu	1	0.561
inc	1	0.673
con	0	0.0
con	0	0.0
con	1	0.561
neu	0	0.0
con	1	0.521
inc	1	0.705
con	0	0.0
inc	0	0.0
con	1	0.657
inc	1	0.625
neu	0	0.0
neu	1	0.497
inc	1	0.969
neu	0	0.0
con	0	0.0
con	1	0.625
neu	1	0.481
inc	0	0.0
con	0	0.0
con	1	0.497
con	0	0.0
con	1	0.649
neu	1	0.689
neu	1	0.625
inc	1	0.809
neu	1	0.513
