trial_type	correct	response_time
neu	1	0.811
inc	0	1.187
con	1	0.491
inc	1	1.259
inc	1	0.651
neu	1	0.675
con	1	0.539
con	1	0.523
neu	1	0.635
con	1	1.555
inc	1	0.779
neu	1	0.731
con	1	0.683
neu	1	0.555
neu	1	0.666
inc	1	0.994
neu	1	0.682
con	1	0.562
con	1	0.626
inc	1	0.674
con	1	0.723
neu	1	0.738
neu	1	0.698
inc	0	0.0
neu	1	0.682
inc	1	0.843
con	1	0.795
neu	1	0.683
inc	1	0.971
inc	1	1.042
inc	1	0.73
inc	1	0.898
inc	1	1.034
inc	1	0.907
con	1	0.907
neu	1	0.778
con	1	0.77
inc	1	1.083
neu	1	0.674
neu	1	0.562
neu	1	0.594
neu	1	0.53
neu	1	0.626
inc	1	1.194
inc	1	1.21
inc	1	0.683
inc	1	0.643
neu	1	0.611
con	1	0.667
neu	1	0.634
con	1	0.522
inc	1	0.794
con	1	0.658
neu	1	0.691
neu	1	0.691
con	1	0.802
con	1	0.722
inc	1	1.01
inc	1	0.802
con	1	0.69
inc	1	1.011
con	1	1.066
con	1	0.57
con	1	0.65
neu	1	0.738
inc	1	1.034
neu	1	0.635
neu	1	0.931
inc	1	0.803
neu	1	0.611
inc	1	0.738
con	1	0.634
con	1	0.594
neu	1	0.634
inc	1	0.818
neu	1	0.635
inc	0	1.835
neu	1	0.594
con	1	0.85
inc	1	1.162
neu	1	0.547
con	1	0.539
inc	1	1.09
con	0	1.338
con	1	0.642
neu	1	0.906
inc	1	1.011
con	1	0.818
inc	1	0.818
con	1	0.642
neu	1	0.546
inc	1	0.802
neu	1	0.65
inc	1	0.723
con	1	0.747
con	1	0.699
con	1	0.746
neu	1	0.706
con	1	0.682
inc	1	1.21
con	1	0.635
inc	1	0.971
con	1	0.659
inc	1	0.938
neu	1	0.77
neu	1	0.714
inc	1	0.962
neu	1	0.69
con	1	1.219
con	1	0.675
neu	1	0.65
inc	1	0.93
con	1	0.674
con	1	0.627
con	1	0.651
con	1	0.867
neu	1	0.666
neu	1	0.594
inc	1	1.074
neu	1	0.93
