trial_type	correct	response_time
neu	1	0.569
inc	0	0.0
con	0	0.0
inc	1	0.665
inc	1	0.61
neu	1	0.529
con	1	0.505
con	0	0.0
neu	0	0.0
con	1	0.441
inc	0	0.513
neu	1	0.513
con	1	0.658
neu	0	0.0
neu	0	0.0
inc	0	0.0
neu	0	0.0
con	1	0.537
con	1	0.561
inc	0	0.0
con	0	0.0
neu	0	0.0
neu	0	0.0
inc	0	0.0
neu	0	0.0
inc	0	0.0
con	1	0.474
neu	0	0.0
inc	1	0.77
inc	1	0.705
inc	0	0.745
inc	1	0.665
inc	1	0.633
inc	0	0.0
con	0	0.0
neu	0	0.0
con	1	0.625
inc	1	0.769
neu	1	0.537
neu	1	0.569
neu	1	0.425
neu	1	0.457
neu	0	0.0
inc	0	0.0
inc	0	0.0
inc	1	0.641
inc	1	0.61
neu	0	0.0
con	0	0.0
neu	0	0.0
con	0	0.0
inc	0	0.0
con	0	0.0
neu	1	0.513
neu	0	0.0
con	1	0.521
con	1	0.625
inc	1	0.641
inc	0	0.0
con	0	0.0
inc	0	0.0
con	0	0.0
con	0	0.0
con	1	0.553
neu	1	0.521
inc	0	0.0
neu	1	0.713
neu	0	0.0
inc	0	0.0
neu	1	0.602
inc	0	0.0
con	1	0.713
con	0	0.0
neu	1	0.737
inc	0	0.0
neu	0	0.0
inc	0	0.0
neu	0	0.0
con	1	0.521
inc	1	0.665
neu	1	0.617
con	0	0.0
inc	0	0.0
con	1	0.648
con	0	0.0
neu	0	0.0
inc	0	0.0
con	0	0.0
inc	1	0.816
con	1	0.64
neu	1	0.664
inc	0	0.0
neu	1	0.625
inc	1	0.641
con	0	0.0
con	0	0.0
con	1	0.777
neu	0	0.0
con	1	0.944
inc	0	0.0
con	0	0.0
inc	0	0.801
con	1	0.617
inc	1	0.657
neu	0	1.16
neu	1	0.64
inc	1	1.089
neu	0	1.169
con	0	0.0
con	1	0.585
neu	1	0.632
inc	0	0.0
con	0	0.0
con	1	0.649
con	0	0.0
con	1	0.681
neu	1	0.936
neu	1	0.648
inc	1	0.928
neu	1	0.713
