condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,709
inc,images/incR.bmp,1,813
con,images/conR.bmp,1,709
inc,images/incL.bmp,1,669
inc,images/incL.bmp,1,733
null,images/fix.bmp,,
neu,images/neuL.bmp,1,660
con,images/conL.bmp,1,509
con,images/conR.bmp,1,669
neu,images/neuR.bmp,1,629
con,images/conL.bmp,1,693
inc,images/incR.bmp,1,749
neu,images/neuL.bmp,1,573
null,images/fix.bmp,,
con,images/conL.bmp,1,773
neu,images/neuR.bmp,1,685
null,images/fix.bmp,,
neu,images/neuR.bmp,1,732
inc,images/incR.bmp,1,756
neu,images/neuR.bmp,1,628
con,images/conL.bmp,1,581
con,images/conL.bmp,1,749
inc,images/incR.bmp,1,629
con,images/conR.bmp,1,589
null,images/fix.bmp,,
neu,images/neuR.bmp,1,549
null,images/fix.bmp,,
neu,images/neuR.bmp,1,541
null,images/fix.bmp,,
inc,images/incL.bmp,1,972
neu,images/neuR.bmp,1,636
inc,images/incR.bmp,1,700
con,images/conL.bmp,1,677
neu,images/neuR.bmp,1,613
inc,images/incL.bmp,1,597
null,images/fix.bmp,,
inc,images/incL.bmp,1,709
inc,images/incR.bmp,1,637
inc,images/incL.bmp,1,637
null,images/fix.bmp,,
inc,images/incL.bmp,1,676
inc,images/incL.bmp,1,1748
con,images/conR.bmp,1,620
null,images/fix.bmp,,
neu,images/neuR.bmp,1,693
null,images/fix.bmp,,
con,images/conL.bmp,1,789
null,images/fix.bmp,,
inc,images/incL.bmp,1,709
null,images/fix.bmp,,
neu,images/neuL.bmp,1,612
neu,images/neuL.bmp,1,436
neu,images/neuL.bmp,1,484
neu,images/neuL.bmp,1,517
neu,images/neuR.bmp,1,597
inc,images/incR.bmp,1,829
inc,images/incR.bmp,1,637
inc,images/incL.bmp,1,693
inc,images/incL.bmp,1,517
neu,images/neuR.bmp,1,605
con,images/conR.bmp,1,573
neu,images/neuR.bmp,1,517
con,images/conR.bmp,1,613
null,images/fix.bmp,,
inc,images/incR.bmp,1,764
con,images/conR.bmp,1,532
null,images/fix.bmp,,
neu,images/neuL.bmp,1,573
neu,images/neuR.bmp,1,589
null,images/fix.bmp,,
con,images/conL.bmp,1,605
con,images/conL.bmp,1,573
inc,images/incL.bmp,1,605
null,images/fix.bmp,,
inc,images/incR.bmp,1,684
con,images/conR.bmp,1,636
null,images/fix.bmp,,
inc,images/incR.bmp,1,669
null,images/fix.bmp,,
con,images/conR.bmp,1,637
con,images/conR.bmp,1,469
con,images/conL.bmp,1,581
neu,images/neuL.bmp,1,429
null,images/fix.bmp,,
inc,images/incR.bmp,1,669
neu,images/neuL.bmp,1,628
neu,images/neuR.bmp,1,572
inc,images/incR.bmp,1,596
neu,images/neuL.bmp,1,572
inc,images/incR.bmp,1,573
null,images/fix.bmp,,
con,images/conL.bmp,1,573
con,images/conR.bmp,1,621
null,images/fix.bmp,,
neu,images/neuL.bmp,1,629
inc,images/incR.bmp,1,605
neu,images/neuR.bmp,1,533
null,images/fix.bmp,,
inc,images/incR.bmp,1,701
null,images/fix.bmp,,
neu,images/neuR.bmp,0,0
null,images/fix.bmp,,
con,images/conL.bmp,1,637
inc,images/incL.bmp,0,1613
neu,images/neuL.bmp,1,549
con,images/conR.bmp,1,669
null,images/fix.bmp,,
inc,images/incR.bmp,1,1445
con,images/conL.bmp,1,749
null,images/fix.bmp,,
con,images/conR.bmp,1,852
null,images/fix.bmp,,
neu,images/neuR.bmp,1,572
null,images/fix.bmp,,
inc,images/incL.bmp,1,957
null,images/fix.bmp,,
con,images/conR.bmp,1,1021
null,images/fix.bmp,,
inc,images/incL.bmp,1,693
con,images/conL.bmp,1,629
neu,images/neuL.bmp,1,677
inc,images/incR.bmp,0,0
neu,images/neuL.bmp,1,596
inc,images/incL.bmp,1,652
null,images/fix.bmp,,
con,images/conR.bmp,1,732
con,images/conR.bmp,1,541
con,images/conL.bmp,1,605
neu,images/neuR.bmp,1,741
con,images/conL.bmp,1,741
null,images/fix.bmp,,
inc,images/incL.bmp,1,765
con,images/conR.bmp,1,1509
inc,images/incR.bmp,1,740
con,images/conL.bmp,1,572
null,images/fix.bmp,,
inc,images/incL.bmp,1,644
neu,images/neuR.bmp,1,781
null,images/fix.bmp,,
neu,images/neuL.bmp,1,573
null,images/fix.bmp,,
inc,images/incL.bmp,1,605
neu,images/neuR.bmp,1,669
con,images/conR.bmp,1,549
null,images/fix.bmp,,
con,images/conL.bmp,1,949
neu,images/neuL.bmp,1,741
inc,images/incR.bmp,0,0
null,images/fix.bmp,,
con,images/conR.bmp,1,981
null,images/fix.bmp,,
con,images/conL.bmp,1,573
con,images/conR.bmp,1,541
null,images/fix.bmp,,
con,images/conL.bmp,1,597
neu,images/neuL.bmp,1,525
neu,images/neuL.bmp,1,445
inc,images/incL.bmp,1,557
null,images/fix.bmp,,
neu,images/neuL.bmp,1,524
null,images/fix.bmp,,
,,,
,,,
