condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,1086
inc,images/incR.bmp,0,1302
con,images/conR.bmp,1,950
inc,images/incL.bmp,1,1926
inc,images/incL.bmp,1,934
null,images/fix.bmp,,
neu,images/neuL.bmp,1,966
con,images/conL.bmp,1,694
con,images/conR.bmp,1,638
neu,images/neuR.bmp,1,566
con,images/conL.bmp,1,814
inc,images/incR.bmp,1,950
neu,images/neuL.bmp,1,671
null,images/fix.bmp,,
con,images/conL.bmp,1,679
neu,images/neuR.bmp,1,767
null,images/fix.bmp,,
neu,images/neuR.bmp,1,1039
inc,images/incR.bmp,1,959
neu,images/neuR.bmp,1,870
con,images/conL.bmp,1,753
con,images/conL.bmp,1,718
inc,images/incR.bmp,1,638
con,images/conR.bmp,1,649
null,images/fix.bmp,,
neu,images/neuR.bmp,1,817
null,images/fix.bmp,,
neu,images/neuR.bmp,1,674
null,images/fix.bmp,,
inc,images/incL.bmp,1,1210
neu,images/neuR.bmp,1,746
inc,images/incR.bmp,1,1466
con,images/conL.bmp,1,738
neu,images/neuR.bmp,1,746
inc,images/incL.bmp,1,978
null,images/fix.bmp,,
inc,images/incL.bmp,1,1034
inc,images/incR.bmp,1,978
inc,images/incL.bmp,1,1058
null,images/fix.bmp,,
inc,images/incL.bmp,1,1051
inc,images/incL.bmp,1,1027
con,images/conR.bmp,1,1026
null,images/fix.bmp,,
neu,images/neuR.bmp,1,1066
null,images/fix.bmp,,
con,images/conL.bmp,1,1234
null,images/fix.bmp,,
inc,images/incL.bmp,1,1563
null,images/fix.bmp,,
neu,images/neuL.bmp,1,987
neu,images/neuL.bmp,1,595
neu,images/neuL.bmp,1,611
neu,images/neuL.bmp,1,651
neu,images/neuR.bmp,1,595
inc,images/incR.bmp,1,1979
inc,images/incR.bmp,1,699
inc,images/incL.bmp,1,771
inc,images/incL.bmp,0,979
neu,images/neuR.bmp,1,828
con,images/conR.bmp,1,964
neu,images/neuR.bmp,1,668
con,images/conR.bmp,1,595
null,images/fix.bmp,,
inc,images/incR.bmp,1,1347
con,images/conR.bmp,1,627
null,images/fix.bmp,,
neu,images/neuL.bmp,1,723
neu,images/neuR.bmp,1,755
null,images/fix.bmp,,
con,images/conL.bmp,1,900
con,images/conL.bmp,1,612
inc,images/incL.bmp,1,1196
null,images/fix.bmp,,
inc,images/incR.bmp,1,932
con,images/conR.bmp,1,788
null,images/fix.bmp,,
inc,images/incR.bmp,1,804
null,images/fix.bmp,,
con,images/conR.bmp,0,1284
con,images/conR.bmp,1,621
con,images/conL.bmp,1,1149
neu,images/neuL.bmp,1,597
null,images/fix.bmp,,
inc,images/incR.bmp,1,1292
neu,images/neuL.bmp,1,652
neu,images/neuR.bmp,1,780
inc,images/incR.bmp,1,972
neu,images/neuL.bmp,1,628
inc,images/incR.bmp,1,812
null,images/fix.bmp,,
con,images/conL.bmp,1,1484
con,images/conR.bmp,1,828
null,images/fix.bmp,,
neu,images/neuL.bmp,1,789
inc,images/incR.bmp,1,781
neu,images/neuR.bmp,1,573
null,images/fix.bmp,,
inc,images/incR.bmp,1,789
null,images/fix.bmp,,
neu,images/neuR.bmp,1,629
null,images/fix.bmp,,
con,images/conL.bmp,1,661
inc,images/incL.bmp,0,1909
neu,images/neuL.bmp,0,550
con,images/conR.bmp,0,677
null,images/fix.bmp,,
inc,images/incR.bmp,1,821
con,images/conL.bmp,1,773
null,images/fix.bmp,,
con,images/conR.bmp,1,693
null,images/fix.bmp,,
neu,images/neuR.bmp,1,581
null,images/fix.bmp,,
inc,images/incL.bmp,1,701
null,images/fix.bmp,,
con,images/conR.bmp,1,798
null,images/fix.bmp,,
inc,images/incL.bmp,1,1158
con,images/conL.bmp,1,566
neu,images/neuL.bmp,1,614
inc,images/incR.bmp,1,926
neu,images/neuL.bmp,1,718
inc,images/incL.bmp,1,1158
null,images/fix.bmp,,
con,images/conR.bmp,1,878
con,images/conR.bmp,1,558
con,images/conL.bmp,1,590
neu,images/neuR.bmp,1,599
con,images/conL.bmp,1,735
null,images/fix.bmp,,
inc,images/incL.bmp,1,1094
con,images/conR.bmp,1,806
inc,images/incR.bmp,0,1454
con,images/conL.bmp,1,1062
null,images/fix.bmp,,
inc,images/incL.bmp,1,1022
neu,images/neuR.bmp,1,734
null,images/fix.bmp,,
neu,images/neuL.bmp,1,743
null,images/fix.bmp,,
inc,images/incL.bmp,1,1111
neu,images/neuR.bmp,1,791
con,images/conR.bmp,1,647
null,images/fix.bmp,,
con,images/conL.bmp,1,863
neu,images/neuL.bmp,1,743
inc,images/incR.bmp,1,903
null,images/fix.bmp,,
con,images/conR.bmp,1,992
null,images/fix.bmp,,
con,images/conL.bmp,1,743
con,images/conR.bmp,1,839
null,images/fix.bmp,,
con,images/conL.bmp,1,1119
neu,images/neuL.bmp,1,647
neu,images/neuL.bmp,1,583
inc,images/incL.bmp,1,895
null,images/fix.bmp,,
neu,images/neuL.bmp,1,671
null,images/fix.bmp,,
,,,
,,,
