trial_type	correct	response_time
neu	1	0.655
inc	1	0.759
con	1	0.663
inc	1	0.759
inc	1	0.735
neu	1	0.606
con	1	0.79
con	1	0.558
neu	1	0.574
con	1	0.63
inc	1	0.847
neu	1	0.479
con	1	0.639
neu	1	0.599
neu	1	0.615
inc	1	0.878
neu	1	0.694
con	1	0.934
con	1	0.654
inc	1	0.774
con	1	0.742
neu	1	0.655
neu	1	0.591
inc	1	1.543
neu	1	0.598
inc	1	0.67
con	1	0.774
neu	1	0.606
inc	1	0.782
inc	1	0.686
inc	1	1.039
inc	1	0.903
inc	1	0.799
inc	1	0.719
con	1	0.719
neu	1	0.67
con	1	0.527
inc	0	0.535
neu	1	0.447
neu	1	0.582
neu	1	0.71
neu	1	0.486
neu	1	0.702
inc	1	0.806
inc	1	0.71
inc	1	0.759
inc	0	0.0
neu	1	0.638
con	1	0.742
neu	1	0.647
con	1	0.687
inc	1	0.926
con	1	0.846
neu	1	0.55
neu	1	0.694
con	0	0.0
con	1	0.726
inc	0	0.462
inc	1	0.87
con	1	0.757
inc	1	0.829
con	1	0.686
con	1	0.686
con	1	0.75
neu	1	0.622
inc	1	0.79
neu	1	0.654
neu	1	0.614
inc	1	0.774
neu	1	0.597
inc	1	0.742
con	1	0.582
con	1	0.598
neu	1	0.662
inc	1	0.798
neu	1	0.702
inc	1	0.886
neu	1	0.702
con	1	0.686
inc	1	0.838
neu	1	0.702
con	1	0.662
inc	1	0.822
con	1	0.702
con	1	0.654
neu	1	0.654
inc	1	0.902
con	1	0.774
inc	1	0.854
con	1	0.87
neu	1	0.71
inc	1	0.766
neu	1	0.726
inc	1	1.261
con	1	0.718
con	1	0.71
con	1	0.806
neu	1	0.638
con	1	0.838
inc	1	0.79
con	1	1.134
inc	1	0.774
con	1	0.686
inc	1	0.917
neu	1	0.661
neu	1	0.726
inc	1	1.734
neu	1	0.662
con	1	0.99
con	1	0.91
neu	1	0.662
inc	1	0.902
con	1	1.07
con	1	0.702
con	1	0.718
con	1	0.742
neu	1	0.614
neu	1	0.55
inc	1	0.758
neu	1	0.646
