trial_type	correct	response_time
neu	1	0.658
inc	0	0.594
con	1	0.625
inc	1	0.681
inc	1	0.793
neu	1	0.777
con	1	0.457
con	1	0.738
neu	1	0.378
con	0	0.466
inc	1	0.666
neu	0	0.346
con	1	0.498
neu	1	0.658
neu	0	0.289
inc	1	0.481
neu	1	0.657
con	0	0.425
con	1	0.577
inc	1	0.729
con	1	0.561
neu	1	0.794
neu	1	0.57
inc	1	0.817
neu	1	0.817
inc	1	0.793
con	0	0.377
neu	1	0.609
inc	1	0.681
inc	0	0.865
inc	1	0.425
inc	1	0.858
inc	0	0.746
inc	1	0.77
con	1	0.618
neu	1	0.633
con	0	0.585
inc	0	0.769
neu	1	0.586
neu	0	0.714
neu	0	0.0
neu	1	0.69
neu	1	0.842
inc	0	0.729
inc	0	0.0
inc	1	1.081
inc	0	0.913
neu	1	0.721
con	0	0.0
neu	1	0.713
con	1	0.777
inc	0	0.0
con	1	0.658
neu	1	0.602
neu	1	0.578
con	1	0.881
con	1	0.689
inc	1	1.257
inc	0	0.553
con	1	0.729
inc	0	1.97
con	1	0.626
con	1	0.466
con	0	0.418
neu	1	0.578
inc	0	0.497
neu	1	0.689
neu	1	0.729
inc	1	0.897
neu	0	0.0
inc	0	0.0
con	1	0.586
con	1	0.578
neu	0	0.0
inc	1	1.434
neu	1	0.73
inc	0	0.481
neu	1	0.745
con	0	0.0
inc	0	0.0
neu	1	0.61
con	1	0.874
inc	1	0.914
con	1	0.794
con	1	0.514
neu	1	0.713
inc	0	0.945
con	1	0.729
inc	0	0.0
con	0	0.0
neu	0	0.0
inc	0	0.0
neu	1	0.97
inc	0	0.506
con	1	0.674
con	1	0.529
con	1	0.569
neu	1	0.529
con	1	0.593
inc	0	0.0
con	0	0.0
inc	0	0.0
con	0	0.0
inc	0	0.0
neu	0	0.0
neu	1	0.577
inc	1	0.817
neu	1	0.489
con	1	0.529
con	1	0.689
neu	0	0.393
inc	0	0.473
con	1	0.625
con	1	0.545
con	1	0.496
con	1	0.752
neu	1	0.633
neu	1	0.553
inc	0	0.545
neu	1	0.561
