condition,stimuli,stimulus.ACC,stimulus.RT
neu,images/neuL.bmp,1,723
inc,images/incR.bmp,1,739
con,images/conR.bmp,1,658
inc,images/incL.bmp,1,666
inc,images/incL.bmp,1,674
null,images/fix.bmp,,
neu,images/neuL.bmp,1,698
con,images/conL.bmp,1,570
con,images/conR.bmp,1,683
neu,images/neuR.bmp,1,587
con,images/conL.bmp,1,643
inc,images/incR.bmp,1,691
neu,images/neuL.bmp,1,626
null,images/fix.bmp,,
con,images/conL.bmp,1,658
neu,images/neuR.bmp,1,674
null,images/fix.bmp,,
neu,images/neuR.bmp,1,714
inc,images/incR.bmp,1,682
neu,images/neuR.bmp,1,571
con,images/conL.bmp,1,619
con,images/conL.bmp,1,523
inc,images/incR.bmp,1,594
con,images/conR.bmp,1,618
null,images/fix.bmp,,
neu,images/neuR.bmp,1,658
null,images/fix.bmp,,
neu,images/neuR.bmp,1,634
null,images/fix.bmp,,
inc,images/incL.bmp,1,715
neu,images/neuR.bmp,1,683
inc,images/incR.bmp,1,658
con,images/conL.bmp,1,618
neu,images/neuR.bmp,1,634
inc,images/incL.bmp,1,634
null,images/fix.bmp,,
inc,images/incL.bmp,1,674
inc,images/incR.bmp,1,666
inc,images/incL.bmp,1,586
null,images/fix.bmp,,
inc,images/incL.bmp,1,698
inc,images/incL.bmp,1,626
con,images/conR.bmp,1,610
null,images/fix.bmp,,
neu,images/neuR.bmp,1,602
null,images/fix.bmp,,
con,images/conL.bmp,1,659
null,images/fix.bmp,,
inc,images/incL.bmp,1,618
null,images/fix.bmp,,
neu,images/neuL.bmp,1,578
neu,images/neuL.bmp,1,482
neu,images/neuL.bmp,1,482
neu,images/neuL.bmp,1,451
neu,images/neuR.bmp,1,659
inc,images/incR.bmp,1,675
inc,images/incR.bmp,1,610
inc,images/incL.bmp,1,602
inc,images/incL.bmp,1,658
neu,images/neuR.bmp,1,666
con,images/conR.bmp,1,530
neu,images/neuR.bmp,1,450
con,images/conR.bmp,1,530
null,images/fix.bmp,,
inc,images/incR.bmp,1,643
con,images/conR.bmp,1,507
null,images/fix.bmp,,
neu,images/neuL.bmp,1,602
neu,images/neuR.bmp,1,666
null,images/fix.bmp,,
con,images/conL.bmp,1,618
con,images/conL.bmp,1,610
inc,images/incL.bmp,1,610
null,images/fix.bmp,,
inc,images/incR.bmp,1,707
con,images/conR.bmp,1,474
null,images/fix.bmp,,
inc,images/incR.bmp,1,634
null,images/fix.bmp,,
con,images/conR.bmp,1,674
con,images/conR.bmp,1,523
con,images/conL.bmp,1,619
neu,images/neuL.bmp,1,555
null,images/fix.bmp,,
inc,images/incR.bmp,1,682
neu,images/neuL.bmp,1,570
neu,images/neuR.bmp,1,658
inc,images/incR.bmp,1,666
neu,images/neuL.bmp,1,562
inc,images/incR.bmp,1,586
null,images/fix.bmp,,
con,images/conL.bmp,1,546
con,images/conR.bmp,1,746
null,images/fix.bmp,,
neu,images/neuL.bmp,1,546
inc,images/incR.bmp,1,577
neu,images/neuR.bmp,1,521
null,images/fix.bmp,,
inc,images/incR.bmp,1,577
null,images/fix.bmp,,
neu,images/neuR.bmp,1,634
null,images/fix.bmp,,
con,images/conL.bmp,1,578
inc,images/incL.bmp,1,602
neu,images/neuL.bmp,1,577
con,images/conR.bmp,1,529
null,images/fix.bmp,,
inc,images/incR.bmp,1,722
con,images/conL.bmp,1,594
null,images/fix.bmp,,
con,images/conR.bmp,1,634
null,images/fix.bmp,,
neu,images/neuR.bmp,1,634
null,images/fix.bmp,,
inc,images/incL.bmp,1,673
null,images/fix.bmp,,
con,images/conR.bmp,1,690
null,images/fix.bmp,,
inc,images/incL.bmp,1,634
con,images/conL.bmp,1,570
neu,images/neuL.bmp,1,434
inc,images/incR.bmp,0,434
neu,images/neuL.bmp,1,697
inc,images/incL.bmp,1,577
null,images/fix.bmp,,
con,images/conR.bmp,1,609
con,images/conR.bmp,1,529
con,images/conL.bmp,1,610
neu,images/neuR.bmp,1,546
con,images/conL.bmp,1,586
null,images/fix.bmp,,
inc,images/incL.bmp,1,689
con,images/conR.bmp,1,689
inc,images/incR.bmp,1,745
con,images/conL.bmp,1,553
null,images/fix.bmp,,
inc,images/incL.bmp,1,690
neu,images/neuR.bmp,1,618
null,images/fix.bmp,,
neu,images/neuL.bmp,1,602
null,images/fix.bmp,,
inc,images/incL.bmp,1,634
neu,images/neuR.bmp,1,569
con,images/conR.bmp,1,577
null,images/fix.bmp,,
con,images/conL.bmp,1,642
neu,images/neuL.bmp,1,530
inc,images/incR.bmp,1,698
null,images/fix.bmp,,
con,images/conR.bmp,1,714
null,images/fix.bmp,,
con,images/conL.bmp,1,609
con,images/conR.bmp,1,681
null,images/fix.bmp,,
con,images/conL.bmp,1,642
neu,images/neuL.bmp,1,626
neu,images/neuL.bmp,1,666
inc,images/incL.bmp,1,642
null,images/fix.bmp,,
neu,images/neuL.bmp,1,658
null,images/fix.bmp,,
,,,
,,,
